time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
38:09.0,1.42163E+12,231.5,172.6,122.3,154.7,85.6,136.7,110.8,9443.4,0.77,0.618,-0.134
38:09.0,1.42163E+12,231.5,170.6,129.5,154.7,55.8,206.1,119.3,232.4,0.398,0.74,0.115
38:09.0,1.42163E+12,136.7,156.4,160.9,162,79.5,227.2,152.9,249.3,0.477,0.335,-0.291
38:09.1,1.42163E+12,110.7,115.3,109.9,126.3,84.1,231.5,151.1,275.3,0.398,0.819,0.071
38:09.1,1.42163E+12,96.3,87.3,122.3,115.9,87.2,167.6,156.5,290.9,0.374,0.516,-0.315
38:09.1,1.42163E+12,107.1,83.7,75.6,105.7,76.5,225,149.3,284.2,0.374,0.843,-0.042
38:09.1,1.42163E+12,71.7,74.7,64,97.3,90.2,193.7,122.8,275.3,0.345,0.511,-0.134
38:09.1,1.42163E+12,85.7,55.2,80.7,66.4,69,231.5,110.8,625,0.604,0.809,-0.134
38:09.2,1.42163E+12,85.7,69.3,75.6,90.7,66.1,136.7,104,205.8,0.457,0.511,-0.266
38:09.2,1.42163E+12,59.8,67.5,67.3,92.3,67.5,138.6,102.3,159,0.413,0.897,-0.169
38:09.2,1.42163E+12,78.7,65.8,62.4,89,67.5,121.7,85.8,189.9,0.335,0.521,-0.995
38:09.3,1.42163E+12,80.4,32.9,55.9,87.4,10.7,108.9,90.7,129.5,0.819,0.569,-1.058
38:09.3,1.42163E+12,78.7,64,67.3,76,38.5,101.7,145.7,111.7,0.74,0.701,-0.506
38:09.3,1.42163E+12,76.9,62.2,64,87.4,63.1,96.3,72.8,104.7,0.648,0.579,0.525
38:09.4,1.42163E+12,76.9,41.4,64,85.8,63.1,92.7,85.8,104.7,0.652,0.696,0.682
38:09.4,1.42163E+12,51.4,58.7,74,72.8,64.6,91,85.8,94.3,0.423,0.506,0.178
38:09.4,1.42163E+12,75.2,58.7,49.4,74.4,63.1,121.7,80.9,99.4,0.594,0.799,0.481
38:09.4,1.42163E+12,51.4,60.5,62.4,66.4,63.1,58.1,80.9,129.5,0.423,0.687,-0.232
38:09.4,1.42163E+12,73.5,65.8,62.4,82.5,63.1,83.9,80.9,89.1,0.721,0.916,-0.936
38:09.5,1.42163E+12,78.7,58.7,41.5,84.1,60.1,85.7,79.2,94.3,0.565,0.33,-1.249
38:09.5,1.42163E+12,71.7,58.7,41.5,80.9,63.1,68.3,80.9,77.3,1.62,0.506,-1.058
38:09.5,1.42163E+12,71.7,57,60.8,82.5,32.8,70,79.2,127.7,2.368,0.516,-0.599
38:09.5,1.42163E+12,64.9,80.1,64,80.9,66.1,83.9,79.2,62.4,2.197,0.833,-0.902
38:09.6,1.42163E+12,167.6,164.4,82.4,95.7,67.5,92.7,82.5,89.1,0.941,0.511,-0.956
38:09.6,1.42163E+12,195.8,150.3,94.3,112.5,52.8,116.2,89,129.5,0.11,1.043,0.784
38:09.6,1.42163E+12,173.5,142.4,113.4,99,70.5,165.6,95.7,182,1.019,0.55,-0.169
38:09.7,1.42163E+12,175.5,140.4,127.7,158.3,84.1,167.6,115.9,224.1,0.736,0.667,-0.134
38:09.7,1.42163E+12,157.8,130.7,166.6,160.1,88.7,225,149.3,249.3,0.677,0.907,0.227
38:09.7,1.42163E+12,85.7,117.2,129.5,152.9,88.7,266.7,158.3,273.1,0.31,0.516,-0.188
38:09.7,1.42163E+12,89.2,87.3,75.6,129.7,109,275.7,154.7,432.6,0.227,0.511,-0.315
38:09.8,1.42163E+12,85.7,74.7,102.9,107.4,84.1,233.6,158.3,424.4,0.354,0.545,-0.535
38:09.8,1.42163E+12,91,39.7,102.9,99,75,253.3,140.3,275.3,0.565,0.848,-0.13
38:09.8,1.42163E+12,51.4,65.8,129.5,117.6,70.5,187.6,121.1,1275,0.33,0.506,-0.281
38:09.8,1.42163E+12,91,65.8,75.6,89,84.1,179.5,110.8,228.3,0.565,0.956,-0.042
38:09.9,1.42163E+12,73.5,62.2,124.1,90.7,67.5,167.6,107.4,160.9,0.398,0.706,-0.09
38:09.9,1.42163E+12,71.7,55.2,70.6,87.4,141.5,134.8,102.3,149.7,0.794,0.652,-0.706
38:09.9,1.42163E+12,105.3,72.9,38.3,99,66.1,119.9,94,131.3,0.916,0.74,-0.838
38:09.9,1.42163E+12,58.1,31.2,67.3,47.6,67.5,112.5,117.6,89.1,0.731,0.511,-1.053
38:10.0,1.42163E+12,68.3,58.7,117,60.1,61.6,105.3,84.1,111.7,0.33,0.819,-0.066
38:10.0,1.42163E+12,68.3,57,69,87.4,141.5,92.7,84.1,108.2,0.393,0.687,0.125
38:10.1,1.42163E+12,70,57,70.6,74.4,66.1,96.3,85.8,64,0.667,0.912,0.433
38:10.1,1.42163E+12,66.6,0,67.3,84.1,85.6,64.9,90.7,102.9,0.364,0.511,0.584
38:10.1,1.42163E+12,64.9,26.2,60.8,110.8,61.6,92.7,79.2,75.6,0.868,0.99,0.281
38:10.1,1.42163E+12,64.9,53.5,62.4,72.8,61.6,94.5,71.2,99.4,0.384,0.516,-0.056
38:10.1,1.42163E+12,68.3,53.5,64,84.1,61.6,70,77.6,97.7,0.257,0.54,-0.447
38:10.2,1.42163E+12,92.7,58.7,36.7,87.4,63.1,89.2,107.4,97.7,0.066,0.692,-0.736
38:10.2,1.42163E+12,51.4,43.1,62.4,61.6,63.1,105.3,80.9,94.3,0.633,0.511,-1.048
38:10.2,1.42163E+12,64.9,36.3,62.4,53.8,60.1,105.3,77.6,94.3,2.07,0.838,-0.814
38:10.3,1.42163E+12,64.9,51.7,109.9,110.8,61.6,78.7,76,101.2,2.304,0.692,-0.501
38:10.3,1.42163E+12,66.6,43.1,72.3,82.5,61.6,105.3,79.2,36.7,2.456,0.853,0.594
38:10.3,1.42163E+12,227.2,170.6,102.9,104,49.9,101.7,80.9,99.4,2.256,0.511,-1.092
38:10.3,1.42163E+12,195.8,152.3,75.6,117.6,79.5,179.5,110.8,131.3,0.858,0.511,-0.506
38:10.4,1.42163E+12,169.6,144.4,129.5,152.9,90.2,167.6,126.3,8311.2,0.599,0.604,-0.066
38:10.4,1.42163E+12,142.4,140.4,124.1,154.7,93.3,216.6,174.9,9370.2,0.662,0.907,0.066
38:10.4,1.42163E+12,110.7,128.7,104.7,156.5,96.4,242.3,162,255.7,0.462,0.354,-0.349
38:10.4,1.42163E+12,91,94.7,101.2,143.9,94.9,233.6,171.2,270.9,0.31,0.511,-0.222
38:10.5,1.42163E+12,59.8,76.5,129.5,105.7,90.2,244.5,171.2,428.5,0.276,0.692,-0.447
38:10.5,1.42163E+12,64.9,102.1,90.8,100.7,79.5,237.9,154.7,257.9,0.648,0.882,-0.139
38:10.5,1.42163E+12,76.9,80.1,84,121.1,75,199.9,128,279.7,0.31,0.711,0.222
38:10.6,1.42163E+12,66.6,71.1,79,72.8,72,169.6,119.3,266.5,0.335,0.413,-0.364
38:10.6,1.42163E+12,75.2,76.5,74,47.6,67.5,165.6,112.5,203.8,0.364,0.56,-0.222
38:10.6,1.42163E+12,73.5,50,65.7,89,90.2,142.4,109.1,164.7,0.638,0.731,-0.188
38:10.6,1.42163E+12,105.3,58.7,69,72.8,32.8,127.3,80.9,153.4,0.384,0.736,-0.74
38:10.6,1.42163E+12,51.4,55.2,102.9,97.3,69,161.7,79.2,159,0.863,0.511,-1.058
38:10.7,1.42163E+12,136.7,55.2,62.4,85.8,69,89.2,90.7,117,0.75,1.039,-0.799
38:10.7,1.42163E+12,70,58.7,64,85.8,44.2,99.9,89,102.9,0.667,0.53,-0.266
38:10.7,1.42163E+12,68.3,72.9,33.6,92.3,66.1,98.1,60.1,96,0.995,0.623,0.584
38:10.8,1.42163E+12,91,80.1,55.9,117.6,64.6,94.5,90.7,104.7,0.384,0.643,0.848
38:10.8,1.42163E+12,66.6,32.9,59.1,122.8,72,78.7,87.4,101.2,0.56,0.506,0.374
38:10.8,1.42163E+12,66.6,53.5,60.8,82.5,55.8,89.2,138.5,118.7,0.633,0.589,0.017
38:10.9,1.42163E+12,76.9,53.5,74,84.1,63.1,89.2,82.5,84,0.789,0.921,-0.281
38:10.9,1.42163E+12,66.6,67.5,60.8,82.5,52.8,80.4,79.2,129.5,0.545,0.721,-0.872
38:10.9,1.42163E+12,64.9,29.6,59.1,72.8,66.1,83.9,82.5,92.6,0.628,0.398,-1.141
38:10.9,1.42163E+12,64.9,53.5,60.8,79.2,44.2,83.9,124.5,120.5,1.542,0.692,-1.053
38:11.0,1.42163E+12,64.9,50,59.1,126.3,90.2,85.7,72.8,90.8,2.5,0.584,-0.907
38:11.0,1.42163E+12,51.4,50,65.7,79.2,63.1,87.4,152.9,89.1,2.011,0.833,-0.682
38:11.0,1.42163E+12,201.9,156.4,62.4,94,70.5,99.9,72.8,92.6,0.682,0.516,-1.014
38:11.0,1.42163E+12,214.5,150.3,75.6,122.8,128.3,153.9,72.8,6075.2,-0.648,0.511,0.985
38:11.1,1.42163E+12,177.5,150.3,115.2,149.3,90.2,167.6,115.9,8371.7,0.877,0.692,-0.066
38:11.1,1.42163E+12,150.1,146.4,129.5,163.8,96.4,218.7,142.1,230.3,0.74,0.897,0.154
38:11.1,1.42163E+12,116.2,164.4,147.8,126.3,112.2,244.5,160.1,260,0.398,0.506,-0.164
38:11.2,1.42163E+12,85.7,100.2,109.9,152.9,96.4,284.9,165.6,277.5,0.662,1.019,-0.281
38:11.2,1.42163E+12,83.9,78.3,101.2,99,67.5,255.5,213.2,453.2,0.139,0.706,-0.457
38:11.2,1.42163E+12,83.9,71.1,92.6,121.1,79.5,244.5,140.3,396.2,0.633,0.584,-0.291
38:11.3,1.42163E+12,80.4,65.8,85.7,95.7,90.2,201.9,128,290.9,0.208,0.682,0.1
38:11.3,1.42163E+12,58.1,64,77.3,76,73.5,173.5,115.9,583.5,0.393,0.511,-0.345
38:11.3,1.42163E+12,101.7,64,62.4,79.2,70.5,195.8,122.8,176.2,0.491,0.511,-0.242
38:11.3,1.42163E+12,51.4,27.9,72.3,97.3,61.6,138.6,94,162.8,0.521,0.682,-0.403
38:11.4,1.42163E+12,68.3,60.5,62.4,72.8,70.5,114.4,117.6,138.6,0.496,0.907,-0.716
38:11.4,1.42163E+12,68.3,58.7,55.9,87.4,67.5,110.7,94,168.5,0.863,0.511,-1.024
38:11.5,1.42163E+12,70,0,62.4,97.3,90.2,107.1,110.8,115.2,0.516,0.506,-0.828
38:11.5,1.42163E+12,54.7,80.1,55.9,87.4,35.7,98.1,89,117,0.628,0.692,-0.09
38:11.5,1.42163E+12,70,29.6,69,85.8,66.1,98.1,72.8,80.7,0.926,0.882,0.34
38:11.5,1.42163E+12,76.9,51.7,62.4,85.8,55.8,96.3,85.8,89.1,0.76,0.731,0.648
38:11.5,1.42163E+12,61.5,55.2,64,71.2,66.1,91,85.8,99.4,0.535,0.403,0.046
38:11.5,1.42163E+12,68.3,53.5,62.4,66.4,64.6,105.3,77.6,99.4,0.794,0.54,-0.095
38:11.6,1.42163E+12,75.2,53.5,60.8,82.5,69,64.9,71.2,97.7,0.589,0.628,-0.467
38:11.6,1.42163E+12,105.3,53.5,60.8,60.1,32.8,89.2,82.5,102.9,0.428,0.755,-0.809
38:11.6,1.42163E+12,38.2,50,74,107.4,55.8,105.3,80.9,94.3,0.545,0.433,-1.141
38:11.6,1.42163E+12,64.9,51.7,60.8,72.8,60.1,91,71.2,94.3,1.801,0.516,-1.058
38:11.7,1.42163E+12,64.9,51.7,59.1,151.1,90.2,85.7,72.8,90.8,2.5,0.579,-0.77
38:11.7,1.42163E+12,78.7,60.5,67.3,84.1,55.8,83.9,80.9,129.5,1.987,0.882,0.198
38:11.7,1.42163E+12,255.5,183,127.7,97.3,73.5,76.9,60.1,97.7,2.5,0.667,-0.946
38:11.7,1.42163E+12,229.3,158.4,75.6,122.8,115.4,161.7,85.8,174.3,0.74,0.511,-0.33
38:11.8,1.42163E+12,171.6,156.4,106.4,143.9,79.5,183.6,152.9,9155.9,0.838,0.824,-0.149
38:11.8,1.42163E+12,142.4,140.4,115.2,151.1,99.5,218.7,131.5,238.7,0.824,0.809,0.086
38:11.8,1.42163E+12,144.3,122.9,111.7,131.5,81.1,240.1,156.5,273.1,0.428,0.853,0.076
38:11.8,1.42163E+12,64.9,92.8,129.5,152.9,91.8,266.7,156.5,288.7,0.31,0.511,-0.266
38:11.9,1.42163E+12,85.7,78.3,92.6,79.2,90.2,251.1,160.1,284.2,0.213,0.516,-0.437
