time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
41:40.7,1.42171E+12,64.9,121.7,124.5,72.8,94.9,0,135,148.2,0.271,0.305,-0.105
41:40.7,1.42171E+12,66.6,98.1,105.7,79.2,102.7,7.2,145.7,157.6,0.467,0.521,-0.071
41:40.7,1.42171E+12,64.9,92.7,122.8,89,90.2,0,147.5,137.1,0.511,0.54,0.042
41:40.8,1.42171E+12,87.4,64.9,138.5,77.6,91.8,15.5,151.1,135.3,0.266,0.824,0.325
41:40.8,1.42171E+12,28.4,87.4,117.6,79.2,94.9,0,151.1,131.6,0.364,0.521,-0.198
41:40.9,1.42171E+12,59.8,87.4,117.6,47.6,81.1,0,131.5,129.8,0.325,0.525,-0.301
41:40.9,1.42171E+12,51.4,58.1,115.9,50.7,99.5,0,112.5,128,0.315,0.696,-0.32
41:40.9,1.42171E+12,71.7,68.3,115.9,72.8,85.6,682.4,138.5,128,0.222,0.848,0.198
41:40.9,1.42171E+12,51.4,82.2,138.5,97.3,49.9,617.3,126.3,6148.4,0.54,0.335,0.076
41:40.9,1.42171E+12,59.8,83.9,107.4,55.4,79.5,555.2,99,106.7,0.838,0.545,0.178
41:41.0,1.42171E+12,58.1,82.2,104,68,78,492.9,97.3,98,0.477,0.53,0.437
41:41.0,1.42171E+12,105.3,80.4,102.3,47.6,44.2,522.1,79.2,101.4,0.437,0.755,0.618
41:41.0,1.42171E+12,38.2,78.7,126.3,66.4,76.5,596.2,85.8,128,0.447,0.521,0.623
41:41.0,1.42171E+12,56.4,78.7,92.3,63.2,75,489.7,95.7,85.9,0.398,0.521,0.315
41:41.1,1.42171E+12,44.7,80.4,97.3,64.8,44.2,502.6,97.3,79.2,0.643,0.843,0.012
41:41.1,1.42171E+12,54.7,54.7,69.6,61.6,90.2,492.9,92.3,82.6,0.565,0.77,-0.066
41:41.1,1.42171E+12,76.9,76.9,95.7,35.4,79.5,496.1,90.7,85.9,0.33,0.74,0.159
41:41.2,1.42171E+12,38.2,73.5,97.3,71.2,72,489.7,90.7,84.3,0.501,0.393,-0.203
41:41.2,1.42171E+12,34.9,78.7,94,56.9,67.5,568.8,95.7,85.9,0.863,0.53,-0.164
41:41.2,1.42171E+12,53.1,75.2,92.3,84.1,72,394.7,82.5,85.9,0.843,0.53,-0.198
41:41.2,1.42171E+12,92.7,83.9,60.1,71.2,69,486.6,85.8,84.3,0.721,0.78,0.056
41:41.3,1.42171E+12,31.6,75.2,124.5,90.7,55.8,541.9,87.4,82.6,0.74,0.525,-0.046
41:41.3,1.42171E+12,53.1,73.5,79.2,61.6,78,489.7,87.4,99.7,0.755,0.521,-0.042
41:41.3,1.42171E+12,54.7,75.2,92.3,90.7,69,424.5,85.8,82.6,0.916,0.535,0.051
41:41.3,1.42171E+12,38.2,85.7,90.7,71.2,69,480.2,85.8,80.9,0.882,0.838,0.266
41:41.4,1.42171E+12,15.6,68.3,90.7,79.2,69,480.2,76,70.8,1.254,0.652,-0.139
41:41.4,1.42171E+12,61.5,76.9,89,47.6,67.5,492.9,87.4,75.8,0.848,0.521,0.007
41:41.4,1.42171E+12,87.4,71.7,92.3,61.6,73.5,486.6,72.8,80.9,1.889,0.643,-0.853
41:41.5,1.42171E+12,63.2,76.9,94,84.1,70.5,477.1,82.5,80.9,0.545,0.711,0.716
41:41.5,1.42171E+12,53.1,64.9,102.3,97.3,75,502.6,97.3,80.9,0.584,0.525,-0.252
41:41.5,1.42171E+12,64.9,87.4,124.5,50.7,81.1,548.5,99,80.9,-0.159,0.789,-0.071
41:41.5,1.42171E+12,125.4,112.5,133.3,84.1,82.6,492.9,90.7,82.6,-0.115,0.848,0.266
41:41.6,1.42171E+12,103.5,134.8,112.5,53.8,84.1,525.3,110.8,74.2,0.433,0.858,0.217
41:41.6,1.42171E+12,101.7,134.8,122.8,80.9,85.6,558.6,99,101.4,0.662,0.521,-0.046
41:41.6,1.42171E+12,103.5,107.1,133.3,84.1,91.8,568.8,82.5,94.5,0.428,0.521,-0.002
41:41.6,1.42171E+12,103.5,134.8,138.5,85.8,44.2,551.9,97.3,101.4,0.408,0.525,0.11
41:41.7,1.42171E+12,101.7,131,114.2,61.6,90.2,535.2,97.3,54.4,0.643,0.936,0.242
41:41.7,1.42171E+12,98.1,165.6,131.5,80.9,67.5,492.9,94,8308.6,0.926,0.652,0.105
41:41.7,1.42171E+12,98.1,107.1,128,97.3,90.2,545.2,97.3,8369.1,0.452,0.521,-0.007
41:41.8,1.42171E+12,92.7,121.7,129.7,79.2,76.5,538.5,92.3,9153.3,0.393,0.662,-0.032
41:41.8,1.42171E+12,134.8,118,124.5,76,82.6,678.7,89,8747.4,0.716,0.936,0.022
