time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
12:19.6,1.42E+12,33.3,42.3,60.8,52.3,42.8,47.8,54.8,41.4,0.569,0.77,0.237
12:19.6,1.42E+12,38.2,44,30.5,53.8,42.8,47.8,56.3,44.5,0.389,0.78,0.281
12:19.6,1.42E+12,18.8,40.6,30.5,52.3,66.1,47.8,56.3,46,0.349,0.472,0.012
12:19.7,1.42E+12,31.6,38.9,30.5,49.3,44.2,51,50.3,46,0.349,0.481,0.007
12:19.7,1.42E+12,30,38.9,49.4,50.8,32.8,44.6,93.7,55.4,0.384,0.521,-0.017
12:19.7,1.42E+12,31.6,38.9,49.4,50.8,44.2,129.5,45.8,41.4,0.569,0.55,0.037
12:19.7,1.42E+12,12.5,38.9,74,52.3,41.3,47.8,54.8,44.5,0.359,0.799,0.34
12:19.8,1.42E+12,6.2,38.9,51,63,34.2,24.2,25.4,44.5,0.824,0.638,0.149
12:19.8,1.42E+12,30,38.9,27.3,49.3,79.5,54.3,45.8,46,0.345,0.477,0.007
12:19.8,1.42E+12,30,40.6,60.8,50.8,0,46.2,93.7,66.4,0.374,0.55,0.017
12:19.8,1.42E+12,7.8,42.3,51,52.3,60.1,47.8,22.5,41.4,0.711,0.696,0.09
12:19.9,1.42E+12,76.9,64.5,49.4,84.9,41.3,47.8,56.3,71.2,0.183,0.682,0.335
12:19.9,1.42E+12,0,38.9,87.4,49.3,42.8,27.3,22.5,44.5,0.305,0.53,-0.076
12:19.9,1.42E+12,31.6,38.9,36.7,47.8,90.2,59.1,34.1,47.6,0.359,0.477,0.017
12:20.0,1.42E+12,31.6,40.6,64,49.3,0,46.2,56.3,35.4,0.369,0.535,0.061
12:20.0,1.42E+12,0,47.3,51,50.8,66.1,49.4,22.5,38.4,0.648,0.706,0.164
12:20.0,1.42E+12,49.7,38.9,49.4,28.5,10.7,47.8,57.8,46,0.393,0.76,0.242
12:20.0,1.42E+12,25.2,35.6,67.3,43.3,39.9,36.7,45.8,44.5,0.809,0.574,0.115
12:20.1,1.42E+12,49.7,40.6,43,49.3,42.8,25.8,56.3,44.5,0.501,0.921,0.296
12:20.1,1.42E+12,31.6,38.9,49.4,50.8,13.5,43,56.3,47.6,0.364,0.501,0.056
12:20.1,1.42E+12,12.5,57.6,49.4,50.8,42.8,46.2,34.1,23.3,0.726,0.833,0.13
12:20.1,1.42E+12,49.7,64.5,49.4,84.9,41.3,47.8,54.8,44.5,0.301,0.682,0.242
