time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
31:50.3,1.42E+12,138.6,146.4,116.4,145.7,101.1,208.2,135,279.1,0.379,0.555,-0.125
31:50.4,1.42E+12,112.5,109.6,134.1,117.6,93.3,208.2,166.4,289.9,0.159,0.936,-0.061
31:50.4,1.42E+12,107.1,96.5,77.5,104,82.6,195.8,148.8,437.4,0.296,0.535,-0.247
31:50.4,1.42E+12,107.1,53.5,87.4,99,73.5,173.5,126.5,279.1,0.247,0.535,-0.296
31:50.5,1.42E+12,99.9,87.3,77.5,95.7,63.1,138.6,148.8,215.2,0.609,0.765,-0.354
31:50.5,1.42E+12,105.3,83.7,84.1,92.3,73.5,121.7,84.1,167.5,0.276,0.907,-0.242
31:50.5,1.42E+12,75.2,78.3,80.8,90.7,72,103.5,121.5,143.9,0.457,0.936,-0.833
31:50.6,1.42E+12,91,80.1,67.7,92.3,55.8,96.3,105,131.5,0.76,0.34,-1.249
31:50.6,1.42E+12,92.7,53.5,66.1,89,98,89.2,103.4,115.9,0.613,1.068,-0.408
31:50.6,1.42E+12,92.7,74.7,74.2,72.8,47.1,85.7,147,119.3,0.633,0.731,0.164
31:50.6,1.42E+12,91,71.1,72.6,99,90.2,78.7,70.1,114.2,0.863,0.696,0.384
31:50.6,1.42E+12,78.7,74.7,61.2,89,66.1,80.4,119.8,115.9,0.452,0.853,0.868
31:50.7,1.42E+12,78.7,72.9,87.4,85.8,66.1,76.9,93.7,110.8,1.078,0.98,-0.105
31:50.7,1.42E+12,91,53.5,48.5,85.8,113.8,89.2,70.1,119.3,0.403,0.535,-0.345
31:50.7,1.42E+12,87.4,80.1,69.3,85.8,44.2,71.7,128.2,112.5,0.428,0.55,-0.75
31:50.7,1.42E+12,85.7,69.3,70.9,147.5,90.2,75.2,85.7,105.7,0.481,0.887,-0.936
31:50.8,1.42E+12,99.9,72.9,51.7,85.8,64.6,75.2,98.5,105.7,1.386,0.926,-0.907
31:50.8,1.42E+12,66.6,69.3,107.8,92.3,32.8,80.4,96.9,105.7,2.148,0.54,-1.131
31:50.8,1.42E+12,83.9,67.5,39.1,82.5,90.2,101.7,76.3,124.5,1.972,0.535,-0.794
31:50.9,1.42E+12,251.1,225.9,127,92.3,55.8,73.5,119.8,99,0.667,0.716,-0.897
31:50.9,1.42E+12,414.5,204.1,104.3,119.3,76.5,99.9,95.3,114.2,-0.706,0.692,1.874
31:50.9,1.42E+12,282.6,189.3,114.7,131.5,75,165.6,116.5,184.3,0.291,0.916,0.203
31:50.9,1.42E+12,171.6,178.8,114.7,162,102.7,185.6,148.8,229.1,0.481,0.54,-0.125
