time,time_milisec,gx,gy,gz,resultant,MA_gx,MA_gy,MA_gz,MA_gR
38:11.0,1.42E+12,-2.3651214,-0.005329518,-0.7524905,2.481948749,0.26997949,-0.158811977,0.081473256,2.864911276
38:11.0,1.42E+12,-2.5857522,-1.0392041,-0.5371889,2.838068272,0.20193563,-0.159131731,0.052183698,2.889588925
38:11.0,1.42E+12,-3.264699,-2.3843067,-0.39010143,4.061447664,0.133252256,-0.19464585,0.010572914,2.934725248
38:11.0,1.42E+12,-3.3926005,-2.7051275,-0.8494829,4.421433494,0.053100346,-0.204686152,-0.043572268,2.96421919
38:11.0,1.42E+12,-3.376613,-1.4804659,-1.3578931,3.929016201,-0.053996262,-0.134425322,-0.10515708,2.92999615
38:11.0,1.42E+12,-2.00593,2.8745968,-0.28671405,3.516996854,-0.143143954,-0.029353836,-0.142227345,2.925172204
38:11.1,1.42E+12,-0.3986281,5.9634304,0.25367194,5.982119687,-0.19903713,0.108972177,-0.157106612,2.989518301
38:11.1,1.42E+12,0.26539627,4.989244,-1.7778379,5.303178148,-0.247384085,0.220737223,-0.199356901,3.040199792
38:11.1,1.42E+12,-0.9635285,-0.2813848,-2.0112596,2.247827786,-0.326065127,0.221632535,-0.237066679,3.02533594
38:11.1,1.42E+12,-1.1873571,-1.8375257,-1.4175807,2.606885617,-0.391934653,0.195689746,-0.265887259,3.03398432
38:11.1,1.42E+12,-0.9560676,-2.00593,-0.549979,2.28916957,-0.424507029,0.172475535,-0.278101901,3.058130595
38:11.2,1.42E+12,-0.5904814,-2.2649317,-0.19718285,2.348928472,-0.432841977,0.136982724,-0.287779829,3.093230216
38:11.2,1.42E+12,0.054358315,-2.119976,0.14069188,2.125334626,-0.417515048,0.102577081,-0.291169229,3.118268277
38:11.2,1.42E+12,0.9187623,-1.4271734,0.46577623,1.760083968,-0.368422002,0.066188969,-0.280063064,3.121715775
38:11.2,1.42E+12,2.328882,-0.42101115,0.64270705,2.452348693,-0.277099976,0.047302107,-0.249707662,3.121590554
38:11.2,1.42E+12,3.1858253,0.21636745,0.9379475,3.328068994,-0.171261072,0.048026886,-0.210868088,3.141349088
38:11.3,1.42E+12,3.2924104,1.3163244,0.8324285,3.642198975,-0.05753488,0.089253963,-0.181216144,3.162391362
38:11.3,1.42E+12,0.43486652,3.9010105,-0.80471724,4.006814401,0.009976061,0.200741873,-0.182047508,3.173158448
38:11.3,1.42E+12,-1.4783343,5.460349,-1.8460524,5.950528797,0.042122097,0.358423717,-0.188463926,3.207973983
38:11.3,1.42E+12,0.23022309,4.54585,-1.2406496,4.717728937,0.092110454,0.441879775,-0.188783676,3.250220188
38:11.3,1.42E+12,-2.6049378,1.8865542,0.26219887,3.227001075,0.06674322,0.411950709,-0.17742171,3.241754046
38:11.4,1.42E+12,-1.6691213,2.3374085,0.4338007,2.904759449,0.027903647,0.325702129,-0.15738373,3.166256532
38:11.4,1.42E+12,0.693868,-1.5199025,0.3240183,1.701923697,0.038050542,0.246189723,-0.108333308,3.135192425
38:11.4,1.42E+12,1.0477302,-1.2790204,1.7693105,2.421588611,0.068874928,0.244164601,-0.028074804,3.131992939
38:11.4,1.42E+12,0.76314825,-0.5435837,3.5940459,3.714168066,0.102278664,0.262987515,0.062927466,3.16657136
38:11.4,1.42E+12,3.7709768,-6.2650666,2.4375985,7.707996625,0.19528473,0.174287477,0.117115278,3.279761924
38:11.5,1.42E+12,3.946842,-4.174935,0.9965695,5.831020048,0.285391683,0.141949585,0.138091203,3.344005892
38:11.5,1.42E+12,1.8236691,0.3783766,0.48389584,1.924342231,0.322717751,0.200784507,0.1438468,3.331068453
38:11.5,1.42E+12,2.6592953,0.39969334,-0.3154919,2.707608058,0.352582867,0.238110574,0.130417091,3.347077073
38:11.5,1.42E+12,3.421378,1.3877364,-0.45511797,3.720050013,0.363326635,0.276225366,0.111743405,3.362094902
38:11.5,1.42E+12,2.0240488,1.5476141,0.01705302,2.547974441,0.332011961,0.293598728,0.097759444,3.338594947
38:11.6,1.42E+12,-0.4529864,-0.9251582,0.27285737,1.065629165,0.264138633,0.227345492,0.092174395,3.283350107
38:11.6,1.42E+12,-0.46471068,-0.48922536,0.3144256,0.744419859,0.287587341,0.106435477,0.132122455,3.177598782
38:11.6,1.42E+12,-1.075443,0.963528,0.32614988,1.480316722,0.276033527,0.038860591,0.175289383,3.112421088
38:11.6,1.42E+12,-1.9931399,0.52439773,-0.43913075,2.107234077,0.255270765,0.044850663,0.17524674,3.13308486
38:11.6,1.42E+12,-2.3214216,-0.110848755,-0.71518576,2.431620111,0.261665867,0.00974156,0.158043919,3.119422619
38:11.7,1.42E+12,-2.404558,-1.08397,-0.53612256,2.69152699,0.233015815,-0.067298076,0.135341318,3.113367965
38:11.7,1.42E+12,-2.8213053,-2.6465058,-0.48602796,3.898715137,0.155954859,-0.108269352,0.103813468,3.159025573
38:11.7,1.42E+12,-3.2433815,-2.6347814,-0.9581995,4.287160233,0.067148249,-0.174202834,0.036323848,3.189237867
38:11.7,1.42E+12,-3.1463895,-1.3184568,-1.8513819,3.881457221,-0.029076687,-0.141481242,-0.042549054,3.187171088
38:11.8,1.42E+12,-2.1935196,1.5806551,-1.0647845,2.905815688,-0.144337703,0.03014192,-0.105540792,3.082689743
