time,time_milisec,gx,gy,gz,resultant
50:15.1,1.42163E+12,2.2798529,1.2289248,0.046897203,2.590402432
50:15.1,1.42163E+12,3.1485207,2.4983518,0.39116642,4.038310969
50:15.2,1.42163E+12,3.146389,2.6678221,0.5595709,4.162950647
50:15.2,1.42163E+12,0.38050818,1.4580826,0.12577018,1.512153921
50:15.2,1.42163E+12,-1.9590328,3.9692252,-0.073543996,4.426959105
50:15.2,1.42163E+12,-1.0850358,2.25747,0.10445291,2.506867348
50:15.2,1.42163E+12,-0.11191455,2.0347073,0.46364436,2.089862377
50:15.3,1.42163E+12,-0.5766252,3.0056965,0.8462844,3.175359091
50:15.3,1.42163E+12,0.22276224,0.8334946,0.9528695,1.285416877
50:15.3,1.42163E+12,0.15987702,1.2172004,1.3077977,1.79373139
50:15.3,1.42163E+12,0.6128634,1.8428545,2.0421681,2.818184665
50:15.3,1.42163E+12,1.1884223,0.6384439,1.659528,2.138689168
50:15.4,1.42163E+12,2.7147195,-1.330181,1.1649737,3.239791224
50:15.4,1.42163E+12,2.5740275,-0.3208209,0.8910503,2.74272023
50:15.4,1.42163E+12,2.556974,-0.392233,0.66402435,2.670747292
50:15.5,1.42163E+12,2.8788607,-1.6254215,0.72158,3.38386047
50:15.5,1.42163E+12,3.456551,-0.36025777,0.25900093,3.484912045
50:15.5,1.42163E+12,3.2327225,1.4719385,-0.2621994,3.561719562
50:15.5,1.42163E+12,2.0848024,0.69599956,-0.18332642,2.205544153
50:15.5,1.42163E+12,1.0935619,-0.2238291,-0.15348276,1.126736017
50:15.5,1.42163E+12,0.19931364,0.63311434,0.16414073,0.683741087
50:15.5,1.42163E+12,-0.7247785,-0.58302027,0.4146153,1.018392044
50:15.6,1.42163E+12,-1.644607,-0.43806496,0.36452016,1.740548201
50:15.6,1.42163E+12,-2.1103833,-1.011492,-0.17799717,2.347022951
50:15.6,1.42163E+12,-2.4194796,-1.6126314,-0.4050234,2.935729129
50:15.6,1.42163E+12,-2.4919574,-2.204178,-0.23128968,3.334928373
50:15.6,1.42163E+12,-2.765881,-1.8556451,-0.42634013,3.357868721
50:15.7,1.42163E+12,-3.6793144,-1.8503162,-1.2289252,4.297822896
50:15.7,1.42163E+12,-3.2423158,-2.5623038,-1.3259178,4.340054207
50:15.7,1.42163E+12,-3.1112165,-0.38050872,-0.8036509,3.235785803
50:15.7,1.42163E+12,-2.5463157,2.1562142,-0.43486705,3.364831745
50:15.8,1.42163E+12,-1.5294952,0.95500106,-0.86547035,2.000105377
50:15.8,1.42163E+12,-1.4431611,-2.3480678,-1.5561415,3.165077048
50:15.8,1.42163E+12,-1.0338749,-1.74906,-1.5881168,2.578802661
50:15.8,1.42163E+12,-0.3943649,-1.9355838,-0.98591155,2.207720523
50:15.8,1.42163E+12,0.19398439,-2.4066896,-0.7492926,2.528087058
50:15.8,1.42163E+12,0.36984968,-3.1549165,-0.35599408,3.196407154
50:15.9,1.42163E+12,0.858009,-1.6222241,0.02131674,1.835277875
50:15.9,1.42163E+12,1.966493,0.9027749,0.118309066,2.167047363
50:15.9,1.42163E+12,2.9364164,2.491957,0.23128888,3.858223103
50:15.9,1.42163E+12,2.5665667,2.8852553,0.25686935,3.870134963
50:15.9,1.42163E+12,-0.44445974,1.8236691,-0.13429762,1.88184731
50:16.0,1.42163E+12,-2.1103833,3.579124,-0.25260696,4.162650184
50:16.0,1.42163E+12,-0.37304762,2.914034,0.2909767,2.952190055
50:16.0,1.42163E+12,-0.54038626,3.0131576,0.8676017,3.18180275
50:16.0,1.42163E+12,-0.3304136,0.8676017,1.67445,1.914598825
50:16.0,1.42163E+12,-0.1406924,0.89318186,0.82816505,1.226142543
50:16.1,1.42163E+12,0.85161394,2.5196688,1.7778374,3.199169109
50:16.1,1.42163E+12,1.4197117,3.4480243,2.222297,4.340858998
50:16.1,1.42163E+12,1.7341379,0.25047457,1.2971392,2.180032539
50:16.1,1.42163E+12,2.9065726,-1.8492498,1.3504317,3.700210113
50:16.1,1.42163E+12,2.4983518,-0.24514584,0.6693533,2.598055434
50:16.2,1.42163E+12,2.9683921,-1.3109957,0.72158,3.324265194
50:16.2,1.42163E+12,3.4480243,0.190787,0.6043365,3.505780064
50:16.2,1.42163E+12,3.0131576,1.94411,-0.11937566,3.587886977
50:16.2,1.42163E+12,2.1114488,1.7511911,-0.29950416,2.759454483
50:16.2,1.42163E+12,1.4005266,-0.4188793,-0.092729405,1.464763929
50:16.3,1.42163E+12,0.39756176,0.20570895,-0.081005104,0.454899277
50:16.3,1.42163E+12,-0.24621163,0.070345536,0.39543015,0.47109836
50:16.3,1.42163E+12,-1.4175807,-0.6810787,0.5521098,1.666801868
50:16.3,1.42163E+12,-1.7597185,-0.49562067,0.2344868,1.84315846
50:16.3,1.42163E+12,-2.2745242,-1.4889928,-0.35919198,2.742185036
50:16.4,1.42163E+12,-2.602806,-1.5806556,-0.4689744,3.081072571
50:16.4,1.42163E+12,-2.808515,-1.9569006,-0.37624553,3.443657527
50:16.4,1.42163E+12,-3.0259483,-2.482365,-0.99550426,4.038505644
50:16.4,1.42163E+12,-3.2284598,-2.8532808,-1.6030387,4.59716185
50:16.5,1.42163E+12,-2.9087048,-0.44126236,-1.0189531,3.113445279
50:16.5,1.42163E+12,-2.7125885,2.3821745,-0.69067115,3.675584084
50:16.5,1.42163E+12,-1.7948915,1.6978986,-1.0360065,2.679142516
50:16.5,1.42163E+12,-1.4825975,-2.7541568,-1.8556451,3.636879674
50:16.5,1.42163E+12,-1.332313,-2.226561,-1.8801597,3.20431464
50:16.5,1.42163E+12,-0.74609524,-1.8620404,-0.9677922,2.227212226
50:16.6,1.42163E+12,-0.015988022,-2.4908917,-0.76847804,2.606790282
50:16.6,1.42163E+12,0.39756176,-3.0046315,-0.43913075,3.062466591
50:16.6,1.42163E+12,0.87079906,-2.2031124,-0.09805839,2.37099361
50:16.6,1.42163E+12,1.6041039,0.075675055,0.08526776,1.608150064
50:16.6,1.42163E+12,2.5537763,1.9419785,0.30589867,3.222829173
50:16.7,1.42163E+12,2.8362267,2.7637486,0.73010695,4.026852912
50:16.7,1.42163E+12,1.4143827,1.503914,0.6022049,2.150554924
50:16.7,1.42163E+12,-2.4002945,1.7821008,0.031975243,2.98970222
50:16.8,1.42163E+12,-1.332313,3.6569312,-0.778071,3.969080273
50:16.8,1.42163E+12,-0.11511194,2.7019296,0.44126156,2.740143443
50:16.8,1.42163E+12,-0.85268027,3.1378622,0.927289,3.381287879
50:16.8,1.42163E+12,-0.5489132,2.8276997,1.6733842,3.331276929
50:16.8,1.42163E+12,0.21849905,0.4359323,0.9411454,1.059968617
50:16.8,1.42163E+12,1.2790198,2.115712,2.1263704,3.260917048
50:16.8,1.42163E+12,1.2097396,1.595577,2.1050534,2.905268607
50:16.9,1.42163E+12,2.3533967,-2.730708,1.5859846,3.938348557
50:16.9,1.42163E+12,3.5386214,-1.5326927,0.8420212,3.947149354
50:16.9,1.42163E+12,2.6123981,0.46257856,0.5126737,2.702117148
50:16.9,1.42163E+12,2.925758,-0.54145205,0.7002633,3.056730097
50:16.9,1.42163E+12,3.1250718,0.5169369,0.21956486,3.175138775
50:17.0,1.42163E+12,2.5132742,1.1521834,-0.23981632,2.775173086
50:17.0,1.42163E+12,1.7565204,0.056489907,-0.029844182,1.757681911
50:17.0,1.42163E+12,0.657629,-0.0937952,-0.004263721,0.66429784
50:17.0,1.42163E+12,0.14069188,0.33467653,0.05116039,0.366633291
50:17.0,1.42163E+12,-1.1031551,-0.9251582,0.51480526,1.529017111
50:17.1,1.42163E+12,-2.1018565,-0.5254643,0.35492775,2.195424147
50:17.1,1.42163E+12,-2.4397306,-1.5742608,-0.0820709,2.904706199
50:17.1,1.42163E+12,-2.5047476,-2.0581567,-0.19505072,3.247739879
50:17.1,1.42163E+12,-2.9385488,-2.461048,0.071411334,3.833656986
50:17.1,1.42163E+12,-3.0493972,-1.721348,-0.5787568,3.549200143
50:17.2,1.42163E+12,-3.5855198,-2.6763496,-1.5913144,4.748797841
50:17.2,1.42163E+12,-3.0408702,-2.0304446,-1.1980158,3.847705642
50:17.2,1.42163E+12,-2.9918413,1.0530595,-0.9113018,3.300078733
50:17.2,1.42163E+12,-2.06242,2.5079446,-0.8814581,3.364569921
50:17.2,1.42163E+12,-0.89744616,-0.6032715,-1.6893728,2.005823165
50:17.3,1.42163E+12,-1.0338749,-1.8577768,-2.163676,3.033434651
50:17.3,1.42163E+12,-0.5883493,-1.8993449,-1.3120614,2.382261754
50:17.3,1.42163E+12,-0.024514664,-2.0858688,-0.86653614,2.258834766
50:17.3,1.42163E+12,0.53505623,-3.0685823,-0.704527,3.193562399
50:17.3,1.42163E+12,0.77274096,-3.014224,-0.25367275,3.122022546
50:17.4,1.42163E+12,1.4058559,-0.8036509,0.081004575,1.621372049
50:17.4,1.42163E+12,2.51434,1.817274,0.27605477,3.114578087
50:17.4,1.42163E+12,2.931087,2.364055,0.62139034,3.816562982
50:17.4,1.42163E+12,1.7426642,1.4452922,0.6480366,2.354930889
50:17.4,1.42163E+12,-1.8524477,1.1862907,0.19291858,2.208181533
50:17.5,1.42163E+12,-1.73627,3.100557,-0.4508548,3.582088396
50:17.5,1.42163E+12,-0.285648,2.214836,-0.03837109,2.233509711
50:17.5,1.42163E+12,-0.7311733,3.017421,0.62139034,3.166318026
50:17.5,1.42163E+12,-0.9816481,3.3158593,0.858009,3.562967209
50:17.5,1.42163E+12,0.07993824,1.0018988,0.97098905,1.397501722
50:17.6,1.42163E+12,1.5092432,2.3192892,1.9750195,3.399649902
50:17.6,1.42163E+12,1.8663028,3.6526673,2.4685082,4.78733718
50:17.6,1.42163E+12,1.9515711,-1.8609743,2.171136,3.462035042
50:17.6,1.42163E+12,2.8202386,-2.9982362,1.1020888,4.261193001
50:17.6,1.42163E+12,2.6081345,-0.16947025,0.5702294,2.675116316
50:17.7,1.42163E+12,3.3147929,0.006394783,0.7897945,3.407589796
50:17.7,1.42163E+12,3.4256418,0.9773841,0.12257226,3.564453027
50:17.7,1.42163E+12,2.762683,2.0272462,-0.30909687,3.440593755
50:17.8,1.42163E+12,1.8364592,0.44659054,-0.15028511,1.895945969
50:17.8,1.42163E+12,1.1830933,-0.20464343,0.05116039,1.201751254
50:17.8,1.42163E+12,0.46364436,0.41674688,0.32295248,0.702098539
50:17.8,1.42163E+12,-0.49881807,-0.86653614,0.7706094,1.262356208
50:17.8,1.42163E+12,-1.223596,-0.24940903,0.65229976,1.408860182
50:17.8,1.42163E+12,-1.2438475,-0.42527434,0.12470385,1.320441562
50:17.8,1.42163E+12,-1.8876206,-1.0232164,-0.46684283,2.197276851
50:17.9,1.42163E+12,-2.5846865,-1.5518777,-0.46790862,3.050879738
50:17.9,1.42163E+12,-2.8788612,-1.9899422,-0.7301075,3.575020102
50:17.9,1.42163E+12,-3.190089,-2.8788612,-1.3408399,4.501373265
50:17.9,1.42163E+12,-2.7221813,-2.1317005,-1.3365761,3.706865755
50:17.9,1.42163E+12,-3.101624,-1.757587,-0.62778616,3.61984792
50:18.0,1.42163E+12,-3.1272042,0.22276224,-0.69173694,3.210534086
50:18.0,1.42163E+12,-2.2745242,1.9547685,-0.5680983,3.05242787
50:18.0,1.42163E+12,-1.3834735,-1.8620404,-1.2523742,2.636215946
50:18.0,1.42163E+12,-1.1489865,-1.7117553,-1.7959573,2.734179732
50:18.1,1.42163E+12,-0.7855316,-1.0999577,-1.4314371,1.968750621
50:18.1,1.42163E+12,-0.32934782,-1.9302543,-0.89957774,2.154899478
50:18.1,1.42163E+12,0.044765607,-3.170904,-0.549979,3.218557602
50:18.1,1.42163E+12,0.57662445,-2.3480678,-0.16520707,2.423470967
50:18.1,1.42163E+12,1.5305603,0.07460926,0.082070366,1.534573856
50:18.1,1.42163E+12,2.5996077,1.7629157,0.1897212,3.146716716
50:18.2,1.42163E+12,2.826634,2.8362267,0.4732368,4.032120377
50:18.2,1.42163E+12,1.106352,2.0293782,0.45938116,2.356569896
50:18.2,1.42163E+12,-3.4373665,1.2992707,0.06821394,3.675356574
50:18.2,1.42163E+12,-1.0829041,3.4021928,-0.8803923,3.677320728
50:18.2,1.42163E+12,-0.1875896,2.9651942,0.3666523,2.993660036
50:18.3,1.42163E+12,-0.9901748,3.0312772,0.98910844,3.338775689
50:18.3,1.42163E+12,-0.6650907,2.6987317,1.3109951,3.073142785
50:18.3,1.42163E+12,0.6928022,0.26326466,1.4921894,1.666106952
50:18.3,1.42163E+12,1.3696169,2.5473812,2.272392,3.678147201
50:18.4,1.42163E+12,1.3067319,0.060753096,2.1178434,2.489276976
50:18.4,1.42163E+12,3.6036386,-3.5727293,1.7437303,5.365743301
50:18.4,1.42163E+12,3.4384315,-0.7865979,0.5947441,3.577047383
50:18.4,1.42163E+12,2.491957,0.029843649,0.51054186,2.54389334
50:18.4,1.42163E+12,2.8756628,-0.20038024,0.4274054,2.914148959
50:18.4,1.42163E+12,2.910836,1.5071117,-0.067148946,3.278545543
50:18.5,1.42163E+12,2.0805387,0.7439631,-0.20890687,2.21940633
50:18.5,1.42163E+12,1.212937,-0.3932991,0.16414073,1.285629234
50:18.5,1.42163E+12,0.39116642,0.35705933,0.1502843,0.550534199
50:18.5,1.42163E+12,-0.002132127,-0.38796985,0.49881727,0.631936563
50:18.5,1.42163E+12,-1.29714,-0.7876637,0.5627683,1.618547016
50:18.6,1.42163E+12,-1.763982,-0.62885195,0.112979814,1.876126784
50:18.6,1.42163E+12,-2.2382855,-1.3419056,-0.4156819,2.642616896
50:18.6,1.42163E+12,-2.5409868,-2.0592225,-0.24514584,3.279802998
50:18.6,1.42163E+12,-2.7349715,-2.0741444,-0.37304762,3.452724812
50:18.6,1.42163E+12,-3.3318472,-2.409887,-1.1830939,4.278840064
50:18.7,1.42163E+12,-2.8596756,-2.297973,-1.2502422,3.875761861
50:18.7,1.42163E+12,-3.0014336,0.15241644,-0.6011399,3.064833373
50:18.7,1.42163E+12,-2.8980465,3.0994914,-0.62245667,4.288702923
50:18.7,1.42163E+12,-1.393066,0.5499782,-1.1095504,1.863923548
50:18.7,1.42163E+12,-1.5049806,-2.1796634,-2.0389714,3.342649176
50:18.8,1.42163E+12,-0.9667264,-1.2555715,-1.8044841,2.401495907
50:18.8,1.42163E+12,-0.68321025,-2.0144567,-1.0189531,2.358617702
50:18.8,1.42163E+12,-0.24514584,-3.0056975,-0.77700466,3.114169261
50:18.8,1.42163E+12,0.21636745,-3.3062668,-0.44232816,3.342733795
50:18.8,1.42163E+12,0.757819,-2.3288825,-0.06075363,2.449831492
50:18.9,1.42163E+12,1.7575862,0.08526776,0.10765083,1.762943148
50:18.9,1.42163E+12,2.7339048,1.8833566,0.15667963,3.323524642
50:18.9,1.42163E+12,2.8895192,2.597476,0.68747264,3.945734584
50:18.9,1.42163E+12,0.8803918,1.3610902,0.48602742,1.692299887
50:18.9,1.42163E+12,-2.8340955,2.171136,-0.068214744,3.570795722
50:19.0,1.42163E+12,-0.7706099,3.100557,-0.39116722,3.218742786
50:19.0,1.42163E+12,0.13749447,2.179663,0.90170854,2.36281904
50:19.0,1.42163E+12,-1.0338749,2.378977,0.5659662,2.654947573
50:19.0,1.42163E+12,0.36984968,1.7213475,2.129568,2.763129723
50:19.0,1.42163E+12,-0.23022388,0.76421404,0.5563735,0.972922199
50:19.1,1.42163E+12,0.38583744,1.0008327,1.8822908,2.166461465
50:19.1,1.42163E+12,0.46257856,0.943277,1.7927593,2.077916344
50:19.1,1.42163E+12,1.837525,-1.4463586,1.567865,2.815431048
50:19.1,1.42163E+12,4.2133045,-3.2188675,1.1212739,5.419437051
50:19.1,1.42163E+12,3.5833871,0.5702294,0.7386336,3.702891339
50:19.2,1.42163E+12,2.399228,-1.0669161,0.51480526,2.675748384
50:19.2,1.42163E+12,2.8351607,-0.25154117,-0.20570949,2.853721351
50:19.2,1.42163E+12,3.2913446,0.678946,-0.38370612,3.382476509
50:19.2,1.42163E+12,1.896147,-0.5243985,-0.23981632,1.981887762
50:19.2,1.42163E+12,0.5542419,0.060753096,0.09912392,0.566304312
50:19.3,1.42163E+12,0.41035184,-0.34320396,0.29524016,0.611019102
50:19.3,1.42163E+12,-0.9113018,-0.9155655,0.4178127,1.357681335
50:19.3,1.42163E+12,-1.5636021,-0.40182546,0.19931364,1.626665655
50:19.3,1.42163E+12,-1.9483743,-0.8175074,-0.4050234,2.151400641
50:19.3,1.42163E+12,-2.2723925,-1.396264,-0.5766252,2.728702522
50:19.4,1.42163E+12,-2.610267,-2.5154061,-0.285648,3.636255827
50:19.4,1.42163E+12,-2.992907,-2.1924539,-0.5041473,3.744130195
50:19.4,1.42163E+12,-3.2401843,-2.4141507,-1.4325029,4.287071548
50:19.4,1.42163E+12,-2.8767292,-1.1553818,-1.1607108,3.310245845
50:19.4,1.42163E+12,-3.0685823,0.16733813,-0.86760247,3.193263758
50:19.5,1.42163E+12,-2.4930232,1.5401529,-0.7706099,3.030028919
50:19.5,1.42163E+12,-1.6456727,0.7450289,-1.2353206,2.188452349
50:19.5,1.42163E+12,-1.3696177,-1.508178,-2.1242392,2.943271259
50:19.5,1.42163E+12,-1.0136236,-1.6552655,-1.438898,2.416146546
50:19.5,1.42163E+12,-0.52653015,-2.1817954,-0.85268027,2.400943317
50:19.6,1.42163E+12,0.037304495,-3.0238168,-0.57555944,3.07833207
50:19.6,1.42163E+12,0.48709324,-3.055792,-0.16520707,3.098776847
50:19.6,1.42163E+12,1.1671053,-1.0711793,0.10338711,1.587529139
50:19.6,1.42163E+12,2.2478774,1.3419049,0.20357683,2.625853212
50:19.8,1.42163E+12,3.1485207,2.162609,0.46257856,3.847601748
50:19.8,1.42163E+12,3.1645083,2.4365327,0.757819,4.065106889
50:19.8,1.42163E+12,-0.59474456,1.2299905,0.11511141,1.371075621
50:19.8,1.42163E+12,-3.2156696,3.6302848,-0.34533557,4.861970317
50:19.8,1.42163E+12,-0.5254643,2.3491328,-0.10658503,2.409543113
50:19.8,1.42163E+12,-0.1417582,1.6605939,1.1020888,1.998065868
50:19.8,1.42163E+12,-0.7173174,2.37045,0.47750053,2.522218113
50:19.8,1.42163E+12,1.5465482,2.8245022,1.2598342,3.45786151
50:19.8,1.42163E+12,0.48176372,1.1393932,1.1393932,1.681823418
50:19.8,1.42163E+12,0.09272861,0.03410684,1.9942051,1.996651159
50:19.8,1.42163E+12,0.2824498,-0.76101744,1.7330716,1.913756151
50:19.9,1.42163E+12,2.7232463,-1.7831675,0.9123673,3.38055777
50:19.9,1.42163E+12,4.4350014,-1.2001474,0.44019577,4.615556685
50:19.9,1.42163E+12,3.7166183,1.5145725,0.6288512,4.06234357
50:19.9,1.42163E+12,2.5303276,0.0948602,0.27605477,2.547108646
50:19.9,1.42163E+12,2.435467,-0.22915809,0.07460926,2.447361739
50:20.0,1.42163E+12,2.511142,0.54678077,-0.12470465,2.573004976
50:20.0,1.42163E+12,1.2609003,0.21636745,-0.07780718,1.281693566
50:20.0,1.42163E+12,0.32295248,0.18439168,0.12044066,0.390902224
50:20.0,1.42163E+12,-0.050095126,-0.3346773,0.5020152,0.605423552
50:20.0,1.42163E+12,-1.3248521,-0.41781348,0.52120036,1.483728751
50:20.1,1.42163E+12,-1.8087479,-0.050095126,0.022382537,1.809579914
50:20.1,1.42163E+12,-2.268129,-1.1479207,-0.4199451,2.576525758
50:20.1,1.42163E+12,-2.5143404,-2.1380954,-0.29310885,3.313498511
50:20.1,1.42163E+12,-2.7722762,-2.7744076,-0.0852683,3.923024795
50:20.2,1.42163E+12,-3.1133482,-1.7256114,-0.47643524,3.591331544
50:20.2,1.42163E+12,-3.4181812,-2.466377,-1.5870509,4.503965895
50:20.2,1.42163E+12,-2.7221813,-1.0413357,-1.0349406,3.092855172
50:20.2,1.42163E+12,-2.786132,1.640343,-0.39010143,3.256598809
50:20.2,1.42163E+12,-2.270261,3.0206182,-0.6032715,3.826507
50:20.2,1.42163E+12,-1.1926866,-1.0274795,-1.4346344,2.129880586
50:20.3,1.42163E+12,-1.2768885,-2.0453663,-1.9803495,3.120216609
50:20.3,1.42163E+12,-0.79938775,-1.6286192,-1.2523742,2.204509562
50:20.3,1.42163E+12,-0.21317007,-2.056025,-0.8793265,2.246307052
50:20.3,1.42163E+12,0.29950362,-2.841556,-0.6864077,2.938587833
50:20.5,1.42163E+12,0.55743927,-2.5910816,-0.30056995,2.667355374
50:20.5,1.42163E+12,1.176698,-0.71518576,-0.011724833,1.377042601
50:20.5,1.42163E+12,2.3022356,1.6637915,0.12257226,2.843152277
50:20.5,1.42163E+12,3.0739107,2.4450593,0.49881727,3.959300524
50:20.5,1.42163E+12,2.8074489,2.2265604,0.9731207,3.712991306
50:20.5,1.42163E+12,-0.142824,0.33041307,0.43060333,0.56124034
50:20.5,1.42163E+12,-2.4141507,3.5972433,-0.2728579,4.340821857
50:20.5,1.42163E+12,-0.77700466,3.0312772,-0.24194846,3.138617014
50:20.5,1.42163E+12,-0.33254573,2.4866278,0.7695436,2.624138302
50:20.5,1.42163E+12,-0.8185732,2.9982357,0.7770041,3.203625254
50:20.5,1.42163E+12,-0.28671405,2.0602877,1.0765083,2.342191383
50:20.6,1.42163E+12,0.58301973,0.32082036,1.5209678,1.660174918
50:20.6,1.42163E+12,0.9081038,1.196949,2.0538924,2.544761956
50:20.6,1.42163E+12,1.567865,-0.6800129,1.7597178,2.453003249
50:20.7,1.42163E+12,3.7315404,-2.6262546,1.2001469,4.718258107
50:20.7,1.42163E+12,2.9044409,-0.22063118,0.4902906,2.953784002
50:20.7,1.42163E+12,2.8884532,-1.1042209,0.53292465,3.137909235
50:20.7,1.42163E+12,2.9865115,-0.4199451,0.26752785,3.027734463
50:20.7,1.42163E+12,3.0344744,1.0839691,-0.17586558,3.227065632
50:20.7,1.42163E+12,2.0879998,0.63098276,-0.19078752,2.189584957
50:20.7,1.42163E+12,0.9752525,-0.24408005,0.07674085,1.008256747
50:20.8,1.42163E+12,0.49881727,0.28884512,0.32188642,0.660197728
50:20.8,1.42163E+12,-0.40075967,-0.7290417,0.5595709,1.002611443
50:20.8,1.42163E+12,-1.5668,-0.2845822,0.39436436,1.640540313
50:20.8,1.42163E+12,-1.9004108,-0.51906955,-0.057556238,1.970864563
50:20.8,1.42163E+12,-2.2958412,-1.5699974,-0.39543068,2.80929601
50:20.9,1.42163E+12,-2.590016,-2.3640556,-0.18226062,3.511432855
50:20.9,1.42163E+12,-2.992907,-2.2947752,-0.068214744,3.772020517
50:20.9,1.42163E+12,-3.5663347,-1.7149527,-0.6949343,4.017802837
50:20.9,1.42163E+12,-3.0867019,-2.2457464,-1.1308671,3.981201566
50:20.9,1.42163E+12,-2.9342852,-0.36665285,-0.67361754,3.032857487
50:21.1,1.42163E+12,-2.64544,2.9012432,-0.4487232,3.951824567
50:21.1,1.42163E+12,-1.5859852,2.115712,-0.8462852,2.776289783
50:21.1,1.42163E+12,-1.025348,-2.090132,-1.7469285,2.910626991
50:21.1,1.42163E+12,-0.76847804,-1.3983955,-1.8012868,2.406387876
50:21.1,1.42163E+12,-0.42740592,-1.8705671,-1.2172012,2.272284282
50:21.1,1.42163E+12,0.1918528,-2.1977828,-0.8612072,2.36827671
50:21.1,1.42163E+12,0.7354362,-2.4237432,-0.5052131,2.582757786
50:21.1,1.42163E+12,1.0573229,-1.372815,-0.15987755,1.740147571
50:21.1,1.42163E+12,1.9217274,0.6181927,0.045831405,2.019232263
50:21.1,1.42163E+12,2.85328,2.107185,0.3240183,3.561800562
50:21.2,1.42163E+12,3.0653841,2.555908,0.9571332,4.104308632
50:21.2,1.42163E+12,0.056489907,0.62565374,0.8654698,1.069425868
50:21.2,1.42163E+12,-3.3979301,1.234254,0.381574,3.635231852
50:21.2,1.42163E+12,-0.7386344,3.0227504,-0.6213909,3.17312581
50:21.2,1.42163E+12,-0.58302027,2.9566674,0.49775147,3.054431416
50:21.3,1.42163E+12,-1.2566373,3.6121655,0.43806416,3.849516478
50:21.4,1.42163E+12,-0.09059781,3.1048207,0.693868,3.182698909
50:21.4,1.42163E+12,0.18758908,-0.6757492,0.7556874,1.030965611
50:21.4,1.42163E+12,0.02557993,-0.47536945,1.8737639,1.933292942
50:21.4,1.42163E+12,0.5627683,-0.7834,1.7852982,2.029214967
50:21.4,1.42163E+12,3.328649,-2.0805395,1.2736903,4.126843316
50:21.4,1.42163E+12,4.0299783,-0.85268027,0.9336843,4.223689751
50:21.4,1.42163E+12,2.6060028,0.11724327,0.65443164,2.689475293
50:21.4,1.42163E+12,2.4045575,-1.1329987,0.49561986,2.70392712
50:21.4,1.42163E+12,2.8713994,0.30376682,0.08313616,2.888619119
50:21.5,1.42163E+12,3.0984254,1.1436565,-0.19398493,3.308446811
50:21.5,1.42163E+12,1.4229094,-0.29630676,0.046897203,1.454189879
50:21.5,1.42163E+12,0.26219887,0.045831405,0,0.266174313
50:21.5,1.42163E+12,-0.1300339,-0.15454857,0.30909607,0.369234961
50:21.5,1.42163E+12,-1.6989652,-1.0104262,0.5062784,2.040529753
50:21.6,1.42163E+12,-2.3640556,-0.7375686,0.3378739,2.499384943
50:21.6,1.42163E+12,-2.3491337,-1.594512,0.06608235,2.839940939
50:21.6,1.42163E+12,-2.4194796,-2.0816052,0.018119348,3.191753445
50:21.8,1.42163E+12,-2.9129682,-1.7138869,-0.24834323,3.388873913
50:21.8,1.42163E+12,-3.0248826,-1.2736912,-1.5444169,3.627316857
50:21.8,1.42163E+12,-2.828766,-2.8745978,-1.6872406,4.371728541
50:21.8,1.42163E+12,-2.674218,-0.9571337,-0.8569434,2.966799424
50:21.8,1.42163E+12,-2.6635594,2.526064,-0.5435837,3.710934013
50:21.8,1.42163E+12,-1.4538196,1.9632955,-1.0370724,2.653985647
50:21.8,1.42163E+12,-1.044533,-1.7042944,-1.9259912,2.775808115
50:21.8,1.42163E+12,-0.842022,-1.7021629,-2.2457464,2.941043434
50:21.8,1.42163E+12,-0.5968762,-1.8300647,-1.0914308,2.212830584
50:21.8,1.42163E+12,-0.051160924,-2.2009807,-0.6960001,2.308971551
50:21.8,1.42163E+12,0.39223224,-3.3542304,-0.49775228,3.413570717
50:21.8,1.42163E+12,0.7119873,-3.2092748,-0.10019025,3.288830908
50:21.9,1.42163E+12,1.3770779,-1.0775746,0.21103793,1.761263061
50:21.9,1.42163E+12,2.4791667,1.5273626,0.15454803,2.915988534
50:21.9,1.42163E+12,2.9556015,2.5718956,0.3144256,3.930533127
50:21.9,1.42163E+12,1.9728879,2.1828606,0.39223224,2.968335088
50:22.0,1.42163E+12,-1.2353206,1.6723185,-0.01811988,2.079181204
50:22.0,1.42163E+12,-1.9163988,2.6092005,-0.45405218,3.269048025
50:22.0,1.42163E+12,-0.19078752,2.7562878,0.6618927,2.841060411
50:22.0,1.42163E+12,-0.7077249,3.5652678,1.1543152,3.813718999
50:22.0,1.42163E+12,-0.35173088,1.9632955,1.5454819,2.523243574
50:22.0,1.42163E+12,-0.17799717,0.29737204,1.0072278,1.065185882
50:22.1,1.42163E+12,0.84841603,1.2513078,1.7852982,2.339416729
50:22.1,1.42163E+12,0.82709926,1.2076077,1.8268665,2.340908104
50:22.1,1.42163E+12,2.6859415,-2.0709467,1.3664192,3.656528874
50:22.1,1.42163E+12,3.3531637,-2.3960311,0.9848452,4.237285912
50:22.1,1.42163E+12,2.5313935,-0.6384444,0.65443164,2.69143922
50:22.2,1.42163E+12,2.7957242,-1.2704937,0.5691636,3.123167502
50:22.2,1.42163E+12,3.2806861,-0.027712587,-0.067148946,3.281490249
50:22.2,1.42163E+12,2.9577334,1.3088635,-0.2728579,3.245883849
50:22.2,1.42163E+12,1.7479937,-0.41781348,-0.011724833,1.797272253
50:22.2,1.42163E+12,0.90064275,-0.7908611,0.10765083,1.203414868
