time,time_milisec,ax,ay,az,resultant
51:11.9,1.42163E+12,-7.85282,4.451593,-2.528991,9.374393723
51:11.9,1.42163E+12,-9.39162,6.2017536,-0.9262738,11.29257531
51:11.9,1.42163E+12,-6.5897465,3.8246965,-0.09475296,7.619845167
51:11.9,1.42163E+12,-0.26240432,-1.5588584,-3.1663656,3.539034706
51:11.9,1.42163E+12,4.066444,-10.604997,-12.813804,17.12295247
51:11.9,1.42163E+12,3.1705568,-13.66164,-12.313245,18.66303406
51:11.9,1.42163E+12,0.19354752,-3.3937426,4.346661,5.518007913
51:12.0,1.42163E+12,-1.6254698,-2.2579048,9.354796,9.759738437
51:12.0,1.42163E+12,-10.614128,-15.412399,5.618566,19.53893651
51:12.0,1.42163E+12,-5.644163,-15.242054,2.7544222,16.48525486
51:12.0,1.42163E+12,-1.8500029,-5.677244,4.6166997,7.547683505
51:12.0,1.42163E+12,-1.235381,-13.066178,8.71817,15.7561944
51:12.1,1.42163E+12,1.9378701,-18.6346,11.666888,22.07079367
51:12.1,1.42163E+12,4.272116,-19.422112,6.404881,20.89238881
51:12.1,1.42163E+12,5.9424925,-16.015495,-6.497538,18.27641369
51:12.2,1.42163E+12,4.658163,-14.843582,-0.30566436,15.56032904
51:12.2,1.42163E+12,3.0109887,-17.477205,0.5319937,17.74265383
51:12.2,1.42163E+12,3.2124696,-19.089802,-4.2772055,19.82511004
51:12.2,1.42163E+12,2.6369164,-15.643519,-8.210726,17.86306346
51:12.2,1.42163E+12,2.6825716,-11.885135,-11.678414,16.87714365
51:12.2,1.42163E+12,1.5126045,-8.471483,-9.301806,12.67192138
51:12.2,1.42163E+12,-0.91489744,-4.4653645,-5.170099,6.892491648
51:12.3,1.42163E+12,0.82583266,-2.9123437,-7.749235,8.319518525
51:12.3,1.42163E+12,3.080145,-1.5875986,-4.9749045,6.062791215
51:12.3,1.42163E+12,3.2618668,0.3625461,1.1898756,3.490991068
51:12.3,1.42163E+12,1.986968,-0.7521858,-0.14699432,2.129655522
51:12.3,1.42163E+12,0.92657316,-3.0889764,1.353186,3.497345475
51:12.4,1.42163E+12,2.160158,-11.658806,0.5315446,11.86914401
51:12.4,1.42163E+12,1.995201,-17.910404,-0.0583786,18.02128759
51:12.4,1.42163E+12,-3.5889368,-19.353853,-3.14017,19.93270581
51:12.4,1.42163E+12,-2.8178902,-19.550245,-4.5884085,20.27821682
51:12.4,1.42163E+12,-2.4282503,-19.576889,-4.3626776,20.20356251
51:12.5,1.42163E+12,-0.8750803,-19.580631,3.032843,19.83343169
51:12.5,1.42163E+12,4.2809477,-19.581081,5.032385,20.66567553
51:12.5,1.42163E+12,3.55855,-16.05247,1.2692107,16.4910875
51:12.5,1.42163E+12,2.7253826,-10.145752,1.6105009,10.62815634
51:12.5,1.42163E+12,0.6740483,-7.6583743,3.8770876,8.610275622
51:12.6,1.42163E+12,-1.1144326,-3.0527518,3.20753,4.566125521
51:12.6,1.42163E+12,-4.0487804,0.6557863,0.015118561,4.101573719
51:12.6,1.42163E+12,-7.4905734,3.7353323,-1.9597248,8.596622508
51:12.6,1.42163E+12,-9.421557,6.0772123,-0.8851094,11.24640673
51:12.6,1.42163E+12,-6.6602497,5.4901333,0.3466791,8.638326002
51:12.7,1.42163E+12,-1.07716,-0.7753876,-3.3462913,3.599884034
51:12.7,1.42163E+12,3.093467,-9.667497,-13.667479,17.02439481
51:12.7,1.42163E+12,3.0235624,-12.936099,-11.357931,17.47819165
51:12.7,1.42163E+12,-0.2890489,-5.6438637,5.16486,7.655881762
51:12.7,1.42163E+12,-2.415078,-0.93076444,9.907298,10.23979872
51:12.8,1.42163E+12,-11.104808,-15.304474,4.1599994,19.36102477
51:12.8,1.42163E+12,-4.47704,-15.683785,5.0325346,17.06901882
51:12.8,1.42163E+12,-1.0033635,-5.108577,3.1057415,6.06217185
51:12.8,1.42163E+12,-3.793711,-4.466562,5.074747,7.752127216
51:12.8,1.42163E+12,-3.783981,-11.333681,7.440428,14.0758945
51:12.9,1.42163E+12,-0.48663804,-18.442398,12.20502,22.12060971
51:12.9,1.42163E+12,7.931257,-19.426302,-3.7519479,21.31579602
51:12.9,1.42163E+12,10.01687,-15.131733,-3.0749056,18.40549028
51:12.9,1.42163E+12,8.162376,-15.5287075,5.31859,18.33173582
51:12.9,1.42163E+12,3.8820274,-18.31187,-3.7803886,19.09675516
51:13.0,1.42163E+12,3.0274544,-19.043848,-5.007537,19.92257648
51:13.0,1.42163E+12,2.810256,-13.752202,-8.26162,16.28726385
51:13.0,1.42163E+12,1.2573853,-12.506193,-12.741953,17.89813531
51:13.0,1.42163E+12,-1.8890717,-7.705227,-8.361762,11.52641222
51:13.0,1.42163E+12,-2.149979,-4.0200405,-5.4453764,7.101778612
51:13.1,1.42163E+12,1.7295035,-3.170407,-7.1308713,7.993246424
51:13.1,1.42163E+12,4.0237827,-0.5376819,-2.0508852,4.548192954
51:13.1,1.42163E+12,4.9976573,0.14115646,-0.3384462,5.011092642
51:13.1,1.42163E+12,3.3793726,-2.1592598,-0.14220428,4.012827446
51:13.1,1.42163E+12,3.922144,-7.732919,1.9678079,8.891204516
51:13.2,1.42163E+12,5.6103334,-14.3258095,2.9648845,15.6682864
51:13.2,1.42163E+12,0.5164261,-18.69223,-2.794389,18.90700315
51:13.2,1.42163E+12,-4.033662,-19.460281,-4.714596,20.42548362
51:13.2,1.42163E+12,-5.104535,-19.564764,-5.848937,21.0486658
51:13.2,1.42163E+12,-3.9203477,-19.578985,-1.4828165,20.02260034
51:13.3,1.42163E+12,3.056494,-19.580782,6.0685306,20.72622114
51:13.3,1.42163E+12,3.0466146,-17.753231,1.6441809,18.0876312
51:13.3,1.42163E+12,3.7028499,-10.200987,3.0737083,11.27913631
51:13.3,1.42163E+12,1.8717078,-7.846533,4.626429,9.2992051
51:13.3,1.42163E+12,1.0502161,-4.3864784,4.6690907,6.491883746
51:13.4,1.42163E+12,-2.7172995,-0.1353186,1.6756155,3.195264465
51:13.4,1.42163E+12,-6.602171,3.1436129,-1.8947598,7.553878386
51:13.4,1.42163E+12,-9.399104,6.041736,-1.3025912,11.24910991
51:13.5,1.42163E+12,-8.579558,6.6265697,0.07080276,10.84090653
51:13.5,1.42163E+12,-3.8568795,0.69919604,0.3873944,3.938841073
51:13.5,1.42163E+12,2.2820046,-9.52589,-10.732681,14.53067675
51:13.5,1.42163E+12,3.113675,-18.04722,-17.081429,25.04340908
51:13.5,1.42163E+12,2.7358608,-10.65155,-1.3148657,11.07561843
51:13.5,1.42163E+12,-1.8200651,-1.0617421,12.030183,12.21332208
51:13.5,1.42163E+12,-8.380024,-13.914615,7.8781176,18.05286819
51:13.6,1.42163E+12,-6.859935,-12.41638,7.4829392,16.03806658
51:13.6,1.42163E+12,-4.3887234,-5.3898416,7.1807175,9.993697482
51:13.6,1.42163E+12,-5.064718,-8.626561,5.8680973,11.59756393
51:13.6,1.42163E+12,-4.4230022,-16.076868,8.186326,18.57537527
51:13.6,1.42163E+12,0.83690965,-19.104471,6.590645,20.2266614
51:13.7,1.42163E+12,6.8764005,-17.728683,-4.2493634,19.48456245
51:13.7,1.42163E+12,8.888367,-15.229031,-0.7212002,17.64784924
51:13.7,1.42163E+12,7.5193133,-18.267862,1.2707076,19.7956953
51:13.7,1.42163E+12,4.386179,-19.221079,-4.7581553,20.28123482
51:13.7,1.42163E+12,3.2130685,-16.712147,-4.7249246,17.66195287
51:13.8,1.42163E+12,3.0145812,-11.610605,-6.9992948,13.88826757
51:13.8,1.42163E+12,2.0989351,-9.537716,-10.309062,14.20036318
51:13.8,1.42163E+12,-0.4429289,-6.701414,-8.206385,10.60423926
51:13.8,1.42163E+12,-1.0026151,-3.9821692,-6.6301627,7.798843889
51:13.8,1.42163E+12,1.4151572,-1.991309,-7.3287597,7.725199038
51:13.9,1.42163E+12,4.5761337,0.2974315,-0.43619293,4.606487752
51:13.9,1.42163E+12,4.1508684,-0.35476226,0.19684067,4.170648749
51:13.9,1.42163E+12,0.17977615,-1.0749147,-1.3720468,1.752219592
51:13.9,1.42163E+12,-0.9979747,-5.136419,-1.8863772,5.562119433
51:14.0,1.42163E+12,3.0722113,-13.637691,-1.1960129,14.03052191
51:14.0,1.42163E+12,3.0374835,-18.772762,-1.2314891,19.05674328
51:14.0,1.42163E+12,-3.8103263,-19.471209,-4.6951365,20.38849855
51:14.0,1.42163E+12,-4.9171247,-19.566261,-7.1928425,21.41853562
51:14.0,1.42163E+12,-3.119962,-19.579136,-2.030677,19.92988656
51:14.0,1.42163E+12,4.2552013,-19.58093,9.192385,22.04584994
51:14.1,1.42163E+12,4.779561,-16.38792,0.5867798,17.08076216
51:14.1,1.42163E+12,4.9446673,-10.762469,2.1185446,12.03198674
51:14.1,1.42163E+12,1.4033318,-8.539292,3.3163536,9.267526596
51:14.2,1.42163E+12,-0.5774991,-4.2608895,3.9094203,5.811389819
51:14.2,1.42163E+12,-4.355942,-0.002544708,1.5790663,4.633323598
51:14.2,1.42163E+12,-7.462432,3.3521292,-2.467918,8.544897939
51:14.2,1.42163E+12,-9.257349,5.7472982,-1.905238,11.06163998
51:14.2,1.42163E+12,-7.54521,5.859864,0.50325346,9.566685115
51:14.2,1.42163E+12,-2.8509715,0.22647904,0.15956818,2.864401029
51:14.2,1.42163E+12,1.7586927,-7.8296185,-8.879535,11.96837782
51:14.3,1.42163E+12,3.028053,-14.943425,-16.983831,22.82379397
51:14.3,1.42163E+12,0.74125856,-9.4805355,-0.43619293,9.519468572
51:14.3,1.42163E+12,-2.7589128,-1.8158739,10.526859,11.03284905
51:14.3,1.42163E+12,-10.746452,-15.269298,4.697382,19.25365133
51:14.3,1.42163E+12,-4.1037164,-13.892611,6.239924,15.77281776
51:14.4,1.42163E+12,-1.1770024,-4.5741878,4.630022,6.61404811
51:14.4,1.42163E+12,-3.2404613,-5.5164785,5.3126025,8.31600083
51:14.4,1.42163E+12,-4.1685314,-12.524755,8.081394,15.4775667
51:14.5,1.42163E+12,-1.368604,-18.540445,10.327474,21.26682621
51:14.5,1.42163E+12,4.8235693,-19.439625,-2.6455984,20.20309461
51:14.5,1.42163E+12,7.984097,-15.620018,-3.5995646,17.90775342
51:14.5,1.42163E+12,6.957382,-15.635436,3.8002973,17.53038171
51:14.5,1.42163E+12,3.7435653,-18.612146,-3.270998,19.2646227
51:14.5,1.42163E+12,2.978506,-19.160156,-5.7814274,20.23383253
51:14.5,1.42163E+12,3.9842646,-13.971645,-7.419172,16.31334857
51:14.6,1.42163E+12,3.8082306,-11.131452,-11.211086,16.25116283
51:14.6,1.42163E+12,0.3716771,-7.329209,-8.50711,11.23505091
51:14.6,1.42163E+12,-1.9473006,-3.8260436,-7.6233473,8.749057853
51:14.6,1.42163E+12,1.6295114,-3.1737003,-6.5681915,7.474544841
51:14.6,1.42163E+12,3.6726127,-0.57166123,0.4709207,3.746551336
51:14.7,1.42163E+12,4.878954,1.0897338,1.0118958,5.100553401
51:14.7,1.42163E+12,4.1650887,-1.1774515,-1.7926722,4.684872413
51:14.7,1.42163E+12,2.7114615,-5.631439,-1.2225078,6.368646167
51:14.8,1.42163E+12,4.5761337,-12.2770195,0.8238867,13.12802334
51:14.8,1.42163E+12,3.732638,-18.31741,1.0744656,18.72470485
51:14.8,1.42163E+12,-2.0544777,-19.409239,-2.1478834,19.63549949
51:14.8,1.42163E+12,-3.8553827,-19.55773,-4.345314,20.40221881
51:14.8,1.42163E+12,-4.2674756,-19.577938,-5.7249947,20.83944742
51:14.8,1.42163E+12,-1.9538869,-19.580782,5.4271145,20.41269873
51:14.8,1.42163E+12,2.0604653,-19.581081,5.785918,20.52172258
51:14.9,1.42163E+12,3.5392401,-15.043417,1.2504996,15.50465623
51:14.9,1.42163E+12,3.0183234,-10.099498,2.07259,10.74270754
51:14.9,1.42163E+12,1.5940351,-7.495363,4.267925,8.771350991
51:14.9,1.42163E+12,-0.08981323,-2.8234286,3.1741493,4.249122175
51:14.9,1.42163E+12,-3.6947668,0.5375322,-0.12049942,3.735607405
51:15.0,1.42163E+12,-7.6246943,3.3126113,-2.883304,8.799022602
51:15.0,1.42163E+12,-9.601184,5.5333934,-1.945654,11.25107756
51:15.0,1.42163E+12,-6.432723,4.617897,0.20731887,7.921355882
51:15.0,1.42163E+12,-2.1068687,-1.6368462,-3.1596296,4.135386368
51:15.1,1.42163E+12,0.8080197,-8.643925,-13.49339,16.04499638
51:15.1,1.42163E+12,2.2653892,-12.43569,-13.59952,18.56677996
51:15.1,1.42163E+12,-0.8399034,-4.3658214,5.7119718,7.238263332
51:15.1,1.42163E+12,-4.2492137,-6.9986963,9.604926,12.62110021
51:15.1,1.42163E+12,-8.497978,-17.832567,5.3289185,20.46004517
51:15.1,1.42163E+12,-2.2791605,-10.895244,3.1461575,11.56716134
51:15.2,1.42163E+12,-2.7337651,-3.6477644,5.892946,7.450266391
51:15.2,1.42163E+12,-4.014053,-12.633129,8.717273,15.86503761
51:15.2,1.42163E+12,-0.93660235,-18.578766,13.889466,23.21562051
51:15.2,1.42163E+12,2.08696,-19.444864,6.705007,20.67402372
51:15.2,1.42163E+12,8.477921,-16.889078,-9.719738,21.2506331
51:15.3,1.42163E+12,7.7380085,-15.970589,0.08771759,17.74666681
51:15.3,1.42163E+12,4.8407836,-18.421293,-0.94393706,19.07008754
51:15.3,1.42163E+12,3.7967048,-19.214493,-6.0546093,20.50048786
51:15.3,1.42163E+12,4.0311174,-15.277979,-8.421638,17.90504221
51:15.3,1.42163E+12,3.5012193,-10.8682995,-10.218949,15.3233609
51:15.4,1.42163E+12,0.7114705,-7.9261675,-9.924512,12.72109508
51:15.4,1.42163E+12,-1.8923649,-4.168681,-5.9793158,7.530681485
51:15.5,1.42163E+12,0.2814148,-2.4843836,-6.4330225,6.901821111
51:15.5,1.42163E+12,3.0639784,0.11975098,-0.57510406,3.119783424
51:15.5,1.42163E+12,4.557872,0.8285271,0.003293152,4.632565722
51:15.5,1.42163E+12,2.4246578,-2.0627105,-2.2191353,3.880502742
51:15.5,1.42163E+12,0.84963316,-5.4395385,-2.117347,5.898611186
51:15.5,1.42163E+12,3.609893,-12.111614,1.0220746,12.67939895
51:15.5,1.42163E+12,3.4549654,-18.420244,1.0458751,18.77061612
51:15.5,1.42163E+12,-3.3241374,-19.42331,-2.1119583,19.81855768
51:15.6,1.42163E+12,-4.949757,-19.559675,-5.8525295,21.00792903
51:15.6,1.42163E+12,-3.11607,-19.578238,-2.9490175,20.04280419
51:15.6,1.42163E+12,2.8994706,-19.580782,8.948841,21.72316065
51:15.6,1.42163E+12,3.4718802,-19.397263,2.4873774,19.86189342
51:15.6,1.42163E+12,4.279451,-14.272221,3.993695,15.42593896
51:15.7,1.42163E+12,3.1144235,-9.419911,3.3641043,10.47623762
51:15.7,1.42163E+12,0.6554869,-5.0067883,4.1529636,6.537943011
51:15.7,1.42163E+12,-3.4617014,-0.86071014,2.229314,4.206428347
51:15.8,1.42163E+12,-7.5235047,2.1850061,-0.8161029,7.876763204
51:15.8,1.42163E+12,-10.181976,5.370083,-0.003143463,11.51131776
51:15.8,1.42163E+12,-9.001831,6.550079,1.812431,11.27924653
51:15.8,1.42163E+12,-5.321434,3.5847454,1.4452446,6.576989536
51:15.8,1.42163E+12,0.7575746,-3.9483395,-7.659123,8.650171629
51:15.8,1.42163E+12,2.6343718,-15.881674,-17.72524,23.94476178
51:15.8,1.42163E+12,3.0765524,-13.231285,-6.5695386,15.08943057
51:15.9,1.42163E+12,0.6912625,0.9168434,12.86829,12.91941691
51:15.9,1.42163E+12,-1.4929953,-10.947933,8.44888,13.90934381
51:15.9,1.42163E+12,-6.0290127,-18.406773,5.8031325,20.21965957
51:15.9,1.42163E+12,-3.5727704,-7.25152,4.6571155,9.329413455
51:15.9,1.42163E+12,-5.7655606,-6.7264123,5.0322356,10.18870485
51:16.0,1.42163E+12,-5.359006,-14.088552,8.214767,17.16649759
51:16.0,1.42163E+12,-2.9551547,-18.475779,11.208242,21.81082387
51:16.0,1.42163E+12,4.256698,-19.430794,-1.1653267,19.92569245
51:16.1,1.42163E+12,11.764485,-17.190851,-5.512437,21.54797965
51:16.1,1.42163E+12,9.932745,-15.425722,1.6043637,18.4170113
51:16.1,1.42163E+12,5.230124,-18.91287,-3.9782772,20.02192644
51:16.1,1.42163E+12,3.9459443,-17.92238,-5.9121056,19.280435
51:16.1,1.42163E+12,2.4836352,-11.585458,-9.5721445,15.23211184
51:16.1,1.42163E+12,1.7416283,-10.548564,-12.556938,16.49188175
51:16.1,1.42163E+12,-0.52914965,-6.270311,-6.6886907,9.183429788
51:16.2,1.42163E+12,-1.348845,-2.67374,-6.502628,7.1590809
51:16.2,1.42163E+12,1.8860779,-1.3482463,-4.309688,4.893717257
51:16.2,1.42163E+12,4.1637416,0.737666,0.11645783,4.230184117
51:16.2,1.42163E+12,3.4232314,-0.51118696,0.17618363,3.465669632
51:16.2,1.42163E+12,0.27018815,-1.5798148,-1.2719051,2.046108263
51:16.3,1.42163E+12,-0.68841845,-3.8252952,-1.9938538,4.368324199
51:16.3,1.42163E+12,1.506617,-9.48802,-2.0597167,9.825215071
51:16.3,1.42163E+12,6.8118844,-18.113832,-0.027692413,19.35234987
51:16.3,1.42163E+12,0.9153465,-19.381546,-0.41493714,19.40758505
51:16.3,1.42163E+12,-3.9368134,-19.553988,-4.7133985,20.49568423
51:16.4,1.42163E+12,-4.8368917,-19.577488,-5.9083633,21.01386006
51:16.4,1.42163E+12,1.2403207,-19.580631,9.921668,21.98588187
51:16.4,1.42163E+12,3.276237,-19.11465,2.578987,19.56411888
51:16.4,1.42163E+12,5.338199,-13.878389,0.83855623,14.89326111
51:16.4,1.42163E+12,3.5075061,-10.619966,0.69216067,11.20559518
51:16.5,1.42163E+12,0.8135582,-6.8038015,3.637885,7.758079599
51:16.5,1.42163E+12,-3.3841627,-1.9880159,2.666555,4.745026867
51:16.5,1.42163E+12,-7.1043763,2.0760329,-1.4789245,7.547800533
51:16.5,1.42163E+12,-9.1323595,4.0194416,-2.6884093,10.33360757
51:16.5,1.42163E+12,-8.861273,4.7306128,0.36194733,10.05146072
51:16.6,1.42163E+12,-4.961582,1.7187259,1.6160394,5.493896432
51:16.6,1.42163E+12,-0.07200027,-4.853657,-3.6515067,6.074263041
51:16.6,1.42163E+12,3.1022987,-13.125306,-15.123052,20.26338117
51:16.6,1.42163E+12,3.1838791,-14.44107,-12.397968,19.29744023
51:16.6,1.42163E+12,1.2097843,-4.1550593,0.18950592,4.33174426
51:16.7,1.42163E+12,-0.4327501,-1.7524059,10.455607,10.61027412
51:16.7,1.42163E+12,-6.8647246,-15.662829,3.9731877,17.55661917
51:16.7,1.42163E+12,-3.3932936,-13.100607,7.100634,15.28264861
51:16.7,1.42163E+12,-2.8846514,-6.359675,4.550687,8.335192378
51:16.7,1.42163E+12,-5.149292,-6.1448717,2.874622,8.516930665
51:16.8,1.42163E+12,-5.9646463,-11.24327,6.115383,14.120412
51:16.8,1.42163E+12,-2.1691391,-18.366058,7.284302,19.87657683
51:16.8,1.42163E+12,7.8601546,-19.12992,-1.8284477,20.76244423
51:16.8,1.42163E+12,10.543325,-14.522949,1.3334271,17.99599337
51:16.8,1.42163E+12,7.5818834,-16.847017,3.9248383,18.88680209
51:16.9,1.42163E+12,3.0776,-19.149977,-4.5696974,19.92675024
51:16.9,1.42163E+12,3.4135015,-19.402054,-5.5721626,20.47292573
51:16.9,1.42163E+12,3.856131,-14.92636,-9.05018,17.87656922
51:16.9,1.42163E+12,1.6094531,-11.47409,-12.768448,17.24176165
51:16.9,1.42163E+12,-1.0572515,-6.515052,-7.109915,9.701266649
51:17.0,1.42163E+12,-0.33949402,-3.449427,-6.0141935,6.941493087
51:17.0,1.42163E+12,3.4684374,-2.5912614,-6.1282563,7.503347181
51:17.0,1.42163E+12,5.0156198,-0.1260379,-0.008083191,5.01720967
51:17.0,1.42163E+12,5.183421,-0.3504213,0.8152048,5.258821847
51:17.1,1.42163E+12,3.637436,-3.2409105,-0.8830138,4.951177122
51:17.1,1.42163E+12,5.2537746,-9.851165,0.30611342,11.1687647
51:17.1,1.42163E+12,4.984784,-15.231426,1.7853373,16.12550275
51:17.1,1.42163E+12,-0.5902226,-18.931133,-0.78691363,18.95667145
51:17.1,1.42163E+12,-3.85673,-19.492765,-1.6239729,19.93688897
51:17.2,1.42163E+12,-4.565057,-19.569105,-5.069059,20.72401928
51:17.2,1.42163E+12,-1.2901671,-19.579584,-1.1982582,19.6585977
51:17.2,1.42163E+12,2.5920098,-19.58093,7.383995,21.08683752
51:17.2,1.42163E+12,1.6510665,-18.399738,0.90501803,18.49582214
51:17.2,1.42163E+12,2.449057,-10.56503,1.9555335,11.02006581
51:17.2,1.42163E+12,2.1080663,-8.822653,4.896917,10.308392
51:17.3,1.42163E+12,1.5841557,-4.8467712,3.8770876,6.405665352
51:17.3,1.42163E+12,-1.807641,-0.15298188,1.4426999,2.317833566
51:17.3,1.42163E+12,-6.458769,3.0620325,-1.2666659,7.25921363
51:17.4,1.42163E+12,-9.67049,5.9954824,-1.4024336,11.46433627
51:17.4,1.42163E+12,-8.485703,7.4467144,0.3318599,11.29472628
51:17.4,1.42163E+12,-4.6018806,3.421884,2.8128006,6.387365841
51:17.4,1.42163E+12,1.1603869,-4.599785,-3.6351905,5.976548316
51:17.4,1.42163E+12,6.0938277,-16.89881,-16.293766,24.25265606
51:17.4,1.42163E+12,2.6970913,-15.510146,-11.203003,19.32216879
51:17.4,1.42163E+12,0.4734654,-6.2300444,-1.5687377,6.44193765
51:17.5,1.42163E+12,-2.6692493,-6.6840506,10.516381,12.74345689
51:17.5,1.42163E+12,-5.525909,-17.226927,6.9728,19.38872415
51:17.5,1.42163E+12,-4.4210563,-5.824837,7.9092526,10.77175666
51:17.5,1.42163E+12,-6.0180855,-1.9061362,5.6232066,8.454061791
51:17.5,1.42163E+12,-6.938222,-7.4823403,4.730463,11.24729394
51:17.6,1.42163E+12,-5.1482444,-16.448694,9.066795,19.47487423
51:17.6,1.42163E+12,1.5175443,-19.155067,6.3465023,20.23604764
51:17.6,1.42163E+12,8.698711,-18.6343,-3.7744012,20.90815185
51:17.6,1.42163E+12,9.503886,-15.878381,1.8736538,18.5999304
51:17.6,1.42163E+12,7.2202353,-18.275047,2.8548632,19.85596597
51:17.7,1.42163E+12,3.8425095,-19.40355,-4.9927177,20.4007319
51:17.7,1.42163E+12,4.514911,-19.255957,-3.929778,20.16480737
51:17.7,1.42163E+12,2.7096653,-13.684992,-9.269474,16.7494609
51:17.7,1.42163E+12,-1.1228151,-11.929892,-12.050541,16.99407471
51:17.7,1.42163E+12,-3.7736526,-6.1641817,-6.3081822,9.593266005
51:17.8,1.42163E+12,-0.38993913,-3.7083883,-6.9509454,7.887955265
51:17.8,1.42163E+12,3.5986664,-1.4175522,-2.8340566,4.794969334
51:17.8,1.42163E+12,5.0195117,0.44816804,1.1270064,5.163961243
51:17.8,1.42163E+12,4.243226,-0.8548723,-0.09804611,4.329594274
51:17.8,1.42163E+12,3.2126193,-3.3418007,-2.741998,5.385824702
51:17.9,1.42163E+12,3.917653,-6.2598324,-0.81640226,7.429671551
51:17.9,1.42163E+12,4.0267763,-12.898827,-0.008083191,13.51276177
51:17.9,1.42163E+12,3.1022987,-14.687906,2.2474265,15.17925445
51:17.9,1.42163E+12,-1.2789404,-17.704433,0.7843689,17.76788876
51:17.9,1.42163E+12,-2.879113,-19.325861,-0.81041473,19.55594455
51:18.0,1.42163E+12,-2.0164568,-19.546503,-3.6453695,19.98550966
51:18.0,1.42163E+12,-2.7385552,-19.57644,-5.1346226,20.42305161
51:18.0,1.42163E+12,-0.3608995,-19.580482,7.975714,21.14562691
51:18.0,1.42163E+12,3.488795,-19.581081,3.0555959,20.12280025
51:18.0,1.42163E+12,2.4724085,-15.582446,-1.3388159,15.8340726
51:18.1,1.42163E+12,1.2506492,-11.187884,4.487069,12.11885556
51:18.1,1.42163E+12,1.2045451,-7.2615495,4.1981697,8.473821975
51:18.1,1.42163E+12,-0.32811767,-1.861978,1.0129436,2.144919116
51:18.1,1.42163E+12,-3.5576518,1.4162049,-0.32946488,3.843314944
51:18.1,1.42163E+12,-7.590565,4.255501,-0.58962387,8.722019381
51:18.2,1.42163E+12,-9.551338,6.3098288,0.22363494,11.4495419
51:18.2,1.42163E+12,-6.452033,5.3211346,2.2766159,8.667536168
51:18.2,1.42163E+12,-1.9799327,0.20492385,0.8725355,2.173348909
51:18.2,1.42163E+12,2.3532565,-7.418423,-8.524922,11.54318462
51:18.2,1.42163E+12,3.2292347,-13.410462,-15.304923,20.603619
51:18.3,1.42163E+12,1.121917,-9.398057,-3.400778,10.05720956
51:18.3,1.42163E+12,-1.5935861,-0.6215076,9.333691,9.489129361
51:18.3,1.42163E+12,-2.101929,1.3695021,7.4202194,7.832834574
51:18.3,1.42163E+12,-11.474389,-14.515016,4.7171407,19.09446802
51:18.3,1.42163E+12,-1.5447876,-17.77853,-8.475675,19.75600072
51:18.4,1.42163E+12,0.009879456,-3.701802,5.634134,6.741431716
51:18.4,1.42163E+12,-2.3210733,-5.733677,7.672894,9.855746321
51:18.4,1.42163E+12,-1.540746,-12.383149,8.176297,14.91871677
51:18.4,1.42163E+12,0.6056406,-17.440233,11.409873,20.84978968
51:18.4,1.42163E+12,6.2117825,-19.289936,-1.0048604,20.2903331
51:18.5,1.42163E+12,9.144184,-14.686708,-5.931116,18.28916701
51:18.5,1.42163E+12,5.772596,-14.581627,4.358187,16.2769931
51:18.5,1.42163E+12,2.4029531,-18.37938,-4.1929307,19.00411694
51:18.5,1.42163E+12,1.0446776,-19.07154,-4.386778,19.59741846
51:18.5,1.42163E+12,0.2748285,-13.170512,-7.324419,15.07265838
51:18.6,1.42163E+12,-0.17468673,-9.845027,-13.025463,16.32843405
51:18.6,1.42163E+12,0.40805146,-6.918762,-7.4266562,10.1582969
51:18.6,1.42163E+12,2.5277934,-5.437293,-7.075636,9.274616943
51:18.6,1.42163E+12,4.5297303,-4.144132,-5.1121693,7.989152745
51:18.7,1.42163E+12,4.9335904,-1.9883152,0.572709,5.349925903
51:18.7,1.42163E+12,3.7950583,-0.8966354,1.1139835,4.055537175
51:18.7,1.42163E+12,1.783092,-1.8392253,-2.0083735,3.255108431
51:18.7,1.42163E+12,1.2371773,-4.102818,-1.6622932,4.596405323
51:18.7,1.42163E+12,3.713777,-11.282488,-1.1662248,11.93510601
51:18.7,1.42163E+12,6.5973806,-16.331339,4.6634026,18.22046619
51:18.8,1.42163E+12,1.529669,-18.56155,0.3676355,18.62810193
51:18.8,1.42163E+12,-1.3699511,-19.442469,-1.601819,19.55638491
51:18.8,1.42163E+12,-3.7543428,-19.56222,-4.2041574,20.3580569
51:18.8,1.42163E+12,-4.282145,-19.563568,-4.1806564,20.45844194
51:18.8,1.42163E+12,0.21659958,-19.575394,10.129885,22.04217629
51:18.9,1.42163E+12,3.8019438,-19.580332,1.4521303,19.99882147
51:18.9,1.42163E+12,3.7203634,-15.054494,-0.23381378,15.50914447
51:18.9,1.42163E+12,1.404679,-9.558823,3.1437626,10.16009171
51:18.9,1.42163E+12,0.04565506,-6.3598247,3.390749,7.207401292
51:18.9,1.42163E+12,-1.7835411,-0.9066646,0.53962785,2.072259098
51:19.0,1.42163E+12,-4.783602,2.16884,-0.8572673,5.321806297
51:19.0,1.42163E+12,-7.4217167,4.3632765,-1.0982661,8.679069594
51:19.0,1.42163E+12,-8.459957,5.204078,0.22767654,9.935045892
51:19.0,1.42163E+12,-6.0712247,2.8514204,1.203198,6.814547166
51:19.0,1.42163E+12,-0.71820647,-2.8051667,-2.4292982,3.779718309
51:19.1,1.42163E+12,3.4054184,-11.750565,-14.959292,19.32493388
