time,time_milisec,ax,ay,az,resultant
49:39.1,1.42163E+12,3.4623,-11.302097,2.8418403,12.1573424
49:39.1,1.42163E+12,2.205813,-7.6149645,2.497706,8.312149577
49:39.1,1.42163E+12,-1.5817608,-4.098178,3.2025902,5.436323587
49:39.1,1.42163E+12,-4.8841934,-1.1051518,3.660488,6.202892718
49:39.2,1.42163E+12,-6.501131,2.2906866,-0.23860382,6.89701973
49:39.2,1.42163E+12,-8.115224,4.9235616,-2.4526496,9.803765066
49:39.2,1.42163E+12,-6.845714,6.411318,-0.0968486,9.379668348
49:39.2,1.42163E+12,-2.7996283,3.52966,1.0919793,4.635605368
49:39.2,1.42163E+12,4.2299037,-3.7904177,-5.951923,8.227073541
49:39.3,1.42163E+12,6.373746,-14.534775,-16.799864,23.11103098
49:39.3,1.42163E+12,1.6266674,-11.98842,-7.527846,14.24909563
49:39.3,1.42163E+12,-1.4940431,-0.3878435,13.663437,13.75034901
49:39.3,1.42163E+12,-4.9392786,-11.905044,13.463303,18.63832271
49:39.3,1.42163E+12,-8.936117,-18.537003,2.2980213,20.70641372
49:39.4,1.42163E+12,-3.9139109,-7.763456,1.3358221,8.796270135
49:39.4,1.42163E+12,-5.5774016,-6.791976,8.641081,12.32504067
49:39.4,1.42163E+12,-5.527705,-14.191988,13.408517,20.29178095
49:39.4,1.42163E+12,-2.6316774,-18.634,11.831845,22.22935532
49:39.4,1.42163E+12,4.944967,-19.452349,-7.367978,21.38068474
49:39.5,1.42163E+12,9.81015,-17.132622,-7.292086,21.04614686
49:39.5,1.42163E+12,8.158934,-16.373402,-4.383185,18.81140101
49:39.5,1.42163E+12,6.705905,-15.940651,-7.4777,18.8411654
49:39.5,1.42163E+12,4.1983194,-12.235107,-7.98739,15.20270134
49:39.5,1.42163E+12,2.1071682,-8.224497,-7.317533,11.20842531
49:39.6,1.42163E+12,-0.33230895,-4.2053547,-7.2498736,8.387854589
49:39.6,1.42163E+12,1.4715898,-1.6506175,-7.135811,7.470603275
49:39.6,1.42163E+12,3.1320868,-0.31374756,-2.0950434,3.781218336
49:39.6,1.42163E+12,1.9740949,-0.77583665,-1.4422508,2.564967944
49:39.6,1.42163E+12,-0.09235794,-2.0583696,-3.142565,3.757809226
49:39.7,1.42163E+12,-0.31763947,-5.7507415,-0.7952962,5.814156747
49:39.7,1.42163E+12,2.0181034,-14.663358,1.7363892,14.90308212
49:39.7,1.42163E+12,-0.4340973,-18.912271,-7.7261834,20.43419548
49:39.7,1.42163E+12,-5.6025496,-17.923428,-5.2283278,19.49290242
49:39.7,1.42163E+12,-3.2135174,-19.174227,-0.89903045,19.46242356
49:39.8,1.42163E+12,3.0129347,-19.525846,2.8952792,19.9679513
49:39.8,1.42163E+12,6.40054,-16.621885,3.7043467,18.19275014
49:39.8,1.42163E+12,5.447472,-10.131981,3.5341506,12.03421001
49:39.8,1.42163E+12,1.1383827,-5.632637,6.238577,8.481884091
49:39.8,1.42163E+12,-2.339036,-3.3320708,5.175338,6.58467225
49:39.9,1.42163E+12,-5.39538,0.39757323,2.6566753,6.027114854
49:39.9,1.42163E+12,-7.865244,4.3623786,-1.3356725,9.092658096
49:40.0,1.42163E+12,-7.782017,6.1445723,-2.3287075,10.18520672
49:40.0,1.42163E+12,-5.709577,3.692671,-1.4111155,6.944518384
49:40.0,1.42163E+12,0.4514612,-3.3980837,-6.0713744,6.97225768
49:40.0,1.42163E+12,6.0511665,-14.197825,-16.689993,22.73215162
49:40.0,1.42163E+12,0.4297563,-13.577665,-11.557017,17.83542316
49:40.0,1.42163E+12,-3.8475988,-1.8598824,12.452006,13.16493952
49:40.0,1.42163E+12,-5.52546,-2.5662634,10.698552,12.31159742
49:40.0,1.42163E+12,-16.654816,-16.525187,7.2572083,24.55874129
49:40.1,1.42163E+12,-2.8834538,-13.346845,-3.629203,14.12882485
49:40.1,1.42163E+12,-0.28994706,-3.7161722,7.7679462,8.615973148
49:40.1,1.42163E+12,-1.3245955,-11.034154,10.915002,15.57704646
49:40.1,1.42163E+12,-0.26000932,-16.918268,12.541071,21.06119319
49:40.1,1.42163E+12,0.6965016,-19.218985,-1.6239729,19.30004629
49:40.2,1.42163E+12,6.0260186,-15.372433,-4.2349935,17.04581375
49:40.2,1.42163E+12,7.4217167,-15.654147,1.873055,17.42534166
49:40.2,1.42163E+12,5.093009,-17.561031,-3.8752913,18.69081146
49:40.3,1.42163E+12,3.818709,-18.670225,-7.5040455,20.48097993
49:40.3,1.42163E+12,3.4865496,-13.2003,-8.925639,16.31168231
49:40.3,1.42163E+12,4.5743375,-7.951764,-7.6951976,11.97377052
49:40.3,1.42163E+12,2.5246499,-4.388574,-5.4188814,7.416044397
49:40.3,1.42163E+12,2.6095235,-2.6623635,-7.5476046,8.418083363
49:40.3,1.42163E+12,5.418582,-1.1674223,-2.8523185,6.233748996
49:40.3,1.42163E+12,4.7535152,-0.8693921,0.66955763,4.878530188
49:40.4,1.42163E+12,1.452729,-1.3974938,-1.1600876,2.325771637
49:40.4,1.42163E+12,-0.8833131,-2.700235,-4.685257,5.479337938
49:40.4,1.42163E+12,-0.61522067,-8.567434,-1.4700929,8.714390108
49:40.4,1.42163E+12,3.6170783,-17.281862,0.001047821,17.65633061
49:40.4,1.42163E+12,-2.8205845,-19.268381,-5.2352133,20.1651596
49:40.5,1.42163E+12,-7.149133,-19.538568,-4.938979,21.3836212
49:40.5,1.42163E+12,-4.6569657,-19.575394,-1.40902,20.17098701
49:40.5,1.42163E+12,2.1516256,-19.580332,5.1865644,20.36956907
49:40.5,1.42163E+12,3.969146,-17.870888,4.4291396,18.83454368
49:40.6,1.42163E+12,3.5805542,-10.568024,3.182083,11.6029803
49:40.6,1.42163E+12,1.0324031,-6.3632674,3.2293844,7.210128415
49:40.6,1.42163E+12,-2.5008495,-2.3658302,3.4319134,4.861011247
49:40.6,1.42163E+12,-6.8898726,1.4400055,2.706971,7.541329609
49:40.6,1.42163E+12,-9.07413,4.636009,-1.8875748,10.36317294
49:40.6,1.42163E+12,-8.436606,7.7106156,-3.078199,11.83660521
49:40.7,1.42163E+12,-5.768704,6.518794,0.8313711,8.744358122
49:40.7,1.42163E+12,0.15417938,1.6793578,-0.15717316,1.693728817
49:40.7,1.42163E+12,6.5244823,-10.000854,-11.869717,16.83674944
49:40.7,1.42163E+12,5.241201,-14.237343,-17.236057,22.96200742
49:40.7,1.42163E+12,-1.3953983,-4.0854545,9.365873,10.31298463
49:40.8,1.42163E+12,-2.8629465,-2.349065,12.785064,13.31061345
49:40.8,1.42163E+12,-14.231206,-16.279995,12.730127,25.09226165
49:40.8,1.42163E+12,-6.4662533,-17.371525,-4.845274,19.1587837
49:40.8,1.42163E+12,-3.0186226,-3.757187,2.939138,5.645092447
49:40.8,1.42163E+12,-3.681145,-10.298285,12.199182,16.3836975
49:40.9,1.42163E+12,-0.56492525,-17.748741,16.20575,24.04086689
49:40.9,1.42163E+12,2.7830126,-19.33185,-0.7141649,19.54419645
49:40.9,1.42163E+12,7.303911,-15.971637,-6.623726,18.77003065
49:40.9,1.42163E+12,7.3193293,-17.817448,-0.44517425,19.26738734
49:41.0,1.42163E+12,5.989944,-18.998194,-4.8952703,20.5127881
49:41.0,1.42163E+12,5.271438,-16.923807,-11.277248,21.00903673
49:41.0,1.42163E+12,3.9695952,-10.720856,-10.198143,15.3198094
49:41.0,1.42163E+12,1.663341,-7.294032,-8.276888,11.15690284
49:41.0,1.42163E+12,0.22767654,-3.8101766,-7.05932,8.025165493
49:41.0,1.42163E+12,2.6234446,-1.8053956,-3.4874477,4.722732927
49:41.1,1.42163E+12,4.3974056,-0.7339238,0.047301635,4.458481535
49:41.1,1.42163E+12,3.7851787,-1.3858181,-1.2253518,4.213022268
49:41.1,1.42163E+12,1.0626402,-2.4695644,-2.9909303,4.021643517
49:41.1,1.42163E+12,0.105680235,-5.680687,-1.7808467,5.954224389
49:41.1,1.42163E+12,4.491111,-15.371534,1.0347981,16.0475837
49:41.2,1.42163E+12,2.3468199,-19.008522,-3.253185,19.42716358
49:41.2,1.42163E+12,-4.227808,-19.503242,-4.082011,20.36942863
49:41.2,1.42163E+12,-6.6466284,-19.570602,-4.1866436,21.08824593
49:41.3,1.42163E+12,0.9647438,-19.579733,4.8999104,20.20657806
49:41.3,1.42163E+12,2.7563682,-19.550844,7.1593122,21.00211461
49:41.3,1.42163E+12,3.2015424,-11.707603,3.6527042,12.67517612
49:41.3,1.42163E+12,2.7472372,-7.692653,3.3588653,8.832111781
49:41.3,1.42163E+12,0.6794371,-3.6305501,3.030598,4.777766532
49:41.3,1.42163E+12,-4.535119,0.8533754,1.9202069,4.998274548
49:41.3,1.42163E+12,-8.379575,3.9948926,-1.8538948,9.466433858
49:41.4,1.42163E+12,-9.697884,6.1078987,-1.9493963,11.62564091
49:41.4,1.42163E+12,-8.542436,6.3869185,2.0670516,10.86455904
49:41.4,1.42163E+12,-3.766168,3.1716046,1.4200969,5.124428978
49:41.4,1.42163E+12,4.216432,-4.660259,-8.560847,10.62000066
49:41.4,1.42163E+12,5.9430914,-13.890065,-17.428856,23.06554275
49:41.5,1.42163E+12,1.3254936,-9.804761,-0.46493316,9.904869226
49:41.5,1.42163E+12,-2.7779233,-7.54521,13.800102,15.97153302
49:41.5,1.42163E+12,-8.383018,-17.775387,8.680748,21.48475645
49:41.5,1.42163E+12,-4.884343,-12.089759,3.9570212,13.62633832
49:41.6,1.42163E+12,-5.9722805,-4.5586205,5.0621734,9.059511839
49:41.6,1.42163E+12,-6.010152,-11.792478,9.661209,16.38668434
49:41.6,1.42163E+12,-2.956502,-18.481318,11.703712,22.07434922
49:41.6,1.42163E+12,1.022823,-19.431541,-2.205364,19.58301772
49:41.6,1.42163E+12,6.4699955,-16.313826,-5.01068,18.25126501
49:41.6,1.42163E+12,7.980804,-15.575261,2.2559588,17.64571727
49:41.7,1.42163E+12,6.7803,-18.384619,-1.3674065,19.6427209
49:41.7,1.42163E+12,6.4643073,-19.388283,-4.8283596,21.00013912
49:41.7,1.42163E+12,6.3496456,-13.640834,-11.496693,18.93579418
49:41.7,1.42163E+12,3.6052527,-11.96941,-10.068213,16.05096682
49:41.7,1.42163E+12,0.62450135,-7.4636292,-9.076226,11.76748236
49:41.8,1.42163E+12,1.4340179,-3.3973353,-7.29493,8.174001357
49:41.8,1.42163E+12,3.9137614,0.24878265,-2.7451415,4.786984746
49:41.8,1.42163E+12,2.9398866,-0.11047027,-0.27512786,2.954798173
49:41.8,1.42163E+12,0.23830444,0.24099883,-1.1400293,1.189342779
49:41.8,1.42163E+12,-0.6768924,-1.3015435,-1.6338524,2.195830701
49:41.9,1.42163E+12,1.510958,-9.203162,-2.5875192,9.678659023
49:41.9,1.42163E+12,7.294032,-17.798887,-0.41478744,19.23994101
49:41.9,1.42163E+12,-0.54726195,-19.338736,-3.8646634,19.72870571
49:41.9,1.42163E+12,-6.0483227,-19.54815,-2.8542645,20.66057119
49:41.9,1.42163E+12,-5.682633,-19.57674,-1.0350975,20.41108752
49:42.0,1.42163E+12,1.6636405,-19.580482,1.5456858,19.71172544
49:42.0,1.42163E+12,4.9373326,-17.89888,3.993695,18.99201828
49:42.0,1.42163E+12,5.502108,-10.99284,1.4446459,12.37750886
49:42.0,1.42163E+12,2.0390596,-8.477621,1.8429675,8.91203406
49:42.0,1.42163E+12,-0.80592406,-4.7888417,3.3388069,5.89322916
49:42.1,1.42163E+12,-4.3084903,-0.94962525,1.9743942,4.833540032
49:42.1,1.42163E+12,-7.4399786,2.9945228,-3.814368,8.88086998
49:42.1,1.42163E+12,-9.789642,5.1955457,-6.1713667,12.68528882
49:42.1,1.42163E+12,-7.6841207,4.4047403,-2.7104137,9.26249375
49:42.1,1.42163E+12,-3.3793726,1.1847862,0.46493316,3.611099604
49:42.2,1.42163E+12,0.98540086,-5.1897078,-0.8813672,5.355454233
49:42.2,1.42163E+12,4.8466215,-12.357852,-7.6432557,15.31749339
49:42.3,1.42163E+12,4.655918,-14.3346405,-11.606265,19.02274633
49:42.3,1.42163E+12,1.664838,-6.8686166,-2.5132737,7.501074873
49:42.3,1.42163E+12,-4.3081913,-0.61402315,9.666598,10.60097418
49:42.3,1.42163E+12,-12.765604,-14.643,6.3372216,20.43375815
49:42.3,1.42163E+12,-5.4471726,-13.350737,1.3470488,14.48200291
49:42.3,1.42163E+12,-0.24444169,-7.356901,4.277505,8.51356524
49:42.3,1.42163E+12,-2.8683352,-7.700437,5.047055,9.643486972
49:42.3,1.42163E+12,-3.1805859,-12.010723,8.894504,15.28024198
49:42.4,1.42163E+12,-1.0761123,-17.853523,7.929161,19.56471046
49:42.4,1.42163E+12,3.7968545,-19.3311,-2.0728893,19.80919992
49:42.4,1.42163E+12,8.204739,-16.255747,0.5572911,18.21750877
49:42.4,1.42163E+12,9.138946,-16.424147,4.3863287,19.30059113
49:42.4,1.42163E+12,6.5008316,-18.468445,-2.6114695,19.7525706
49:42.5,1.42163E+12,4.75576,-19.402802,-3.769162,20.32959815
49:42.5,1.42163E+12,3.0687685,-15.659087,-9.390573,18.51505353
49:42.5,1.42163E+12,1.4859599,-13.218862,-15.819853,20.66915911
49:42.6,1.42163E+12,-1.3027409,-8.711584,-11.114088,14.18138857
49:42.6,1.42163E+12,-1.8335371,-4.0430923,-6.316415,7.720463205
49:42.6,1.42163E+12,1.4099181,-2.5081842,-2.7268794,3.964180658
49:42.6,1.42163E+12,3.7089872,-0.014519806,1.6986676,4.079493656
49:42.6,1.42163E+12,5.5586905,1.3332775,-0.4209247,5.731827507
49:42.6,1.42163E+12,5.552703,-0.8497829,0.14774276,5.619294396
49:42.6,1.42163E+12,3.532504,-3.9787261,-0.64575714,5.359650005
49:42.7,1.42163E+12,2.7207422,-10.489287,-2.8830047,11.21335347
49:42.7,1.42163E+12,6.2694125,-17.634079,2.5994942,18.89506934
49:42.7,1.42163E+12,-1.882635,-19.316282,-3.0750554,19.64991172
49:42.7,1.42163E+12,-4.0466847,-19.545156,-2.6438022,20.13401277
49:42.7,1.42163E+12,-4.7196856,-19.57629,-3.858077,20.50344655
49:42.8,1.42163E+12,-2.9264145,-19.580482,-2.1170475,19.91082789
49:42.8,1.42163E+12,0.891546,-19.581081,3.3132102,19.87941018
49:42.8,1.42163E+12,3.213817,-18.54763,3.5928288,19.16381009
49:42.8,1.42163E+12,3.3024325,-12.268936,3.2967443,13.12636179
49:42.8,1.42163E+12,2.1763244,-8.20384,2.5045917,8.849427
49:42.9,1.42163E+12,-0.176483,-4.5882587,3.21711,5.6065195
49:42.9,1.42163E+12,-3.551365,-1.6645386,1.4100678,4.167873956
49:42.9,1.42163E+12,-6.629564,1.9592757,-2.4873774,7.346899103
49:42.9,1.42163E+12,-8.978479,4.7235775,-2.8966265,10.55062627
49:42.9,1.42163E+12,-8.092621,5.918842,0.4352948,10.03557108
49:43.0,1.42163E+12,-4.356391,2.4644752,1.2642709,5.162379438
49:43.0,1.42163E+12,2.1757255,-4.4680586,-5.6784415,7.545994101
49:43.0,1.42163E+12,4.8557525,-11.795471,-15.113172,19.77673978
49:43.0,1.42163E+12,3.2772849,-12.516072,-13.160033,18.45478592
49:43.0,1.42163E+12,-0.619861,-2.0270846,8.416398,8.679231241
49:43.1,1.42163E+12,-4.611311,-9.102871,11.053464,15.04345426
49:43.1,1.42163E+12,-8.404872,-18.085093,4.111949,20.36223433
49:43.1,1.42163E+12,-3.2822247,-11.269914,4.2239165,12.47499223
49:43.1,1.42163E+12,-5.6661673,-8.147707,6.795868,12.02806731
49:43.1,1.42163E+12,-4.867578,-10.8198,8.497379,14.59338335
49:43.2,1.42163E+12,-2.7433453,-15.57077,10.597063,19.03345912
49:43.2,1.42163E+12,0.40909928,-19.035616,-2.508334,19.20452494
49:43.2,1.42163E+12,7.060518,-17.098045,-2.412084,18.65508527
49:43.2,1.42163E+12,8.869805,-15.49443,3.6883302,18.23059465
49:43.2,1.42163E+12,7.8862004,-17.86954,-2.864144,19.74122431
49:43.3,1.42163E+12,6.678512,-19.318228,-4.9813414,21.03830359
49:43.3,1.42163E+12,6.428083,-14.635515,-8.855735,18.27409622
49:43.3,1.42163E+12,4.283792,-11.97854,-11.066637,16.86139819
49:43.3,1.42163E+12,0.6813831,-8.092173,-8.253238,11.57857868
49:43.3,1.42163E+12,-0.4673282,-3.4519715,-8.171357,8.882881183
49:43.4,1.42163E+12,2.2564077,-0.93375826,-3.8996906,4.601181041
49:43.4,1.42163E+12,3.7564385,1.3355228,1.6395406,4.310747584
49:43.4,1.42163E+12,3.0653257,0.4682263,0.68587375,3.175827501
49:43.4,1.42163E+12,1.843267,-2.1929398,-0.77613604,2.967996859
49:43.4,1.42163E+12,3.7384758,-9.668244,-1.5858023,10.48646329
49:43.5,1.42163E+12,4.746031,-16.992365,-2.0818708,17.76511932
49:43.5,1.42163E+12,-0.690065,-19.229013,-3.5757642,19.57082574
49:43.5,1.42163E+12,-5.2980824,-19.53333,-2.8410919,20.43752581
49:43.5,1.42163E+12,-5.9757233,-19.574644,-3.176694,20.71152678
49:43.5,1.42163E+12,-1.6411872,-19.580332,-0.8625064,19.66791331
49:43.6,1.42163E+12,1.6833993,-19.581081,4.869823,20.24766017
49:43.6,1.42163E+12,5.8579183,-13.376334,2.8599527,14.88021665
49:43.6,1.42163E+12,4.040548,-8.671917,2.5997937,9.913985065
49:43.6,1.42163E+12,1.2618759,-5.0674124,3.4178426,6.241205593
49:43.6,1.42163E+12,-3.2123199,-1.791774,5.34748,6.490377151
49:43.7,1.42163E+12,-6.7437763,2.1097128,0.59695864,7.091245765
49:43.7,1.42163E+12,-10.188562,5.6940093,-2.6291327,11.96414963
49:43.7,1.42163E+12,-9.344318,6.5586114,-0.081430666,11.41657976
49:43.7,1.42163E+12,-4.205804,2.8259733,1.0103989,5.16679962
49:43.7,1.42163E+12,1.3057348,-3.0822403,-5.9553657,6.831656406
49:43.8,1.42163E+12,5.2919455,-12.840149,-16.232544,21.36280876
49:43.8,1.42163E+12,3.8540354,-12.708273,-11.8670225,17.80954841
49:43.8,1.42163E+12,-1.4885046,-4.7113028,11.384576,12.41050324
49:43.9,1.42163E+12,-6.5416965,-15.540683,8.951535,19.09022263
49:43.9,1.42163E+12,-6.81892,-16.159645,6.4128146,18.67500971
49:43.9,1.42163E+12,-6.1098447,-5.9022264,4.4265947,9.579207659
49:43.9,1.42163E+12,-6.9870205,-7.80941,7.776928,13.04936585
49:43.9,1.42163E+12,-3.8136196,-16.501236,12.681179,21.15766492
49:43.9,1.42163E+12,-0.39068756,-19.15881,6.3637166,20.1918183
49:44.0,1.42163E+12,5.138215,-18.033897,-9.389375,20.97100516
49:44.0,1.42163E+12,8.11223,-15.488741,-0.62959075,17.49587831
49:44.0,1.42163E+12,8.813522,-17.10029,1.705254,19.31336271
49:44.0,1.42163E+12,6.546636,-18.800156,-4.2978625,20.36604848
49:44.0,1.42163E+12,4.8608418,-15.501764,-7.9242215,18.07555688
49:44.0,1.42163E+12,3.8815782,-11.947555,-10.974877,16.68108644
49:44.1,1.42163E+12,1.9152672,-10.062225,-10.722802,14.82886048
49:44.1,1.42163E+12,-0.011076965,-5.4226236,-6.31881,8.326603703
49:44.1,1.42163E+12,1.0286609,-2.595303,-7.928263,8.405420579
49:44.1,1.42163E+12,4.2589436,-0.87522995,-3.8300853,5.79432321
49:44.2,1.42163E+12,3.7637732,-0.8108638,1.2196637,4.038696367
49:44.2,1.42163E+12,2.0627105,-1.3937516,3.9589672,4.676616236
49:44.2,1.42163E+12,2.544259,-6.417904,-0.43095383,6.91725862
49:44.2,1.42163E+12,4.239484,-17.348774,-2.6068292,18.04851081
49:44.2,1.42163E+12,-1.8414706,-19.277512,-3.478766,19.67524576
49:44.2,1.42163E+12,-4.0421944,-19.539917,-3.6139348,20.27826957
49:44.3,1.42163E+12,-3.5160384,-19.575542,-3.623515,20.21618737
49:44.3,1.42163E+12,-0.5019063,-19.580332,1.4591657,19.6410406
49:44.3,1.42163E+12,4.117787,-19.581081,4.00567,20.40637878
49:44.3,1.42163E+12,5.1606684,-15.243252,2.7159522,16.32071157
49:44.3,1.42163E+12,3.7741017,-9.986632,3.3394058,11.18607587
49:44.4,1.42163E+12,0.9156459,-6.84781,4.6978307,8.354670699
49:44.4,1.42163E+12,-2.2204826,-3.74132,4.857399,6.520915838
49:44.4,1.42163E+12,-5.9613533,-0.18995498,2.4132814,6.4341078
49:44.4,1.42163E+12,-9.80536,3.644621,-1.7224681,10.60166229
49:44.4,1.42163E+12,-11.289523,6.2873755,-1.2632232,12.983842
49:44.5,1.42163E+12,-8.532107,6.191874,0.28874955,10.54606703
49:44.5,1.42163E+12,-1.3299843,0.93660235,-0.30701157,1.655396721
49:44.5,1.42163E+12,6.1935205,-9.71839,-11.390862,16.20365815
49:44.5,1.42163E+12,4.903054,-15.6727085,-18.082996,24.42679829
49:44.5,1.42163E+12,0.99543,-5.4362454,4.4261456,7.080565642
49:44.6,1.42163E+12,-3.8916073,-0.3248245,14.122083,14.65207653
49:44.6,1.42163E+12,-10.938653,-15.740817,7.556586,20.60411224
49:44.6,1.42163E+12,-6.5719337,-17.303417,2.0222945,18.61956572
49:44.6,1.42163E+12,-4.573739,-7.1055737,3.2600706,9.057390704
49:44.6,1.42163E+12,-4.2203236,-11.44969,7.8029737,14.48423042
49:44.7,1.42163E+12,-0.58303756,-15.043866,12.114458,19.32402468
49:44.7,1.42163E+12,2.2043161,-18.792072,3.3627572,19.21741698
49:44.7,1.42163E+12,7.505093,-17.117504,-4.665199,19.2639416
49:44.7,1.42163E+12,8.6225195,-16.148418,0.51268387,18.31344018
49:44.7,1.42163E+12,5.97243,-18.584902,-3.12086,19.76887123
49:44.8,1.42163E+12,4.056265,-17.89858,-5.180128,19.06950911
49:44.8,1.42163E+12,1.830244,-12.99822,-10.396181,16.74467365
49:44.8,1.42163E+12,2.9972172,-11.15166,-12.36354,16.91744523
49:44.8,1.42163E+12,2.4495063,-8.11238,-8.778345,12.20123483
49:44.8,1.42163E+12,0.17109421,-3.8435574,-8.811276,9.614613433
49:44.9,1.42163E+12,2.6628127,-1.1618838,-5.0081353,5.789815595
49:44.9,1.42163E+12,3.8020935,0.6471043,2.0088227,4.348566154
49:44.9,1.42163E+12,2.0422032,0.3743715,1.5801141,2.609120254
49:44.9,1.42163E+12,1.2696598,-1.5446379,0.9635463,2.219541331
49:44.9,1.42163E+12,4.578529,-12.7436,-2.5915608,13.78689436
49:45.0,1.42163E+12,5.2720366,-18.559456,-1.8510507,19.3823158
49:45.0,1.42163E+12,-3.0075457,-19.44217,-4.133804,20.10302567
49:45.0,1.42163E+12,-4.7725253,-19.56222,-3.7188666,20.47650893
49:45.0,1.42163E+12,-3.6536024,-19.578537,-3.0750554,20.15251566
49:45.0,1.42163E+12,2.166894,-19.580782,4.728966,20.25994997
49:45.1,1.42163E+12,4.6422963,-18.97005,3.8681061,19.90919277
49:45.1,1.42163E+12,5.4816008,-12.243789,3.2311807,13.7985088
49:45.1,1.42163E+12,2.5460556,-8.638536,3.548371,9.679754134
49:45.1,1.42163E+12,0.13816269,-5.6990986,4.1387434,7.044715091
49:45.2,1.42163E+12,-3.564238,-1.9920574,4.0383024,5.742819123
49:45.2,1.42163E+12,-7.539372,2.526147,-0.5289999,7.968901412
49:45.2,1.42163E+12,-11.072175,5.8627086,-2.6219475,12.79996172
49:45.2,1.42163E+12,-10.358459,7.4687185,0.16989669,12.77138574
49:45.2,1.42163E+12,-5.469027,3.393593,0.19699036,6.439373803
49:45.2,1.42163E+12,2.0992346,-4.819977,-6.4744864,8.340140186
49:45.3,1.42163E+12,5.0192127,-13.481864,-16.822317,22.13466743
49:45.3,1.42163E+12,2.91414,-13.472584,-10.945988,17.60163018
49:45.3,1.42163E+12,-0.3492238,-9.333691,10.894944,14.35059405
49:45.3,1.42163E+12,-4.266428,-17.428556,9.35794,20.23679849
49:45.3,1.42163E+12,-5.747897,-9.826765,7.3241196,13.53685186
49:45.4,1.42163E+12,-7.62679,-3.2376173,6.4182034,10.48062147
49:45.4,1.42163E+12,-8.580157,-7.0272865,6.813232,13.01621988
49:45.4,1.42163E+12,-4.93389,-16.4466,12.048145,20.9759796
49:45.4,1.42163E+12,-1.6660354,-19.154768,8.623418,21.07235509
49:45.4,1.42163E+12,4.6331654,-18.74926,-6.541397,20.39095012
49:45.5,1.42163E+12,8.706345,-16.35993,-2.5240512,18.70343785
49:45.5,1.42163E+12,8.820108,-17.211208,0.8014334,19.35619491
49:45.5,1.42163E+12,5.7119718,-19.038908,-4.4297385,20.36490174
49:45.5,1.42163E+12,3.9959404,-15.968044,-7.9457765,18.27789192
49:45.5,1.42163E+12,4.3321414,-12.020004,-11.556568,17.22794849
49:45.6,1.42163E+12,2.5228536,-10.003847,-10.558892,14.76251826
49:45.6,1.42163E+12,-0.35760635,-4.768035,-7.74714,9.103857328
49:45.6,1.42163E+12,1.2039464,-2.453997,-8.845855,9.258549503
49:45.6,1.42163E+12,3.4881964,0.24174729,-0.20971389,3.502846813
49:45.6,1.42163E+12,3.585943,-0.35102004,2.38035,4.318364087
49:45.7,1.42163E+12,1.5084132,-0.43604323,0.66686326,1.705916378
49:45.7,1.42163E+12,1.4188994,-4.5463457,-1.4153068,4.968463351
49:45.7,1.42163E+12,5.2344646,-16.165634,-2.2203329,17.13642963
49:45.7,1.42163E+12,2.633324,-19.113153,-3.1246023,19.54508001
49:45.7,1.42163E+12,-3.668122,-19.156115,-4.2725654,19.96663908
49:45.8,1.42163E+12,-5.231022,-19.5233,-4.0113583,20.60615999
49:45.8,1.42163E+12,-0.35116974,-19.573298,0.4805008,19.58234398
49:45.9,1.42163E+12,2.4878266,-19.580032,6.223608,20.6954157
49:45.9,1.42163E+12,4.2998085,-17.797241,4.1709266,18.77835906
49:45.9,1.42163E+12,3.7187169,-11.135942,2.214944,11.94755358
49:45.9,1.42163E+12,1.5639478,-7.610773,2.6867628,8.221222094
49:45.9,1.42163E+12,-1.8137783,-2.913691,3.4497263,4.866209871
49:45.9,1.42163E+12,-5.930667,1.4180013,1.3723462,6.250349818
49:45.9,1.42163E+12,-9.575737,4.716392,-2.8669882,11.05254332
49:45.9,1.42163E+12,-10.034683,6.317463,-0.91579556,11.89301825
49:46.0,1.42163E+12,-6.7668285,5.309309,1.2259506,8.688019618
49:46.0,1.42163E+12,-1.1308982,-1.1050022,-1.6771125,2.304922328
49:46.0,1.42163E+12,4.450246,-10.303524,-13.326937,17.42339077
49:46.0,1.42163E+12,5.222939,-15.598912,-15.139367,22.356332
49:46.0,1.42163E+12,0.9380992,-4.4935055,6.061046,7.603150689
49:46.1,1.42163E+12,-3.5625916,-5.388195,10.899734,12.67000022
49:46.1,1.42163E+12,-9.198372,-16.52264,7.4274044,20.3168407
49:46.1,1.42163E+12,-6.0969715,-14.261443,4.8547044,16.25207595
49:46.1,1.42163E+12,-4.6842093,-6.4056296,5.1268387,9.447665447
49:46.1,1.42163E+12,-3.6437228,-12.078682,9.73321,15.93444858
49:46.2,1.42163E+12,-0.33874556,-17.027391,10.981015,20.26399475
49:46.2,1.42163E+12,1.9661614,-19.233803,-3.6796482,19.68107668
49:46.2,1.42163E+12,5.437742,-16.770226,-3.575315,17.98867409
49:46.2,1.42163E+12,6.633306,-16.134048,2.7134075,17.65420159
49:46.2,1.42163E+12,5.196444,-18.549576,-1.9288888,19.36002097
49:46.3,1.42163E+12,4.6409492,-18.458117,-4.5249405,19.56311783
49:46.3,1.42163E+12,3.7812867,-12.997622,-10.560539,17.16861354
49:46.3,1.42163E+12,2.8340566,-13.124258,-13.799205,19.25346939
49:46.3,1.42163E+12,0.38814285,-8.7576885,-7.8905416,11.79442281
49:46.3,1.42163E+12,0.17408799,-3.6497104,-9.4981985,10.17676114
