time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
41:39.9,1.42171E+12,28.6,61.2,109.8,66.4,147.5,114.6,112.4,58.9,-1.444,-1.488,-1.571
41:39.9,1.42171E+12,36.4,61.2,115.4,56.5,143.7,114.6,114.4,57.1,-1.478,-1.449,-1.557
41:39.9,1.42171E+12,31.7,57.7,115.4,41.9,143.7,103.8,102.8,62.5,-1.395,-1.513,-1.557
41:39.9,1.42171E+12,28.6,54.3,115.4,38.7,149.4,114.6,112.4,75.3,-1.391,-1.464,-1.571
41:40.0,1.42171E+12,25.5,56,108,58.2,147.5,127.3,146.1,86.5,-1.391,-1.508,-1.542
41:40.0,1.42171E+12,28.6,61.2,111.7,56.5,143.7,120,152.2,79,-1.366,-1.513,-1.532
41:40.0,1.42171E+12,25.5,47.5,111.7,56.5,143.7,118.2,158.3,97.9,-1.395,-1.513,-1.562
41:40.1,1.42171E+12,25.5,54.3,109.8,53.2,143.7,157.4,160.4,113.3,-1.332,-1.518,-1.532
41:40.1,1.42171E+12,33.2,50.9,109.8,56.5,145.6,146,164.5,119.2,-1.41,-1.488,-1.562
41:40.1,1.42171E+12,25.5,49.2,115.4,45.1,147.5,151.6,164.5,123.1,-1.395,-1.508,-1.557
41:40.1,1.42171E+12,39.5,45.8,115.4,46.8,151.3,142.2,158.3,121.2,-1.395,-1.513,-1.566
41:40.1,1.42171E+12,25.5,47.5,115.4,45.1,140,140.3,146.1,121.2,-1.391,-1.508,-1.571
41:40.2,1.42171E+12,24,47.5,108,43.5,121.5,120,130.1,88.4,-1.366,-1.508,-1.527
41:40.2,1.42171E+12,25.5,40.7,96.9,43.5,125.2,109.2,118.3,79,-1.366,-1.513,-1.562
41:40.2,1.42171E+12,22.5,44.1,91.5,41.9,121.5,91.4,99,68,-1.439,-1.513,-1.552
41:40.3,1.42171E+12,28.6,39.1,86.1,38.7,100,94.9,82.1,55.3,-1.356,-1.488,-1.552
41:40.3,1.42171E+12,22.5,39.1,95.1,46.8,87.7,77.6,72.9,53.5,-1.4,-1.513,-1.562
41:40.3,1.42171E+12,22.5,40.7,82.5,41.9,91.2,64,65.6,41,-1.405,-1.483,-1.562
41:40.3,1.42171E+12,28.6,37.4,80.7,40.3,82.6,59,58.4,46.3,-1.386,-1.498,-1.562
41:40.4,1.42171E+12,22.5,37.4,68.3,34,82.6,55.7,65.6,46.3,-1.42,-1.493,-1.566
41:40.4,1.42171E+12,24,29.1,73.6,40.3,86,54,63.8,39.3,-1.366,-1.513,-1.562
41:40.4,1.42171E+12,22.5,37.4,73.6,10.6,75.7,50.7,62,44.6,-1.43,-1.513,-1.557
41:40.5,1.42171E+12,33.2,35.7,71.8,37.1,74,49.1,71.1,46.3,-1.449,-1.488,-1.547
41:40.5,1.42171E+12,21,35.7,71.8,32.4,72.3,54,62,42.8,-1.395,-1.508,-1.562
41:40.5,1.42171E+12,41,35.7,64.8,45.1,68.9,47.4,54.9,42.8,-1.391,-1.522,-1.552
41:40.6,1.42171E+12,27.1,39.1,66.6,35.5,67.2,44.2,49.5,41,-1.391,-1.488,-1.532
41:40.6,1.42171E+12,22.5,34,57.9,34,63.9,42.5,56.6,41,-1.41,-1.444,-1.508
41:40.6,1.42171E+12,22.5,29.1,59.6,37.1,70.6,42.5,56.6,32.3,-1.386,-1.508,-1.566
41:40.6,1.42171E+12,11.9,35.7,63.1,19.9,63.9,37.7,54.9,39.3,-1.41,-1.508,-1.562
41:40.7,1.42171E+12,22.5,37.4,64.8,32.4,75.7,40.9,54.9,39.3,-1.356,-1.503,-1.552
41:40.7,1.42171E+12,19.4,34,71.8,32.4,62.2,39.3,58.4,42.8,-1.386,-1.513,-1.562
