time,time_milisec,ax,ay,az,resultant,MA_x,MA_y,MA_z,MA_R
41:40.0,1.42E+12,-0.7699988,-11.24761,-2.1528232,11.47764247,-1.662395048,-9.392057162,-1.447965959,10.12996472
41:40.0,1.42E+12,-1.2518468,-9.879755,-0.90411985,9.999705594,-1.664778092,-9.495213652,-1.416261888,10.2208234
41:40.1,1.42E+12,-1.2612772,-10.289303,-0.81191164,10.39806602,-1.688237309,-9.596699604,-1.394128913,10.31763626
41:40.1,1.42E+12,-1.2051439,-10.81516,-1.201252,10.94819912,-1.726099575,-9.664367894,-1.391892563,10.38503732
41:40.1,1.42E+12,-1.5173945,-11.051369,-3.1871722,11.60143566,-1.778421769,-9.667358674,-1.427165211,10.3960832
41:40.1,1.42E+12,-1.30319,-14.625337,-4.8267126,15.45625896,-1.831028373,-9.717007434,-1.493662925,10.45906469
41:40.1,1.42E+12,-4.196523,-18.272652,-6.5482826,19.85901864,-1.934133959,-9.877898854,-1.573752375,10.64458135
41:40.1,1.42E+12,-6.8322425,-16.849262,-6.0381436,19.15819265,-2.078155469,-10.04201757,-1.627727131,10.84227849
41:40.2,1.42E+12,-5.8957896,-13.132341,-2.8595037,14.67635774,-2.191098601,-10.12506787,-1.598406105,10.936397
41:40.3,1.42E+12,-5.455405,-10.114766,-1.6823516,11.61465634,-2.282585345,-10.12051733,-1.543817625,10.94312145
41:40.3,1.42E+12,-4.1171885,-9.430839,-0.5575905,10.30547779,-2.329051723,-10.09481877,-1.480196925,10.91942852
41:40.3,1.42E+12,-3.6889288,-9.626781,-1.9761904,10.497068,-2.330473765,-10.07758063,-1.451342923,10.89717164
41:40.3,1.42E+12,-3.7752993,-11.254197,-3.986959,12.52220735,-2.315292331,-10.09547741,-1.458060953,10.90995465
41:40.3,1.42E+12,-3.0701156,-10.606045,-3.6015105,11.61398632,-2.290776311,-10.12314887,-1.477807885,10.93214607
41:40.3,1.42E+12,-2.4391778,-9.046886,-1.700913,9.523068816,-2.270738981,-10.13209125,-1.475176357,10.93376381
41:40.3,1.42E+12,-1.9806812,-7.877818,-0.9976753,8.18403754,-2.250773499,-10.11770915,-1.455683891,10.9112498
41:40.3,1.42E+12,-1.9950513,-6.4078746,-1.3807287,6.851824452,-2.239483977,-10.07563763,-1.430539181,10.86286263
41:40.3,1.42E+12,-2.4562423,-4.761748,-2.5471032,5.932546246,-2.237313491,-9.998407226,-1.411325133,10.78838823
41:40.4,1.42E+12,-3.510949,-4.160598,-2.514022,5.996469396,-2.247097147,-9.873908126,-1.382138825,10.67785878
41:40.4,1.42E+12,-4.132606,-3.8154159,-2.053879,5.987841831,-2.276558879,-9.721162764,-1.384063823,10.55922994
41:40.4,1.42E+12,-3.9981856,-4.0944357,-1.7503102,5.98443628,-2.313460137,-9.565205078,-1.446828303,10.43561678
41:40.4,1.42E+12,-3.3597634,-3.8594244,-1.3811778,5.300077256,-2.309702951,-9.320502926,-1.513239199,10.20972634
41:40.4,1.42E+12,-2.4574397,-3.4175432,-1.0401869,4.335965889,-2.308436581,-9.00671645,-1.313162257,9.852194701
41:40.5,1.42E+12,-1.9814296,-3.084336,-1.0533595,3.814283426,-2.330650387,-8.80722929,-1.306177779,9.665227703
41:40.5,1.42E+12,-1.7443227,-2.401456,-1.0047107,3.133543712,-2.284324721,-8.69888759,-1.491237953,9.486525402
41:40.5,1.42E+12,-1.4093193,-2.0218456,-0.7955955,2.589790092,-2.241765225,-8.620567454,-1.633960157,9.350733713
41:40.5,1.42E+12,-0.26210496,-4.410129,-0.13681549,4.420028878,-2.177524813,-8.554566704,-1.745517172,9.238016334
41:40.6,1.42E+12,0.91010743,-9.133556,-0.5351372,9.194373962,-2.037422154,-8.504474864,-1.803826916,9.154874308
41:40.6,1.42E+12,1.6771125,-14.538517,-1.0758128,14.67441842,-1.976708406,-8.550537084,-1.727922752,9.183577684
41:40.6,1.42E+12,1.9943029,-15.588882,-1.6461269,15.80190558,-1.943929568,-8.650271664,-1.735865236,9.28598814
41:40.6,1.42E+12,0.5816904,-12.291389,-4.410129,13.07156628,-1.928358947,-8.725508184,-1.850604634,9.374731657
41:40.6,1.42E+12,-0.96773756,-11.5243845,-8.307125,14.23925138,-1.928002688,-8.797990446,-2.012903128,9.500240147
41:40.6,1.42E+12,-1.5160474,-11.184591,-7.1293745,13.34996091,-1.934702756,-8.862949356,-2.134456358,9.605385966
41:40.7,1.42E+12,-2.9100983,-10.057137,-4.9404764,11.57682961,-1.961425184,-8.892372176,-2.202064768,9.659574871
41:40.7,1.42E+12,-4.98194,-8.894054,-3.162324,10.67352874,-2.036006092,-8.885459536,-2.221245882,9.681425057
41:40.7,1.42E+12,-6.8575397,-8.0549,-2.6689498,10.91011264,-2.157409632,-8.860422606,-2.220832738,9.705236512
41:40.7,1.42E+12,-8.02586,-7.3110967,-5.1774335,12.02798326,-2.312427268,-8.8362808,-2.261096008,9.763974586
41:40.7,1.42E+12,-6.526129,-9.466464,-6.5651975,13.2403217,-2.436124042,-8.880067734,-2.336524152,9.87273208
41:40.8,1.42E+12,-4.7005253,-11.590847,-2.902165,12.83998575,-2.508953594,-8.973096288,-2.36192633,9.985391961
41:40.8,1.42E+12,-3.340304,-13.044474,2.007625,13.61420181,-2.54726493,-9.07425892,-2.292383946,10.092787
41:40.8,1.42E+12,-2.7882519,-13.0473175,2.417323,13.55914057,-2.58371713,-9.16327281,-2.19494857,10.18412688
41:40.8,1.42E+12,-0.72045183,-16.315922,-2.8527677,16.57910266,-2.576520096,-9.333552736,-2.220524386,10.35506709
41:40.9,1.42E+12,1.3668077,-17.03293,-2.7656488,17.31004567,-2.524120062,-9.529210868,-2.268023611,10.55390998
41:40.9,1.42E+12,-1.979783,-12.205768,2.7521768,12.66786447,-2.528365234,-9.624065622,-2.197918396,10.65313992
41:40.9,1.42E+12,-5.676346,-9.904004,4.3358836,12.21106407,-2.600428378,-9.646252472,-2.076930988,10.71342619
41:40.9,1.42E+12,-4.9599357,-10.296787,4.6473856,12.33786763,-2.649858586,-9.666834672,-1.967206165,10.7675328
41:40.9,1.42E+12,-4.5509863,-11.101963,0.94273955,12.03552311,-2.684152276,-9.714609312,-1.963520829,10.82435168
41:40.9,1.42E+12,-1.1891272,-11.219769,-0.9556128,11.32300471,-2.66347727,-9.779643082,-1.972969181,10.88508312
41:41.0,1.42E+12,0.61776537,-10.782378,-0.29129425,10.80398823,-2.629473981,-9.825157442,-1.964257298,10.9290429
41:41.0,1.42E+12,0.14504836,-9.503587,0.030237122,9.504741931,-2.609316898,-9.812912902,-1.938864103,10.91457939
41:41.0,1.42E+12,-1.0118958,-8.08379,-0.76461,8.182678188,-2.614154838,-9.749636502,-1.911099839,10.84868011
41:41.0,1.42E+12,-1.2545412,-7.5564365,-1.2913646,7.767961684,-2.614208726,-9.703170132,-1.918844734,10.80404523
41:41.0,1.42E+12,-1.0294093,-7.339537,-1.7700691,7.619818338,-2.609571368,-9.644174812,-1.938007883,10.74848027
41:41.1,1.42E+12,-0.9339079,-7.332352,-2.0489392,7.670314313,-2.604146648,-9.574518652,-1.954961627,10.68292258
41:41.1,1.42E+12,-0.65204406,-7.832013,-2.5628207,8.266416335,-2.586839639,-9.510131532,-1.942474597,10.61622219
41:41.1,1.42E+12,-0.50220567,-9.156609,-4.1400905,10.06161261,-2.570819952,-9.400756972,-1.928742155,10.50832926
41:41.1,1.42E+12,-0.07155121,-9.319171,-5.830825,10.99320644,-2.488320517,-9.221687352,-1.914393003,10.33101302
41:41.1,1.42E+12,-0.30955628,-8.435858,-3.9703436,9.328620133,-2.357866792,-9.053419272,-1.873037003,10.13442157
41:41.2,1.42E+12,-1.2121793,-7.4134836,-1.2112812,7.608963128,-2.264194586,-8.939042124,-1.840072553,9.993073678
