time,time_milisec,gx,gy,gz,resultant,MA_x,MA_y,MA_z,MA_R
01:35.2,1.42E+12,-0.029844182,-0.1279023,0.008526376,0.131614485,0.013706517,-0.029268529,-0.042527706,0.151684452
01:35.2,1.42E+12,-0.06501735,-0.12683651,0.03304104,0.146309488,0.012832516,-0.033467982,-0.041270001,0.152793311
01:35.2,1.42E+12,-0.17799717,0.023448335,0.01705302,0.180343069,0.008697015,-0.032892425,-0.040417332,0.15562276
01:35.3,1.42E+12,-0.16414127,0.14815272,-0.014922224,0.221617368,0.004923907,-0.030014634,-0.039713874,0.158936422
01:35.3,1.42E+12,0.054358315,-0.011724833,0.003197391,0.055700282,0.005563423,-0.032188967,-0.038626707,0.157812051
01:35.3,1.42E+12,0.13749447,0.022382537,0.006394783,0.139451068,0.00752459,-0.03161341,-0.037667442,0.159447982
01:35.3,1.42E+12,0.095925994,0.24834271,-0.067148946,0.274563069,0.008206732,-0.02494119,-0.038861199,0.162827568
01:35.3,1.42E+12,0.14175767,0.29524016,-0.142824,0.357296353,0.011766676,-0.020720426,-0.041120795,0.168045393
01:35.4,1.42E+12,0.24088159,0.001065797,-0.105519235,0.26298172,0.017117233,-0.02187154,-0.042122687,0.171605805
01:35.4,1.42E+12,0.12896757,-0.110848755,-0.01279063,0.170539382,0.018694692,-0.022404465,-0.041376597,0.17281577
01:35.4,1.42E+12,-0.031975776,0.081004575,0.024514131,0.090471731,0.017053285,-0.01946271,-0.040545238,0.172932008
01:35.4,1.42E+12,-0.074609786,0.12790178,0.0948602,0.175852049,0.015838218,-0.016542277,-0.037944571,0.175610603
01:35.4,1.42E+12,-0.10338764,-0.021317273,0.21316953,0.237875343,0.013770465,-0.016457013,-0.032999033,0.179515426
01:35.6,1.42E+12,-0.1417582,0.14921851,0.18226008,0.274918693,0.010466334,-0.012108348,-0.029012755,0.183531382
01:35.6,1.42E+12,-0.16200967,0.30909607,0.07460926,0.356867,0.006863754,-0.0045195,-0.026881054,0.189081351
01:35.6,1.42E+12,0.020250943,0.024514131,0.052226186,0.061144238,0.007801698,-0.005180332,-0.024621458,0.188547684
01:35.6,1.42E+12,0.18332589,-0.3197551,0.006394783,0.368636134,0.011489542,-0.011639381,-0.022958734,0.194384099
01:35.6,1.42E+12,0.18332589,-0.3165577,-0.058622036,0.370477668,0.013578611,-0.013344742,-0.023086641,0.196795917
01:35.6,1.42E+12,0.02557993,-0.06075363,-0.11298035,0.130804801,0.013450705,-0.011703334,-0.024045901,0.196208991
01:35.6,1.42E+12,-0.07674138,0.03410684,-0.17160238,0.191049451,0.012470129,-0.012214944,-0.025900489,0.197975569
01:35.6,1.42E+12,-0.04476614,0.013855628,-0.11724407,0.126262257,0.012214322,-0.015412494,-0.026390782,0.196510606
01:35.6,1.42E+12,-0.05542464,0.087399356,-0.06075363,0.120006424,0.01227827,-0.02167969,-0.025111762,0.190434989
01:35.6,1.42E+12,-0.10019025,0.053291984,-0.015988022,0.114602524,0.008654373,-0.025644657,-0.024749375,0.187397964
01:35.7,1.42E+12,-0.092729405,-0.061819427,0.028777853,0.115102341,0.003794099,-0.023406366,-0.025623371,0.184882465
01:35.7,1.42E+12,-0.07993878,-0.0959268,0.046897203,0.133384809,0.002259282,-0.023662168,-0.025943126,0.185464356
01:35.7,1.42E+12,0.018119348,-0.16094388,0.015987223,0.162747764,0.002813534,-0.028927472,-0.025943126,0.186639189
01:35.7,1.42E+12,0.07460926,-0.1961165,-0.037305295,0.21311947,0.003197237,-0.03163473,-0.027797714,0.18891818
01:35.7,1.42E+12,0.058621503,-0.110848755,-0.07993878,0.148708223,0.003580945,-0.031677362,-0.030099942,0.189474764
01:35.9,1.42E+12,0.029843649,-0.049029328,-0.11298035,0.126724417,0.002813539,-0.03112312,-0.031613443,0.18982439
01:35.9,1.42E+12,-0.03837109,0.054358315,-0.11617774,0.133882165,-0.000575866,-0.026795761,-0.033126944,0.188255877
01:35.9,1.42E+12,-0.04476614,0.12790178,-0.068214744,0.151710659,-0.003517615,-0.022255236,-0.034000946,0.188398982
01:35.9,1.42E+12,-0.031975776,-0.03837109,0.010658237,0.051072388,-0.004285026,-0.02487723,-0.032785879,0.187308652
01:35.9,1.42E+12,-0.073543996,-0.06075363,0.030909447,0.100275205,-0.005478777,-0.033936948,-0.029652275,0.181071428
01:35.9,1.42E+12,-0.031975776,-0.024514664,0.030909447,0.050782014,-0.007823648,-0.039969657,-0.027563207,0.176104585
01:35.9,1.42E+12,0.00959244,-0.043700077,0.015987223,0.047511082,-0.010701444,-0.037390296,-0.027861651,0.172393198
01:35.9,1.42E+12,0.057555705,-0.021317273,-0.027712587,0.067342949,-0.009955349,-0.032636606,-0.029396479,0.168452494
01:35.9,1.42E+12,0.11724327,0.002131594,-0.05968783,0.131579501,-0.005947749,-0.031165732,-0.030568909,0.168892049
01:35.9,1.42E+12,0.09805759,-0.009593239,-0.07141213,0.121684073,-0.002835473,-0.029524324,-0.030696804,0.168800483
01:36.0,1.42E+12,0.014921425,0.07354346,-0.06608315,0.09999136,-0.002494402,-0.02645468,-0.030163879,0.168351351
01:36.0,1.42E+12,-0.003197924,0.16414073,-0.036239497,0.168124082,-0.003219181,-0.021743622,-0.029694913,0.169738582
01:36.0,1.42E+12,0.010658237,0.119374864,0.011724034,0.120421797,-0.001748301,-0.018119737,-0.028287991,0.170029207
01:36.0,1.42E+12,0.02557993,0.03304104,0.041567683,0.058939931,-2.16E-05,-0.013024976,-0.026561315,0.166524223
01:36.0,1.42E+12,0.045831405,-0.0852683,0.050094593,0.108998481,0.002344562,-0.010211128,-0.024792001,0.163896546
01:36.1,1.42E+12,0.040501885,-0.14602192,0.02131674,0.153026819,0.005478155,-0.012513367,-0.022319229,0.163799713
01:36.1,1.42E+12,0.06501655,-0.17693137,-0.004263721,0.188547184,0.008611758,-0.01839686,-0.019185626,0.163186543
01:36.2,1.42E+12,0.046897203,-0.15028511,-0.031975776,0.160646856,0.009293905,-0.021274656,-0.016989978,0.163549928
01:36.2,1.42E+12,0.010658237,-0.00106633,-0.07887298,0.079596998,0.008590442,-0.017906578,-0.016563632,0.161099157
01:36.2,1.42E+12,0.03410684,0.029843649,-0.092729405,0.103211736,0.008249371,-0.012833123,-0.016968656,0.158348002
01:36.2,1.42E+12,0.031975243,-0.021317273,-0.054358847,0.066571214,0.008100154,-0.009550308,-0.016542321,0.155596454
01:36.2,1.42E+12,-0.004263721,0.044765607,-0.037305295,0.058427938,0.007460638,-0.005627978,-0.016691544,0.153630321
01:36.2,1.42E+12,-0.014922224,0.087399356,-0.024514664,0.0919907,0.007759078,-0.001321945,-0.017352365,0.152837845
01:36.2,1.42E+12,0.12470385,-0.1300339,0.035172634,0.183567371,0.011553502,-0.001385893,-0.017309733,0.153583003
01:36.2,1.42E+12,0.026645726,-0.15028511,0.041567683,0.15818812,0.015646359,-0.004860561,-0.016819439,0.153139904
01:36.3,1.42E+12,0.008526376,-0.050095126,0.003197391,0.050916049,0.019099712,-0.008825518,-0.016457047,0.149725878
01:36.3,1.42E+12,0.026645726,0.020250943,-0.020251475,0.039117996,0.018545461,-0.008186003,-0.016926024,0.149394232
01:36.3,1.42E+12,0.09805759,-0.14708772,0.01705302,0.177597561,0.017756723,-0.011575408,-0.01671286,0.150157162
01:36.3,1.42E+12,0.030909447,-0.19505072,0.012789832,0.19789835,0.016456392,-0.020443277,-0.015114084,0.148623867
01:36.3,1.42E+12,0.023448335,-0.10338764,-0.017053818,0.10737626,0.014090205,-0.028415833,-0.01259868,0.143625466
01:36.4,1.42E+12,-0.031975776,0.11511141,-0.027712587,0.122642058,0.008633058,-0.02613492,-0.011042548,0.140818672
01:36.4,1.42E+12,-0.027712587,0.13109916,0.006394783,0.134148688,0.005499455,-0.021295962,-0.010658839,0.140090858
01:36.4,1.42E+12,0.02131674,0.007460579,0.013855628,0.026496077,0.006565305,-0.022766842,-0.010872009,0.138811345
01:36.4,1.42E+12,0.041567683,-0.020251475,0.012789832,0.047974726,0.008888855,-0.025729907,-0.012513417,0.136253799
01:36.5,1.42E+12,0.08420196,-0.20677528,0.02557993,0.224722761,0.012640647,-0.029439067,-0.016265209,0.135990747
01:36.5,1.42E+12,0.08953121,-0.49562067,0.041567683,0.505354884,0.017266435,-0.042335851,-0.019079057,0.140599471
01:36.5,1.42E+12,-0.002132127,-0.35279667,0.022382537,0.353512396,0.020463986,-0.055573706,-0.020123591,0.140532379
01:36.5,1.42E+12,-0.13536341,-0.023448868,-0.057556238,0.148949061,0.017351699,-0.056532966,-0.02231924,0.142288475
01:36.5,1.42E+12,-0.1396266,0.005328985,-0.073543996,0.157900934,0.010892649,-0.050031284,-0.023918015,0.138073771
01:36.5,1.42E+12,-0.07993878,-0.043700077,-0.050095126,0.103968394,0.005627355,-0.044574131,-0.023747477,0.132743586
01:36.6,1.42E+12,-0.00106633,-0.17586558,-0.007461112,0.176027008,0.00509443,-0.04687637,-0.021637092,0.13364803
01:36.6,1.42E+12,-0.19398493,0.04369928,-0.073543996,0.212010612,0.002749559,-0.046684522,-0.019675925,0.134067253
01:36.6,1.42E+12,-0.18119483,0.31762296,-0.14602192,0.393749047,2.10E-05,-0.040609175,-0.020251482,0.139416989
01:36.6,1.42E+12,0.01705302,0.11724327,-0.13536341,0.179888973,0.001470539,-0.040012297,-0.021743677,0.14061464
01:36.6,1.42E+12,0.093794405,-0.067148946,-0.0724782,0.136233112,0.005350232,-0.042421115,-0.022873481,0.141047252
01:36.7,1.42E+12,-0.023448868,0.09699179,-0.10445344,0.144456837,0.006735842,-0.039244891,-0.025538107,0.141634342
01:36.7,1.42E+12,-0.019185679,0.12790178,-0.09059781,0.157907944,0.007950904,-0.034768319,-0.028288007,0.142124805
01:36.7,1.42E+12,-0.037305295,0.0948602,-0.011724833,0.102604163,0.006842412,-0.029652238,-0.028842248,0.140921932
01:36.7,1.42E+12,-0.0820709,0.0948602,0.07993824,0.1487421,0.003708808,-0.023832704,-0.026497377,0.139634385
01:36.9,1.42E+12,-0.11511194,0.14708692,0.088465154,0.206667376,0.00023414,-0.01867399,-0.023129299,0.140793568
01:36.9,1.42E+12,-0.054358847,0.07460926,0.10871663,0.142620937,-0.00144991,-0.016201219,-0.018695359,0.141111499
01:36.9,1.42E+12,0.06501655,-0.0937952,0.12150646,0.166698864,0.000617842,-0.019164289,-0.013941675,0.141767833
01:36.9,1.42E+12,0.059687298,-0.1279023,0.09272861,0.168879149,0.002706911,-0.02428037,-0.010722808,0.142111202
01:36.9,1.42E+12,-0.07141213,0.14921851,0.028777853,0.167910753,0.001918184,-0.020528578,-0.010360416,0.14444797
01:36.9,1.42E+12,0.044765607,0.075675055,-0.014922224,0.089181536,0.004284376,-0.017800005,-0.011277049,0.144226096
01:36.9,1.42E+12,0.0948602,-0.142824,-0.01279063,0.171932407,0.006821096,-0.020166191,-0.01215105,0.146649104
01:36.9,1.42E+12,-0.008526909,0.044765607,-0.04476614,0.063880162,0.006458709,-0.018396878,-0.013366118,0.146976486
01:36.9,1.42E+12,-0.01811988,0.12044066,-0.067148946,0.139080062,0.004945197,-0.015561719,-0.014154845,0.148411228
01:36.9,1.42E+12,0.00959244,-0.009593239,-0.03090998,0.033756066,0.00279218,-0.015796216,-0.013579288,0.146454759
01:36.9,1.42E+12,0.008526376,-0.069280535,0.011724034,0.070780962,0.001001556,-0.016989962,-0.011916565,0.145436697
01:37.0,1.42E+12,-0.020251475,-0.06395155,0.045831405,0.081243096,0.000298098,-0.019739862,-0.009678274,0.145061732
01:37.0,1.42E+12,-0.05968783,-0.1300339,0.054358315,0.153056456,-0.0008317,-0.025623354,-0.007866317,0.144760379
01:37.0,1.42E+12,-0.041568484,-0.18972173,0.07993824,0.210029512,-0.001876234,-0.031805286,-0.006502033,0.146552534
01:37.0,1.42E+12,-0.03837109,-0.12363885,0.07460926,0.149417025,-0.003155255,-0.034938884,-0.005841202,0.148362075
01:37.0,1.42E+12,-0.068214744,-0.05222672,0.031975243,0.091669503,-0.005436178,-0.034278053,-0.006203589,0.148015496
01:37.1,1.42E+12,-0.050095126,-0.046897735,-0.015988022,0.070459464,-0.007248118,-0.032295569,-0.006949684,0.146364149
01:37.1,1.42E+12,-0.037305295,-0.028778385,-0.01811988,0.050479803,-0.009294555,-0.029332509,-0.007226807,0.143602801
01:37.1,1.42E+12,-0.015988022,0.03304104,-0.026646258,0.045358023,-0.010552259,-0.025665986,-0.007120217,0.141297024
01:37.1,1.42E+12,0.010658237,0.075675055,-0.01279063,0.077484916,-0.010552259,-0.024131158,-0.00579857,0.141254783
01:37.1,1.42E+12,-0.00106633,0.014921425,0.02557993,0.029633069,-0.011255723,-0.024429603,-0.003432383,0.13978321
01:37.2,1.42E+12,-0.025580462,-0.12150726,0.049028795,0.133499802,-0.012406837,-0.026433403,-0.00136463,0.141121781
01:37.2,1.42E+12,-0.058622036,-0.04476614,0.015987223,0.075472788,-0.013494003,-0.028224038,-0.00029878,0.141462678
01:37.2,1.42E+12,-0.061819427,0.10232131,0.004263188,0.119622184,-0.014431947,-0.027925599,0.000276777,0.142015308
01:37.2,1.42E+12,-0.08846568,0.15881123,0.035172634,0.185160194,-0.018695338,-0.022148696,0.000276777,0.142047164
01:37.2,1.42E+12,-0.07674138,0.17586477,0.012789832,0.192305061,-0.02076308,-0.015625698,-0.00029878,0.142729503
01:37.3,1.42E+12,0.071411334,0.010658237,-0.006395315,0.07248501,-0.019505381,-0.014410631,-0.000490634,0.143160882
01:37.3,1.42E+12,0.1502843,-0.20357762,0.028777853,0.254671127,-0.017032609,-0.018887202,0.000489953,0.147471945
01:37.3,1.42E+12,0.08313616,-0.16307548,0.03410684,0.186194817,-0.017331038,-0.019206958,0.000831029,0.14764389
01:37.3,1.42E+12,0.082070366,-0.10445344,0.044765607,0.140178549,-0.01630782,-0.017395012,0.001470545,0.146489494
01:37.3,1.42E+12,0.09166281,-0.12683651,0.06821394,0.170712368,-0.01494353,-0.017863989,0.0031759,0.147756216
01:37.4,1.42E+12,0.019185146,-0.15454857,0.105518706,0.188115729,-0.013920312,-0.023257189,0.005840526,0.14906569
01:37.4,1.42E+12,-0.07034633,-0.01279063,0.052226186,0.088542537,-0.014772986,-0.026134985,0.006757154,0.148153567
01:37.4,1.42E+12,-0.05649044,0.15561382,0.026645726,0.167680725,-0.01632913,-0.02317192,0.007012956,0.15097726
01:37.4,1.42E+12,-0.087399885,0.40075913,0.014921425,0.410450081,-0.018908481,-0.014751708,0.007055587,0.158226767
01:37.4,1.42E+12,-0.004263721,0.5702294,-0.05222672,0.572631975,-0.020677795,0.000788386,0.005499454,0.165184951
01:37.5,1.42E+12,0.08953121,0.38903484,-0.029844182,0.400318148,-0.020677795,0.018481496,0.004071217,0.163084216
01:37.5,1.42E+12,0.12257226,-0.050095126,0.058621503,0.144810087,-0.018183707,0.024535527,0.004795996,0.15891017
01:37.5,1.42E+12,0.20890635,-0.67042017,0.06821394,0.705519815,-0.011298312,0.011596101,0.0073114,0.170041585
01:37.5,1.42E+12,0.087399356,-0.7929927,0.10978243,0.805312518,-0.006757793,-0.004370333,0.010977929,0.182989817
01:37.5,1.42E+12,-0.23768473,-0.36665285,0.061818894,0.441304791,-0.009912712,-0.010829388,0.013216209,0.189736545
01:37.6,1.42E+12,-0.1705366,-0.32615042,0.070345536,0.374706983,-0.013302117,-0.013835085,0.014772342,0.193710144
01:37.6,1.42E+12,-0.20038024,-0.099124454,0.040501885,0.227196612,-0.013430024,-0.01669156,0.01705326,0.194013864
01:37.6,1.42E+12,-0.27818742,0.33467653,-0.037305295,0.436793207,-0.015369875,-0.016350488,0.019227592,0.194874748
01:37.6,1.42E+12,-0.20890687,0.45085427,-0.087399885,0.504529873,-0.019889073,-0.009678268,0.020186863,0.201367566
01:37.6,1.42E+12,-0.013856427,0.37304708,-0.17906323,0.4140287,-0.02204209,-0.000874348,0.018055162,0.206923477
01:37.7,1.42E+12,0.119374864,0.31016186,-0.19718285,0.386434747,-0.019185615,0.003389054,0.016200574,0.211763036
01:37.7,1.42E+12,0.1918528,0.13536288,-0.17799717,0.294641475,-0.014964846,0.003538276,0.014452587,0.214497706
01:37.8,1.42E+12,0.25260615,-0.1332313,-0.13856082,0.317426444,-0.009166617,-0.001023555,0.011915867,0.218794152
01:37.8,1.42E+12,0.18545748,-0.39010143,-0.039436888,0.433738251,-0.003816049,-0.010722787,0.009528364,0.224494075
01:37.8,1.42E+12,-0.05968783,-0.185458,0.09059701,0.214860711,-0.002707567,-0.017373686,0.009571001,0.224657941
01:37.8,1.42E+12,-0.2621994,0.17586477,0.10338711,0.332213542,-0.006864378,-0.015348575,0.009464411,0.228449794
01:37.8,1.42E+12,-0.2813848,0.25900093,0.14282346,0.408236975,-0.013792405,-0.008292653,0.009890751,0.233280556
01:37.8,1.42E+12,-0.22915809,0.14388953,0.15987702,0.314290134,-0.019569313,-0.002856816,0.011233719,0.236188776
01:37.8,1.42E+12,-0.12683651,0.058621503,0.10765083,0.176387874,-0.0206778,-0.004668756,0.012811179,0.236358318
01:37.8,1.42E+12,-0.010659036,0.027712055,0.044765607,0.053717154,-0.021786293,-0.005628016,0.014004935,0.23564903
01:37.9,1.42E+12,0.060753096,0.002131594,0.002131594,0.06082784,-0.022468435,-0.002728904,0.01430338,0.233426939
01:37.9,1.42E+12,0.13216496,0.045831405,-0.051160924,0.148948093,-0.019654598,-0.002707588,0.014175484,0.235128298
01:37.9,1.42E+12,0.15348223,0.014921425,-0.045831937,0.160872652,-0.016222556,-0.004817973,0.014601824,0.235564149
01:37.9,1.42E+12,0.082070366,0.038370293,-0.039436888,0.098808362,-0.014772997,-0.003858702,0.014431286,0.236865195
01:37.9,1.42E+12,0.015987223,0.13962607,-0.03090998,0.143897386,-0.01462378,0.00031943,0.013578606,0.238327524
01:38.0,1.42E+12,0.005328985,0.03304104,0.049028795,0.059362708,-0.014112171,0.002259281,0.013642554,0.237889916
01:38.0,1.42E+12,0.020250943,-0.049029328,0.10232131,0.115254615,-0.012513396,0.003879373,0.014601814,0.237133879
01:38.0,1.42E+12,-0.043700077,0.02131674,0.10978243,0.120067823,-0.012556027,0.008100142,0.015198697,0.235334645
01:38.0,1.42E+12,-0.043700077,0.08953121,0.10338711,0.143577257,-0.012662607,0.012363543,0.015774254,0.23521785
01:38.0,1.42E+12,0.015987223,-0.00106633,0.0948602,0.096203877,-0.010978568,0.013386751,0.017031954,0.235308538
01:38.1,1.42E+12,0.057555705,-0.14389032,0.070345536,0.170192767,-0.008825551,0.0114469,0.018758625,0.237303204
01:38.3,1.42E+12,0.06288496,-0.15241697,0.027712055,0.16719273,-0.006821746,0.008974128,0.019675263,0.239637462
01:38.3,1.42E+12,0.01705302,-0.1406924,-0.01811988,0.142875775,-0.006160925,0.005499459,0.019845791,0.241587817
01:38.3,1.42E+12,-0.013856427,-0.10019025,-0.026646258,0.10459498,-0.006651219,0.001982153,0.019568678,0.242130018
01:38.3,1.42E+12,-0.025580462,-0.07034633,-0.007461112,0.075223895,-0.007141501,0.000276798,0.018907858,0.243041835
01:38.3,1.42E+12,-0.023448868,-0.06501735,0.007460579,0.069518094,-0.007098869,0.001406596,0.018076493,0.241762201
01:38.3,1.42E+12,-0.028778385,0.023448335,0.013855628,0.039623204,-0.006501996,0.002770886,0.018033861,0.241045209
01:38.3,1.42E+12,-0.033041574,0.02557993,0.022382537,0.047403126,-0.005926439,0.001236058,0.018396248,0.239600828
01:38.3,1.42E+12,-0.021317273,-0.039436888,0.024514131,0.051094392,-0.004583471,-0.002728904,0.018183078,0.236919512
01:38.3,1.42E+12,-0.004263721,-0.02238307,-0.003197924,0.023008865,-0.003133918,-0.006693861,0.017863323,0.233533588
01:38.3,1.42E+12,-0.01279063,0.01705302,-0.019185679,0.028679191,-0.004817957,-0.006565966,0.017607516,0.232657472
01:38.3,1.42E+12,-0.010659036,0.046897203,-0.01279063,0.049765077,-0.008036824,-0.001556469,0.016776146,0.228559351
01:38.3,1.42E+12,0.006394783,0.012789832,0.01705302,0.022254854,-0.009571651,0.001960837,0.01643507,0.225280551
01:38.3,1.42E+12,-0.027712587,0.002131594,0.046897203,0.054514941,-0.011767311,0.004092538,0.016477702,0.223567279
01:38.3,1.42E+12,-0.09699259,0.07354346,0.040501885,0.128283303,-0.015540419,0.008100137,0.015923461,0.222718698
01:38.4,1.42E+12,-0.15454857,0.026645726,0.036238696,0.16096117,-0.019015093,0.011724023,0.01453786,0.222175607
01:38.4,1.42E+12,-0.19185333,-0.05222672,0.02557993,0.200473598,-0.021445233,0.010935301,0.014004935,0.224414228
01:38.4,1.42E+12,-0.17586558,0.014921425,-0.045831937,0.182351083,-0.023832736,0.008121453,0.012555382,0.224707635
01:38.4,1.42E+12,-0.10871716,0.13856028,-0.10338764,0.204223838,-0.024259081,0.002877476,0.010189201,0.22058311
01:38.4,1.42E+12,-0.039436888,0.17693058,-0.11830986,0.216464596,-0.024962544,-0.0049885,0.008867538,0.213459763
01:38.5,1.42E+12,0.03304104,0.12257226,-0.10871716,0.167137937,-0.026092348,-0.010317752,0.007290078,0.208796158
01:38.5,1.42E+12,0.070345536,0.044765607,-0.069280535,0.108407779,-0.027136882,-0.008420537,0.004732038,0.208068112
01:38.5,1.42E+12,0.050094593,-0.081005104,-0.019185679,0.0971565,-0.030313118,0.003367764,0.002984045,0.195900846
01:38.5,1.42E+12,-0.040502686,-0.17906323,-0.005329518,0.183664127,-0.032871158,0.015646354,0.000681806,0.183467878
01:38.6,1.42E+12,-0.11511194,-0.15028511,-0.05222672,0.196377196,-0.030419703,0.019973709,-0.001599106,0.178569326
01:38.6,1.42E+12,-0.013856427,-0.18012902,-0.08846568,0.201158249,-0.027286099,0.022894137,-0.00477533,0.175098352
01:38.6,1.42E+12,0.09805759,-0.2248949,-0.06608315,0.254086579,-0.021317342,0.020378728,-0.006907031,0.175636151
01:38.6,1.42E+12,0.06927974,0.024514131,-0.19824864,0.21143119,-0.014367999,0.01417548,-0.010125898,0.171128911
01:38.6,1.42E+12,0.15561382,0.26965997,-0.28884566,0.424692802,-0.007077585,0.010551594,-0.014154813,0.169532169
01:38.6,1.42E+12,0.037304495,0.11724327,-0.19398493,0.229712348,-0.006054367,0.005435518,-0.014453247,0.165845842
01:38.7,1.42E+12,-0.13429762,0.006394783,-0.09059781,0.162125591,-0.011127817,-0.000639824,-0.012321547,0.161359659
01:38.7,1.42E+12,-0.068214744,0.20570895,-0.12577072,0.250574734,-0.016329168,0.000767097,-0.011277018,0.160478324
01:38.7,1.42E+12,0.07780665,0.118309066,-0.07993878,0.162607252,-0.019825158,0.005797905,-0.010104577,0.15738194
01:38.7,1.42E+12,0.12150646,0.10871663,-0.023448868,0.1647209,-0.021104178,0.015774266,-0.009784816,0.152001593
01:38.7,1.42E+12,0.05116039,0.23342101,-0.049029328,0.243939805,-0.018887214,0.024151846,-0.012577343,0.152583175
01:38.8,1.42E+12,-0.004263721,0.31762296,-0.11511194,0.337865776,-0.0137285,0.02698701,-0.016947324,0.15269622
01:38.8,1.42E+12,0.05542411,0.007460579,-0.002132127,0.055964615,-0.006992322,0.021956203,-0.019846436,0.145650773
01:38.8,1.42E+12,0.07354346,-0.30483368,0.0948602,0.327613599,-0.000938291,0.012981739,-0.021146772,0.145917242
01:38.8,1.42E+12,0.12044066,-0.31229424,0.118309066,0.355008,0.004007253,0.005563424,-0.020933608,0.149489645
01:38.8,1.42E+12,0.105518706,-0.20997268,0.1502843,0.278941023,0.006330807,0.000809729,-0.018823234,0.153994122
01:38.9,1.42E+12,-0.019185679,-0.31122845,0.18439168,0.362258927,0.004732032,-0.005457472,-0.015178032,0.160022744
01:38.9,1.42E+12,-0.021317273,-0.22276278,0.14708692,0.267791419,0.001662387,-0.010829355,-0.011213075,0.16239961
01:38.9,1.42E+12,0.03304104,0.14495532,0.054358315,0.158299026,-0.000746437,-0.008228678,-0.00920927,0.162348138
01:38.9,1.42E+12,0.010658237,0.2248941,-0.004263721,0.225186886,-0.002174679,-0.004498201,-0.008505807,0.164875708
01:38.9,1.42E+12,0.02557993,0.18652327,-0.058622036,0.197184701,-0.001982825,-0.003560257,-0.009060048,0.165941454
01:39.0,1.42E+12,0.087399356,0.13856028,-0.10125605,0.192588645,-0.000341418,-0.001449873,-0.012065745,0.168605973
01:39.0,1.42E+12,0.10338711,0.041567683,-0.09059781,0.143613126,0.001321306,0.000362068,-0.015924127,0.169173143
01:39.0,1.42E+12,0.026645726,0.031975243,-0.09059781,0.099701425,0.002728222,0.000575238,-0.019931732,0.168765815
01:39.0,1.42E+12,-0.009593239,-0.007461112,-0.05542464,0.056741424,0.003410359,-0.001364609,-0.023107967,0.167029099
01:39.0,1.42E+12,-0.027712587,-0.0724782,-0.02238307,0.080759388,0.002536362,-0.002792846,-0.025452832,0.166720209
01:39.1,1.42E+12,-0.009593239,-0.054358847,0.011724034,0.0564302,0.001193384,-0.001002217,-0.026625262,0.164444958
01:39.1,1.42E+12,0.001065797,-0.0959268,0.082070366,0.126248294,-4.30E-05,0.000127587,-0.025538096,0.163626069
01:39.1,1.42E+12,-0.028778385,-0.10978296,0.13429682,0.175829831,-0.000959628,0.000745776,-0.022489762,0.16428515
01:39.1,1.42E+12,-0.034107372,-0.015988022,0.11404561,0.120105499,-0.001364647,0.00242982,-0.019675925,0.16459536
01:39.1,1.42E+12,-0.01811988,0.061818894,0.09059701,0.1111653,-0.001215435,0.005073125,-0.017714762,0.165314189
01:39.2,1.42E+12,0.008526376,0.12470385,0.060753096,0.138977293,-0.00057593,0.008867549,-0.016648912,0.166703372
01:39.2,1.42E+12,0.057555705,0.14708692,0.024514131,0.15983793,0.001150752,0.01134032,-0.016435742,0.169107667
01:39.2,1.42E+12,0.07460926,0.07460926,0.011724034,0.106162782,0.003303768,0.012320907,-0.016648912,0.17028286
01:39.2,1.42E+12,0.053291984,0.019185146,0.006394783,0.056999988,0.004795953,0.013493348,-0.017011299,0.170400972
01:39.2,1.42E+12,0.037304495,-0.013856427,0.015987223,0.042886096,0.005627318,0.01366388,-0.016627596,0.170798517
01:39.3,1.42E+12,0.014921425,-0.068214744,0.040501885,0.080723621,0.006181559,0.011958525,-0.015433845,0.171839405
01:39.3,1.42E+12,-0.011724833,-0.07674138,0.05542411,0.095386284,0.006160243,0.009485753,-0.01406955,0.172751829
01:39.3,1.42E+12,-0.024514664,-0.061819427,0.063950755,0.092262177,0.005542054,0.007993568,-0.013131595,0.174151976
01:39.3,1.42E+12,-0.027712587,-0.024514664,0.061818894,0.072045346,0.005542054,0.007460643,-0.012833162,0.174502584
01:39.3,1.42E+12,-0.025580462,0.002131594,0.059687298,0.064972896,0.006970297,0.006032406,-0.012449453,0.173236376
01:39.4,1.42E+12,-0.007461112,-0.025580462,0.050094593,0.056740607,0.009912046,0.004987882,-0.012172335,0.171151965
01:39.4,1.42E+12,-0.005329518,-0.04796353,0.04263348,0.064393459,0.013642522,0.005073146,-0.011831264,0.168430362
01:39.4,1.42E+12,-0.019185679,-0.046897735,0.04369928,0.066911246,0.01677612,0.003836763,-0.01004064,0.166121565
01:39.4,1.42E+12,-0.021317273,-0.027712587,0.05116039,0.061966113,0.018524118,0.000511305,-0.006949679,0.163276411
01:39.4,1.42E+12,-0.010659036,-0.034107372,0.046897203,0.058959948,0.019099675,-0.003709454,-0.003645538,0.160126318
01:39.5,1.42E+12,-0.004263721,-0.04263428,0.03410684,0.054764383,0.018353579,-0.007013585,-0.000789058,0.157878847
01:39.5,1.42E+12,-0.019185679,0.030909447,0.006394783,0.03693748,0.016562955,-0.007290708,0.000724448,0.156449441
01:39.5,1.42E+12,-0.010659036,0.06288496,-0.015988022,0.065755229,0.015347883,-0.004412906,0.000788401,0.155821415
