time,time_milisec,gx,gy,gz,resultant,MA_gx,MA_gy,MA_gz,MA_gR
35:50.1,1.42E+12,-0.010659036,0.006394783,0.002131594,0.012611581,-0.000511924,-0.001215387,-6.41717E-05,0.016222502
35:50.2,1.42E+12,-0.006395315,-0.006395315,0.004263188,0.009998744,-0.000490608,-0.001130112,-4.28557E-05,0.016154516
35:50.2,1.42E+12,-0.003197924,-0.015988022,0.005328985,0.017153473,-0.00063983,-0.001428546,0.000127682,0.016388887
35:50.2,1.42E+12,0.002131594,-0.021317273,0.001065797,0.021450076,-0.000916943,-0.001961471,0.000298221,0.016449293
35:50.2,1.42E+12,0.006394783,-0.028778385,-0.004263721,0.029787044,-0.000938258,-0.002942058,0.000362168,0.016588337
35:50.2,1.42E+12,-0.003197924,-0.003197924,-0.005329518,0.006989792,-0.00098089,-0.003688153,0.000362168,0.016037389
35:50.2,1.42E+12,-0.009593239,0.03410684,-0.007461112,0.036207388,-0.001258019,-0.003666837,0.000298221,0.016089804
35:50.2,1.42E+12,-0.008526909,0.057555705,-0.008526909,0.058805404,-0.001599085,-0.002899426,0.000191641,0.016841178
35:50.3,1.42E+12,-0.005329518,0.035172634,-0.005329518,0.035971123,-0.001812255,-0.002430454,6.37346E-05,0.017302154
35:50.3,1.42E+12,-0.007461112,-0.004263721,0.004263188,0.009592824,-0.002195958,-0.002728893,0.000127682,0.017176403
35:50.3,1.42E+12,-0.011724833,-0.007461112,0.005328985,0.014884152,-0.002792841,-0.003240502,0.000170314,0.016957619
35:50.3,1.42E+12,-0.013856427,-0.007461112,0.008526376,0.017898823,-0.003432357,-0.003538936,0.000276894,0.016918509
35:50.3,1.42E+12,-0.008526909,-0.006395315,0.006394783,0.012429862,-0.003922639,-0.003816054,0.000383474,0.016813616
35:50.4,1.42E+12,-0.00106633,0.002131594,0.004263188,0.004884212,-0.004157131,-0.003986587,0.00051138,0.016606839
35:50.4,1.42E+12,0.001065797,-0.002132127,0,0.002383671,-0.004242394,-0.004221078,0.000639286,0.016400494
35:50.4,1.42E+12,0.007460579,0.012789832,-0.008526909,0.017086492,-0.004071856,-0.004285026,0.000554023,0.016410617
35:50.4,1.42E+12,0.011724034,0.019185146,-0.01279063,0.025867412,-0.003709469,-0.004050535,0.000212946,0.016713737
35:50.4,1.42E+12,0.004263188,0.022382537,-0.007461112,0.023975423,-0.003411025,-0.00330444,-4.28557E-05,0.01681131
35:50.5,1.42E+12,0,0.02557993,-0.004263721,0.025932839,-0.003197844,-0.002387812,-0.000213394,0.016864387
35:50.5,1.42E+12,-0.003197924,0.029843649,-0.004263721,0.030315828,-0.002878089,-0.001428541,-0.000426564,0.016927633
35:50.5,1.42E+12,-0.002132127,0.037304495,-0.006395315,0.037908724,-0.002537018,-0.000703767,-0.000618418,0.017296218
35:50.5,1.42E+12,0,0.040501885,-0.004263721,0.040725692,-0.002558334,0.000234177,-0.000703693,0.017981062
35:50.5,1.42E+12,0.00959244,0.044765607,-0.008526909,0.046569117,-0.002537013,0.001406618,-0.000788956,0.018576064
35:50.6,1.42E+12,0.012789832,0.05542411,-0.009593239,0.057683984,-0.002430428,0.002557742,-0.000895547,0.019552672
35:50.6,1.42E+12,0.008526376,0.07887244,-0.014922224,0.080723192,-0.002430428,0.00398598,-0.001130033,0.020931691
35:50.6,1.42E+12,0.011724034,0.119374864,-0.017053818,0.121155453,-0.002302527,0.006202949,-0.001449782,0.023152578
35:50.6,1.42E+12,0.015987223,0.14282346,-0.01811988,0.144853243,-0.002004098,0.009102061,-0.00181218,0.02600197
35:50.6,1.42E+12,0.014921425,0.12044066,-0.013856427,0.122149916,-0.001620395,0.011553517,-0.002110624,0.028347272
35:50.7,1.42E+12,0.019185146,0.09805759,-0.01279063,0.100732125,-0.00108747,0.013599943,-0.002430385,0.030178534
35:50.7,1.42E+12,0.018119348,0.095925994,-0.01811988,0.099289663,-0.000661124,0.01575296,-0.002792782,0.031921265
35:50.7,1.42E+12,0.00959244,0.09912392,-0.024514664,0.10255991,-0.000426633,0.017948619,-0.003283076,0.03375506
35:50.7,1.42E+12,0.012789832,0.1065845,-0.026646258,0.110606774,-4.29302E-05,0.020058993,-0.003837317,0.035835784
35:50.7,1.42E+12,0.020250943,0.0948602,-0.026646258,0.100591159,0.000553953,0.021764348,-0.004391558,0.037575445
35:50.8,1.42E+12,0.036238696,0.06608235,-0.023448868,0.078930156,0.00142795,0.023320492,-0.004860535,0.038876099
35:50.8,1.42E+12,0.045831405,0.03943609,-0.021317273,0.064110444,0.002429852,0.024514243,-0.005265554,0.03974385
35:50.8,1.42E+12,0.040501885,0.03943609,-0.02238307,0.060799751,0.003325164,0.025899848,-0.005777163,0.040353519
35:50.8,1.42E+12,0.03943609,0.070345536,-0.029844182,0.085990551,0.004156529,0.028052865,-0.006523259,0.041311256
35:50.8,1.42E+12,0.041567683,0.10338711,-0.034107372,0.116533599,0.004987882,0.030951977,-0.007375934,0.042793249
35:50.9,1.42E+12,0.045831405,0.10445291,-0.034107372,0.119055621,0.005840563,0.033701867,-0.008143345,0.044504991
35:50.9,1.42E+12,0.052226186,0.1065845,-0.039436888,0.125072372,0.006842454,0.036195954,-0.008974714,0.04663906
35:50.9,1.42E+12,0.06501655,0.12044066,-0.039436888,0.142437258,0.008249376,0.03886058,-0.009763452,0.049210674
35:50.9,1.42E+12,0.06714814,0.101255514,-0.036239497,0.126786643,0.009784203,0.040629894,-0.010466916,0.05142594
35:50.9,1.42E+12,0.07354346,0.081004575,-0.034107372,0.114602332,0.011446937,0.041887598,-0.010999841,0.053281634
35:51.0,1.42E+12,0.07674085,0.095925994,-0.040502686,0.129349998,0.013173619,0.04374217,-0.011745936,0.055656521
35:51.0,1.42E+12,0.059687298,0.16520654,-0.045831937,0.181538814,0.014473955,0.047302114,-0.012641248,0.059009347
