time,time_milisec,ax,ay,az,resultant,MA_x,Ma_y,Ma_z,Ma_R,,,
55:50.5,1.42E+12,-1.2497511,-15.21526,-2.5595274,15.47957348,-3.090430564,-9.190896569,-0.12379261,10.88500043,,,
55:50.5,1.42E+12,-0.36269578,-14.613212,-2.0155587,14.75601539,-3.047476008,-9.252476691,-0.255423983,10.92782561,,,
55:50.6,1.42E+12,-1.2963043,-13.819412,3.1237042,14.22723026,-2.980775941,-9.335095691,-0.280724428,10.98074938,,,
55:50.6,1.42E+12,-3.874992,-10.759326,5.0600777,12.50532068,-2.925693545,-9.322882324,-0.206527698,10.96656755,,,
55:50.6,1.42E+12,-5.524412,-11.061098,3.226241,12.77793598,-2.830858096,-9.280025528,-0.096769208,10.88505532,,,
55:50.6,1.42E+12,-8.33886,-12.937297,0.56238055,15.40215932,-2.835324341,-9.289376507,-0.014904754,10.88749522,,,
55:50.6,1.42E+12,-9.224418,-13.129796,-2.5715024,16.2509709,-2.914341667,-9.333122262,-0.129893182,10.96202968,,,
55:50.7,1.42E+12,-6.373596,-12.639117,-1.9911593,14.29456959,-2.998863861,-9.383634569,-0.222996511,11.03499894,,,
55:50.7,1.42E+12,-3.6901264,-10.159224,4.33274,11.64471988,-3.032253614,-9.408583711,-0.153253786,11.08457891,,,
55:50.7,1.42E+12,-2.1146526,-9.543854,0.6831793,9.799165207,-3.039258437,-9.458081807,-0.173898611,11.13091337,,,
55:50.7,1.42E+12,-2.165397,-8.017328,1.902843,8.519818303,-3.039105694,-9.520083487,-0.183487856,11.18380264,,,
55:50.7,1.42E+12,-1.7275575,-6.136938,2.7864556,6.957786842,-3.01925208,-9.570400277,-0.194442625,11.21068596,,,
55:50.8,1.42E+12,-2.2617965,-4.219725,3.0563443,5.680056599,-3.010472375,-9.59380365,-0.194063823,11.22270792,,,
55:50.8,1.42E+12,-2.8484266,-3.1025982,3.4726286,5.458827629,-3.015314347,-9.604434607,-0.172404784,11.24446095,,,
55:50.8,1.42E+12,-2.8238778,-2.8345056,3.1530433,5.094152518,-3.01298348,-9.624670079,-0.147443423,11.26742171,,,
55:50.8,1.42E+12,-3.0178742,-2.072141,2.4712112,4.416810818,-2.999022714,-9.650828947,-0.115571942,11.27810945,,,
55:50.8,1.42E+12,-3.3191977,-0.8096663,1.6443306,3.79162973,-2.983626157,-9.637925169,-0.082105821,11.2672997,,,
55:50.9,1.42E+12,-3.7603304,-1.137335,0.52316207,3.963245409,-2.988052669,-9.580438596,-0.03325842,11.23329741,,,
55:50.9,1.42E+12,-3.3783247,-2.5153692,-0.24099883,4.218796087,-2.963317369,-9.372401824,0.220833604,10.94106253,,,
55:50.9,1.42E+12,-3.307971,-7.285799,-6.4970894,10.30716789,-2.936688047,-9.140552314,0.459168616,10.61172746,,,
55:50.9,1.42E+12,-5.6006036,-17.062418,-17.205671,24.87022282,-2.991700182,-9.243141008,0.346865412,10.77159481,,,
55:50.9,1.42E+12,-2.7749295,-17.17693,-15.367344,23.21427189,-2.95511809,-9.471834816,0.148048235,11.05373847,,,
55:51.0,1.42E+12,-2.8503726,-7.1727843,-8.416398,11.41968537,-2.838877163,-9.516891129,-0.013410907,11.08482095,,,
55:51.0,1.42E+12,-6.867569,-6.050119,-2.716102,9.546970931,-2.811096163,-9.440381884,-0.03810344,11.01671303,,,
55:51.1,1.42E+12,-8.442743,-7.9921803,-3.2370186,12.06785585,-2.848335047,-9.356528706,-0.196892628,10.96663649,,,
55:51.1,1.42E+12,-6.7114434,-10.941647,3.1332843,13.21289454,-2.847229184,-9.389881808,-0.257226342,10.97060156,,,
55:51.1,1.42E+12,-7.635472,-9.239387,6.9075356,13.83404326,-2.940308073,-9.454657318,-0.192460007,11.0946048,,,
55:51.1,1.42E+12,-5.765261,-6.3065357,5.278174,10.04339324,-3.002263926,-9.452885496,-0.19597922,11.11929277,,,
55:51.1,1.42E+12,-2.960394,-6.793922,4.073479,8.456626984,-3.02771712,-9.418087455,-0.269931558,11.05527035,,,
55:51.1,1.42E+12,-2.139052,-8.791069,6.72282,11.27185639,-3.073109465,-9.341126067,-0.265181226,10.99673916,,,
55:51.1,1.42E+12,0.8012837,-11.640095,6.9418144,13.57654795,-3.102888357,-9.284122169,-0.103276073,10.97497826,,,
55:51.1,1.42E+12,1.6877403,-13.53186,0.56746995,13.64850631,-3.096662528,-9.330815884,-0.107076333,11.02181294,,,
55:51.2,1.42E+12,0.9675879,-11.372002,-0.48648834,11.42345511,-3.039481436,-9.372004741,-0.128359626,11.06008489,,,
55:51.2,1.42E+12,-1.2801379,-9.518855,1.789379,9.769812217,-2.990499622,-9.404352767,-0.09795754,11.08087787,,,
55:51.2,1.42E+12,-2.3528073,-9.012309,1.4831158,9.431704415,-2.941407832,-9.42840378,-0.043974899,11.08480925,,,
55:51.2,1.42E+12,-2.78436,-8.570727,-0.023950195,9.011692157,-2.910856057,-9.445630196,-0.026895111,11.08759122,,,
55:51.2,1.42E+12,-3.6091447,-8.32434,-1.5693365,9.207789037,-2.924749612,-9.450032278,-0.047845421,11.09921382,,,
55:51.3,1.42E+12,-3.1672637,-8.127349,-0.9663904,8.776062415,-2.967609465,-9.444121094,-0.073717131,11.10505748,,,
55:51.3,1.42E+12,-2.150428,-8.287516,-0.19998413,8.564301237,-3.00160713,-9.440528563,-0.096237646,11.10585094,,,
55:51.3,1.42E+12,-1.375789,-8.393346,0.6506969,8.530208608,-3.016579057,-9.434208033,-0.105533619,11.10041555,,,
55:51.4,1.42E+12,-1.0948234,-8.445887,0.7773335,8.551952576,-3.00321094,-9.416511176,-0.100890214,11.08123218,,,
55:51.4,1.42E+12,-1.2707076,-8.736881,1.1434722,8.902545483,-2.980895102,-9.390379788,-0.073512452,11.05282639,,,
55:51.4,1.42E+12,-1.8473085,-9.764495,0.67958677,9.960911077,-2.973667275,-9.378737686,-0.016905675,11.03626665,,,
55:51.4,1.42E+12,-1.8116826,-10.702444,-0.21210891,10.85677169,-2.992634975,-9.369020135,0.052158868,11.01750812,,,
55:51.4,1.42E+12,-0.96145064,-11.133847,-2.8630962,11.53621499,-3.000825086,-9.34595891,0.025447066,11.00039776,,,
55:51.4,1.42E+12,0.29039612,-11.958931,-4.2758584,12.70367371,-2.962999661,-9.342940686,-0.081045769,11.00978662,,,
55:51.4,1.42E+12,-0.53708315,-12.609329,-0.87178713,12.6508359,-2.937974152,-9.344015992,-0.080935794,11.00857609,,,
55:51.5,1.42E+12,-1.2484039,-12.8801155,0.93450665,12.97417397,-2.951088716,-9.326254961,0.009234856,10.98360386,,,
55:51.5,1.42E+12,-1.5801141,-13.230836,-1.8866767,13.45776099,-2.974140779,-9.301574655,0.018509448,10.95956518,,,
55:51.5,1.42E+12,-1.4548247,-13.28218,-4.2430763,14.01914822,-2.978325954,-9.262124043,-0.015848693,10.92976058,,,
55:51.5,1.42E+12,-1.739832,-14.001434,-4.1528144,14.70758433,-3.006430775,-9.249638778,-0.059466156,10.92877219,,,
55:51.5,1.42E+12,-0.73871386,-14.388529,-3.430566,14.81027508,-2.995051378,-9.26125341,-0.193226772,10.94067106,,,
55:51.6,1.42E+12,0.07634125,-14.953454,0.90726334,14.98114619,-2.914411924,-9.346847859,-0.277978086,10.99119812,,,
55:51.6,1.42E+12,-1.053659,-13.611196,7.5449104,15.59809369,-2.823172067,-9.398890676,-0.189841976,11.04875235,,,
55:51.6,1.42E+12,-4.544849,-11.266321,4.5586205,12.97561799,-2.745743271,-9.364789124,-0.108286058,10.9992311,,,
55:51.6,1.42E+12,-7.5038958,-12.7819195,1.5563136,14.90328924,-2.710630573,-9.357689604,-0.024044915,10.9717274,,,
55:51.6,1.42E+12,-9.396859,-13.74846,-1.0913805,16.68868547,-2.772329818,-9.380329257,-0.005682083,11.0205869,,,
55:51.7,1.42E+12,-6.5165486,-13.342953,-2.628085,15.08000767,-2.830011904,-9.445303318,-0.147739736,11.09069482,,,
55:51.7,1.42E+12,-4.112548,-10.894046,3.5519636,12.17414205,-2.870785279,-9.472858257,-0.089193117,11.13916373,,,
55:51.7,1.42E+12,-2.5373735,-9.144933,2.6300309,9.84810268,-2.878376636,-9.495870604,-0.074352548,11.16627158,,,
55:51.7,1.42E+12,-2.4632776,-8.273445,1.6584014,8.790217512,-2.893391332,-9.539472788,-0.097374062,11.20366812,,,
55:51.7,1.42E+12,-2.13516,-6.771768,2.3366408,7.475001023,-2.890806914,-9.591555298,-0.112061889,11.24029964,,,
55:51.8,1.42E+12,-2.237547,-5.257966,2.8680358,6.393625918,-2.878339983,-9.635542396,-0.124400517,11.25937716,,,
55:51.8,1.42E+12,-2.824776,-3.8673577,3.1292427,5.720836906,-2.878358314,-9.65662101,-0.124886244,11.27216663,,,
55:51.8,1.42E+12,-3.044968,-2.8605514,3.1452594,5.229458971,-2.878911249,-9.672711018,-0.111130158,11.28875129,,,
55:51.8,1.42E+12,-3.3910482,-2.1636007,2.7291248,4.860915352,-2.880377585,-9.700342333,-0.088991501,11.31057344,,,
55:51.8,1.42E+12,-3.3184493,-1.1621833,1.9718496,4.031248767,-2.871359604,-9.700849441,-0.059426449,11.31196127,,,
55:51.9,1.42E+12,-3.588787,-0.5730084,0.8931926,3.74239546,-2.875654753,-9.661209424,-0.036279686,11.30223881,,,
55:51.9,1.42E+12,-3.3539255,-1.8790425,0.45220962,3.870931479,-2.8765926,-9.550867455,0.105542743,11.17088704,,,
55:51.9,1.42E+12,-3.128644,-5.608088,-2.3095472,6.824446686,-2.826144444,-9.317105618,0.40954527,10.8026059,,,
55:51.9,1.42E+12,-4.655918,-14.018498,-13.724659,20.16338571,-2.864531965,-9.252647822,0.443069454,10.74034291,,,
55:51.9,1.42E+12,-4.2201743,-18.824554,-17.6724,26.1627106,-2.892487102,-9.490439041,0.254171454,11.04122098,,,
55:52.0,1.42E+12,-2.4237597,-10.366543,-12.66636,16.54619293,-2.801797116,-9.578529327,0.051104964,11.18406225,,,
55:52.0,1.42E+12,-3.2102244,-5.2292256,-6.235134,8.747984743,-2.695011022,-9.522142496,-0.010081065,11.11630977,,,
55:52.0,1.42E+12,-7.43908,-5.9020767,-0.24893235,9.499283548,-2.709860749,-9.419294122,-0.079105894,11.04052179,,,
55:52.0,1.42E+12,-6.4806232,-5.8155565,-1.0208771,8.767061339,-2.686292406,-9.349420031,-0.240910235,10.937114,,,
55:52.0,1.42E+12,-4.5243416,-8.574919,3.5121465,10.31184153,-2.66096752,-9.395713567,-0.276951613,10.94259254,,,
55:52.1,1.42E+12,-7.975864,-12.777729,4.630022,15.75823177,-2.763324051,-9.517832078,-0.265593592,11.09160488,,,
55:52.1,1.42E+12,-5.494175,-14.754967,1.5473323,15.82053246,-2.831795949,-9.639544282,-0.37121579,11.184435,,,
55:52.1,1.42E+12,-0.5755531,-9.2046585,1.0217752,9.279063748,-2.859894659,-9.589841496,-0.492032917,11.09673124,,,
55:52.1,1.42E+12,-0.993484,-5.567672,4.9976573,7.547354533,-2.914613522,-9.427307047,-0.40162093,10.97221794,,,
55:52.1,1.42E+12,-2.4165747,-6.575077,7.318731,10.13090787,-2.983678065,-9.329410618,-0.242330739,10.94583943,,,
55:52.2,1.42E+12,-3.023862,-8.9900055,4.7273197,10.59771163,-3.019264271,-9.318617771,-0.182372766,10.96273533,,,
55:52.2,1.42E+12,-0.52510804,-13.053905,2.040407,13.22283763,-2.981964286,-9.401099322,-0.170999476,11.0401054,,,
55:52.2,1.42E+12,1.3394147,-13.5362015,0.45490402,13.60991258,-2.897805619,-9.502435537,-0.161226941,11.13394663,,,
55:52.2,1.42E+12,-0.7830217,-10.037677,0.03382965,10.06822859,-2.840129639,-9.537401598,-0.128509265,11.15150662,,,
55:52.3,1.42E+12,-2.7779233,-8.120463,-0.41299117,8.592400066,-2.832183917,-9.537261067,-0.117215403,11.14775841,,,
55:52.3,1.42E+12,-4.122128,-7.3673797,-0.6394702,8.466353703,-2.872422692,-9.518482776,-0.126184506,11.14575948,,,
55:52.3,1.42E+12,-3.869753,-7.5598793,0.4312532,8.503689942,-2.923319917,-9.501473251,-0.130662949,11.14521829,,,
55:52.4,1.42E+12,-2.9045599,-7.883656,0.20716919,8.404250068,-2.960253315,-9.489999149,-0.142298956,11.14220395,,,
55:52.4,1.42E+12,-1.8910176,-8.367899,-0.03966751,8.579000801,-2.972912702,-9.482468904,-0.166444664,11.135601,,,
55:52.4,1.42E+12,-1.2404704,-8.563243,0.20761825,8.655114259,-2.960528251,-9.457953557,-0.176076674,11.10895208,,,
55:52.4,1.42E+12,-0.9508228,-9.147628,0.44427612,9.207635054,-2.942959684,-9.426222618,-0.162681062,11.07529623,,,
55:52.4,1.42E+12,-1.0847942,-9.817783,0.54157376,9.892367949,-2.9454769,-9.399364169,-0.093198001,11.04174833,,,
55:52.4,1.42E+12,-1.0572515,-10.023755,-0.46074188,10.08988246,-2.972979912,-9.359870782,-0.01533848,10.98840565,,,
55:52.4,1.42E+12,-0.25192612,-10.841206,-2.4439678,11.11612311,-2.967160381,-9.323786639,-0.0474238,10.95708499,,,
55:52.4,1.42E+12,0.4010161,-12.065959,-3.0446687,12.45063002,-2.933498748,-9.3071712,-0.12863146,10.94640041,,,
55:52.5,1.42E+12,-0.8563692,-11.932137,-0.599653,11.97784811,-2.918728444,-9.280667139,-0.102365671,10.91619811,,,
55:52.5,1.42E+12,-1.9360739,-11.877201,1.3271402,12.1069231,-2.928549857,-9.251994098,0.011312217,10.87717311,,,
55:52.5,1.42E+12,-1.8287472,-12.919784,-0.8988808,13.07949241,-2.930364452,-9.229919608,0.077719025,10.84394674,,,
55:52.5,1.42E+12,-0.8741821,-14.119089,-2.6078768,14.38450173,-2.93312911,-9.224420833,0.094508601,10.83525749,,,
55:52.5,1.42E+12,-0.8704399,-15.618371,-2.3221211,15.8140262,-2.952451175,-9.237990567,0.028602796,10.85225504,,,
55:52.6,1.42E+12,-0.5704637,-15.329473,-2.400558,15.52677848,-2.942590046,-9.273057445,-0.174365947,10.85079963,,,
55:52.6,1.42E+12,-0.5812413,-14.924265,0.30326936,14.93865789,-2.861700093,-9.347709363,-0.261209848,10.89086167,,,
55:52.6,1.42E+12,-3.2424073,-11.356134,2.8735743,12.15452236,-2.77473094,-9.3186117,-0.234326976,10.83476439,,,
55:52.7,1.42E+12,-4.39052,-9.842333,4.1520658,11.54936514,-2.672560756,-9.238894822,-0.127317868,10.7298803,,,
55:52.7,1.42E+12,-6.186635,-11.147469,2.6276357,13.01710364,-2.665827826,-9.194089027,-0.020058262,10.68778021,,,
55:52.7,1.42E+12,-9.592053,-12.773538,-0.5363347,15.98306631,-2.777654458,-9.232446006,-0.103492921,10.76551336,,,
55:52.7,1.42E+12,-8.030201,-13.053455,-4.13081,15.87263075,-2.889752979,-9.312211761,-0.241469266,10.88846292,,,
55:52.7,1.42E+12,-4.509223,-12.102932,3.0879285,13.27965954,-2.931506967,-9.390364557,-0.212295244,10.98008418,,,
55:52.7,1.42E+12,-1.6061599,-10.665621,2.9877868,11.19205481,-2.920711046,-9.469830945,-0.19900655,11.05594242,,,
55:52.7,1.42E+12,-1.5751745,-8.937165,1.5242802,9.202039071,-2.90719324,-9.544916639,-0.226430133,11.11325698,,,
55:52.8,1.42E+12,-2.1417463,-7.073391,1.6690292,7.576648066,-2.893253858,-9.61034589,-0.256230409,11.15113067,,,
55:52.8,1.42E+12,-2.084116,-5.4739666,2.5954528,6.406576705,-2.873644634,-9.663680894,-0.267450952,11.17515348,,,
55:52.8,1.42E+12,-2.6427543,-3.8645136,3.3846116,5.777041746,-2.85837333,-9.698393402,-0.25407367,11.19384994,,,
55:52.8,1.42E+12,-3.1635215,-3.0416749,3.2974927,5.489363587,-2.855211538,-9.736750373,-0.227019729,11.22360739,,,
55:52.8,1.42E+12,-3.1428645,-2.3538551,2.4783962,4.643347803,-2.846111079,-9.773094184,-0.194668636,11.24199417,,,
55:52.9,1.42E+12,-3.0400283,-1.6884887,1.9160156,3.970375541,-2.839705013,-9.769205331,-0.164795044,11.24402364,,,
55:52.9,1.42E+12,-3.4745746,-1.2168196,0.91893905,3.794439032,-2.846764822,-9.679587608,-0.09890757,11.18218675,,,
55:52.9,1.42E+12,-3.4358053,-2.10148,-0.067359924,4.028090566,-2.821864562,-9.436383159,0.17981282,10.85289501,,,
55:52.9,1.42E+12,-3.1157708,-4.844526,-2.7800188,6.395777073,-2.799325716,-9.151076465,0.483738967,10.4494882,,,
55:52.9,1.42E+12,-3.917653,-13.681549,-14.161451,20.07683945,-2.829813334,-9.218729649,0.453226905,10.52154221,,,
55:53.0,1.42E+12,-2.6869125,-18.778599,-17.568216,25.85531846,-2.819133499,-9.495247473,0.221939518,10.87067147,,,
55:53.0,1.42E+12,-1.91871,-12.955858,-11.093282,17.16381689,-2.706472887,-9.639202194,0.00062626,11.02709052,,,
55:53.0,1.42E+12,-4.1968226,-7.287745,-5.027146,9.797792814,-2.659864711,-9.669246857,-0.08113433,11.04812586,,,
55:53.0,1.42E+12,-7.403155,-5.586233,-0.19579285,9.276369868,-2.718616005,-9.608253265,-0.156806562,11.02699378,,,
55:53.0,1.42E+12,-7.106472,-6.307733,-0.09595047,9.502559991,-2.700873311,-9.476212531,-0.25325498,10.89932701,,,
55:53.1,1.42E+12,-6.802903,-9.754166,3.531157,12.40533407,-2.727582046,-9.374155367,-0.212768761,10.82962909,,,
55:53.1,1.42E+12,-10.243349,-12.612622,4.4475513,16.84592369,-2.924884003,-9.443705643,-0.142854963,10.9840548,,,
55:53.1,1.42E+12,-4.5373645,-11.349548,1.0352472,12.26668876,-2.997208095,-9.561703112,-0.223720476,11.08036774,,,
55:53.1,1.42E+12,-1.4980847,-7.467521,2.650089,8.064186218,-2.978463401,-9.579916255,-0.318998884,11.03818975,,,
55:53.1,1.42E+12,-1.5217355,-5.495522,6.3219533,8.513726241,-2.947807758,-9.508600265,-0.286455341,10.99565944,,,
55:53.2,1.42E+12,-0.99752563,-7.0051327,7.9772115,10.66315361,-2.957448934,-9.385155933,-0.165296065,10.94342099,,,
55:53.2,1.42E+12,0.14040802,-11.4046335,5.4868402,12.65665023,-2.981918458,-9.341654545,-0.06260349,10.92396665,,,
55:53.2,1.42E+12,2.3186784,-14.085409,-0.15702347,14.27584227,-2.918618456,-9.42426132,-0.066498452,11.00983632,,,
55:53.2,1.42E+12,1.4675483,-11.6932335,0.6518944,11.80298157,-2.831976178,-9.497175004,-0.044766093,11.07535839,,,
55:53.2,1.42E+12,-1.6775615,-9.283095,0.4948709,9.446425915,-2.782087066,-9.536271235,-0.021616275,11.09535986,,,
55:53.3,1.42E+12,-3.280129,-8.238119,0.26105714,8.870963969,-2.770053923,-9.550112861,-0.025089664,11.10285525,,,
55:53.3,1.42E+12,-4.0558157,-8.13169,-0.11765534,9.087786641,-2.793548939,-9.55517478,-0.031718736,11.11680498,,,
55:53.3,1.42E+12,-4.002377,-8.024813,-0.69979477,8.994796165,-2.836637907,-9.548173024,-0.045190721,11.1252906,,,
55:53.4,1.42E+12,-2.6888585,-8.329279,-0.42406815,8.762801064,-2.866196848,-9.543398249,-0.05808228,11.12748829,,,
55:53.4,1.42E+12,-1.5045214,-8.343349,0.40535706,8.487601047,-2.877496819,-9.526984392,-0.058876547,11.11279372,,,
55:53.4,1.42E+12,-1.060844,-8.174801,1.5636483,8.390337144,-2.877008039,-9.493454147,-0.038017883,11.08214003,,,
55:53.4,1.42E+12,-0.8786728,-9.055269,1.6434325,9.245043696,-2.873363576,-9.473689127,0.004924452,11.06489842,,,
55:53.4,1.42E+12,-1.1584411,-9.745934,0.92313033,9.857859043,-2.891863882,-9.451336637,0.07364074,11.03921956,,,
55:53.4,1.42E+12,-1.0542576,-10.013127,-0.14564712,10.06952752,-2.921563345,-9.409442106,0.132804446,10.99062563,,,
55:53.4,1.42E+12,-0.22109024,-11.011252,-2.7101142,11.34201351,-2.908598468,-9.390648535,0.089733809,10.97764942,,,
55:53.5,1.42E+12,0.18920654,-12.187206,-4.318819,12.93120206,-2.865225398,-9.396975167,-0.025489848,10.99447144,,,
55:53.5,1.42E+12,-0.8771759,-12.330459,-1.3346246,12.43345807,-2.845805576,-9.384948127,-0.034382579,10.98128706,,,
55:53.5,1.42E+12,-1.2506492,-12.72908,0.76461,12.81320528,-2.853488578,-9.356580596,0.034443683,10.94921979,,,
55:53.5,1.42E+12,-1.0198293,-13.357324,-1.2364289,13.45313765,-2.856537341,-9.31043678,0.056600666,10.90103839,,,
55:53.5,1.42E+12,-0.75817335,-14.341527,-2.1302202,14.51867975,-2.86036815,-9.290274616,0.062117764,10.88046494,,,
55:53.6,1.42E+12,-0.64186525,-15.791262,-2.2706282,15.96658069,-2.861605374,-9.307968433,0.009589243,10.90144296,,,
55:53.6,1.42E+12,-0.34338593,-14.756314,-2.9184809,15.04607083,-2.802441672,-9.377359861,-0.108615966,10.96045415,,,
55:53.6,1.42E+12,-0.63393176,-13.747711,0.39637575,13.76802604,-2.725776606,-9.457061453,-0.185262701,11.00573295,,,
55:53.7,1.42E+12,-1.9212548,-11.924503,3.7236567,12.63924883,-2.638728031,-9.47291929,-0.162894926,10.99802163,,,
55:53.7,1.42E+12,-2.8695328,-10.7478,3.4178426,11.63748561,-2.501533741,-9.431577698,-0.08219743,10.90933631,,,
55:53.7,1.42E+12,-6.1858864,-12.018208,1.5649955,13.60704689,-2.463894667,-9.410450208,0.034043499,10.8630999,,,
55:53.7,1.42E+12,-9.2802515,-12.608131,-0.7123686,15.67148698,-2.561262596,-9.420760392,-0.043513585,10.9119127,,,
55:53.7,1.42E+12,-8.28557,-13.818514,-2.5391698,16.31102028,-2.697577088,-9.485105147,-0.156308618,11.01638139,,,
55:53.7,1.42E+12,-4.6550198,-11.843072,3.9026842,13.31009045,-2.760431073,-9.544409371,-0.10776976,11.10021917,,,
55:53.8,1.42E+12,-1.2437636,-9.801019,1.6031662,10.00884924,-2.742104896,-9.600075249,-0.109113903,11.14985593,,,
55:53.8,1.42E+12,-1.8086888,-8.341254,0.359702,8.542672825,-2.736483933,-9.658591318,-0.154741471,11.19344973,,,
55:53.8,1.42E+12,-2.1742287,-6.430328,1.8555413,7.037003776,-2.726922186,-9.710954878,-0.185946987,11.21916324,,,
55:53.8,1.42E+12,-1.79851,-4.619843,2.9145892,5.75086235,-2.699064808,-9.74316239,-0.193761344,11.22449995,,,
55:53.8,1.42E+12,-2.3611898,-3.2730935,3.8664596,5.589084735,-2.683112263,-9.761922357,-0.16543352,11.2438007,,,
55:53.8,1.42E+12,-2.6710455,-2.4917185,3.686534,5.189766669,-2.675582002,-9.778314802,-0.129300491,11.26868624,,,
55:53.9,1.42E+12,-2.8488758,-1.7131875,2.8162436,4.356871899,-2.662812639,-9.788444759,-0.09057999,11.28016446,,,
55:53.9,1.42E+12,-3.1789393,-0.42227188,1.9740949,3.765769415,-2.657570476,-9.754175206,-0.048917647,11.27481096,,,
55:53.9,1.42E+12,-3.8344262,-0.21390519,0.30446684,3.852438159,-2.672236912,-9.65967274,0.01403104,11.22290609,,,
55:54.0,1.42E+12,-3.6042051,-1.7504599,-1.1615845,4.171772143,-2.665840016,-9.416181126,0.279334438,10.89831288,,,
55:54.0,1.42E+12,-4.0737786,-7.71825,-5.475464,10.30280356,-2.694143406,-9.190459718,0.526125295,10.58091461,,,
55:54.0,1.42E+12,-6.807843,-17.115707,-16.35454,24.63260301,-2.793921631,-9.275354595,0.418752683,10.73333882,,,
55:54.0,1.42E+12,-2.6243427,-17.361496,-15.508051,23.42665925,-2.761830204,-9.48094135,0.204856662,11.01147895,,,
55:54.0,1.42E+12,-2.2852976,-6.2785435,-8.098459,10.49893955,-2.657384135,-9.495070136,0.043577761,11.03642935,,,
55:54.0,1.42E+12,-4.946913,-5.349875,-1.486858,7.436656336,-2.613311502,-9.475522014,0.015191893,10.99426806,,,
55:54.0,1.42E+12,-5.7996893,-4.451593,-0.3490741,7.319489664,-2.592837753,-9.367306238,-0.063996497,10.89047531,,,
55:54.1,1.42E+12,-4.5319757,-5.888455,1.710942,7.624960889,-2.476279114,-9.23007834,-0.119845666,10.7022924,,,
55:54.1,1.42E+12,-7.6775346,-11.233989,4.0338116,14.19220499,-2.540364218,-9.227719993,-0.058650474,10.74158865,,,
55:54.1,1.42E+12,-8.918754,-18.072517,1.9380199,20.24638152,-2.691806449,-9.444148483,-0.073182497,10.99020488,,,
55:54.1,1.42E+12,-0.9541159,-12.009975,1.1201206,12.09977301,-2.680222376,-9.577096503,-0.179342348,11.06338951,,,
55:54.2,1.42E+12,-0.40251297,-6.1983104,4.5665536,7.709376128,-2.66807926,-9.560630742,-0.248947611,11.00310833,,,
55:54.2,1.42E+12,-1.5904427,-4.281996,7.6992393,8.952278119,-2.703402744,-9.415270793,-0.203796609,10.9275089,,,
55:54.2,1.42E+12,-2.8644433,-8.455018,7.1359606,11.42866127,-2.809180738,-9.300364854,-0.054960199,10.86940317,,,
55:54.2,1.42E+12,-0.92657316,-13.841267,4.101321,14.46582331,-2.85804036,-9.344202273,0.015436262,10.92374688,,,
55:54.2,1.42E+12,2.3691235,-14.146932,-1.9464024,14.47538992,-2.775454951,-9.443464252,-0.034385642,11.02637879,,,
55:54.3,1.42E+12,-0.36179763,-10.021061,-1.2442126,10.10448544,-2.715897168,-9.479850824,-0.065105433,11.0515527,,,
55:54.3,1.42E+12,-2.7177484,-8.000413,0.5164261,8.465191106,-2.688589672,-9.477171701,-0.052164995,11.03884667,,,
55:54.3,1.42E+12,-4.191284,-7.219637,-0.03966751,8.348149106,-2.692444917,-9.460739538,-0.03869301,11.02564979,,,
55:54.3,1.42E+12,-3.9535785,-6.9903135,-0.08741821,8.031370227,-2.71825553,-9.433413712,-0.031822603,11.01072263,,,
55:54.3,1.42E+12,-2.726131,-7.3717203,0.2814148,7.864683382,-2.743186338,-9.413584554,-0.034352037,10.99801003,,,
55:54.3,1.42E+12,-1.4157559,-7.9820013,-0.15163468,8.10800238,-2.750429438,-9.409649867,-0.069357812,10.99224809,,,
55:54.4,1.42E+12,-0.7164102,-8.812474,-0.31030473,8.846989918,-2.747117956,-9.404694867,-0.109230001,10.98412455,,,
55:54.4,1.42E+12,-0.9702823,-9.613309,-0.1167572,9.662856199,-2.743277981,-9.401988234,-0.130452195,10.9801449,,,
55:54.4,1.42E+12,-1.5920892,-9.945318,-0.17079483,10.07339412,-2.754254136,-9.400604377,-0.130965414,10.98022381,,,
55:54.4,1.42E+12,-2.1433928,-9.665101,-1.4250367,10.00195179,-2.7934848,-9.373131908,-0.104739342,10.95287561,,,
55:54.4,1.42E+12,-1.5961308,-10.213411,-3.0157785,10.76830153,-2.829920256,-9.332850377,-0.078146679,10.90873478,,,
55:54.5,1.42E+12,0.062270507,-11.514056,-2.1306694,11.70970176,-2.81074788,-9.316189091,-0.094392491,10.89396424,,,
55:54.5,1.42E+12,0.33395553,-11.832444,1.2463083,11.9025855,-2.778409008,-9.297890397,-0.084561914,10.87538017,,,
55:54.5,1.42E+12,-0.78092605,-12.184812,1.7881814,12.34006004,-2.773533432,-9.273961581,-0.022835173,10.8526643,,,
55:54.5,1.42E+12,-1.3013937,-13.161231,-1.8517991,13.35442949,-2.784619561,-9.249873908,-0.01715311,10.82890409,,,
55:54.5,1.42E+12,-0.40580612,-13.976585,-3.7012033,14.46404206,-2.779802028,-9.212839683,-0.04634852,10.79824003,,,
55:54.6,1.42E+12,-1.3114228,-14.697785,-3.0344896,15.06495406,-2.799557883,-9.211645214,-0.048716044,10.79862541,,,
55:54.6,1.42E+12,-1.703757,-14.666202,-3.5932777,15.19578605,-2.821391051,-9.230389928,-0.130137543,10.82776337,,,
55:54.6,1.42E+12,-0.61656785,-14.157859,-2.112557,14.32787578,-2.794764787,-9.275968622,-0.249243945,10.86222514,,,
