time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
55:32.6,1.42E+12,79,61,43,44.5,55.8,7.2,72.8,97.9,0.77,0.447,1.068
55:32.6,1.42E+12,79,66.2,39.7,46,45.6,0,52.2,87.4,0.662,0.227,0.31
55:32.6,1.42E+12,87.4,92.8,34.8,41.4,49.9,32.6,77.6,85.7,0.198,0.403,0.144
55:32.6,1.42E+12,67.3,37.3,36.4,47.6,35.7,2,60.1,84,0.291,0.242,0.017
55:32.7,1.42E+12,115.2,61,31.6,29.3,64.6,0,72.8,77.1,-0.037,0.232,-0.042
55:32.7,1.42E+12,82.4,45.6,31.6,49.1,42.8,0,71.2,82.3,-0.1,0.188,-0.477
55:32.7,1.42E+12,101.2,61,31.6,50.7,32.8,1,90.7,75.4,0.105,0.423,-0.863
55:32.7,1.42E+12,75.6,52.4,36.4,43,47.1,1,71.2,63.6,-0.037,0.393,-1.332
55:32.7,1.42E+12,84,62.7,26.7,47.6,27.2,0,77.6,75.4,-0.154,0.208,-1.444
55:32.8,1.42E+12,77.3,57.6,14,33.8,51.4,32.6,69.6,73.7,0.174,0.408,-1.332
55:32.8,1.42E+12,87.4,52.4,33.2,47.6,44.2,0,61.6,78.8,0.467,0.203,-1.43
55:32.8,1.42E+12,115.2,62.7,36.4,41.4,44.2,0,92.3,103.2,0.027,0.281,-0.956
55:32.9,1.42E+12,124.1,94.6,36.4,46,44.2,3.1,74.4,89.2,0.149,0.193,0.276
55:32.9,1.42E+12,191.8,171.1,41.3,97.3,37.1,0,72.8,57,-0.682,0.33,-0.897
55:32.9,1.42E+12,195.8,204.1,54.6,47.6,54.3,1,74.4,63.6,0.667,0.393,0.037
55:33.0,1.42E+12,209.8,185.3,52.9,55.4,34.2,7.2,69.6,68.7,0.144,0.174,-0.208
55:33.0,1.42E+12,191.8,183.3,31.6,53.8,55.8,32.6,69.6,72,0.154,0.369,0.11
55:33.0,1.42E+12,174.3,153.2,66.4,66.4,39.9,0,53.8,68.7,0.257,0.247,-0.066
55:33.0,1.42E+12,222.1,179.2,76.7,61.6,52.8,0,72.8,97.9,0.154,0.33,0.027
55:33.1,1.42E+12,160.9,159.1,69.9,71.2,48.5,0,82.5,78.8,0.369,0.54,0.139
55:33.1,1.42E+12,160.9,165.1,69.9,117.6,47.1,4.1,80.9,92.6,0.232,0.296,-0.1
55:33.1,1.42E+12,140.4,145.3,66.4,61.6,66.1,0,84.1,80.5,0.31,0.457,0.076
55:33.1,1.42E+12,125.9,153.2,64.7,63.2,55.8,0,77.6,124.8,0.09,0.193,-0.115
55:33.2,1.42E+12,115.2,120.4,39.7,63.2,55.8,0,94,132.1,0.276,0.188,-0.007
55:33.2,1.42E+12,118.7,107.4,64.7,61.6,57.2,0,84.1,150.8,0.369,0.227,-0.115
55:33.2,1.42E+12,96,96.4,54.6,58.5,57.2,1,117.6,183.8,0.012,0.022,0.12
55:33.3,1.42E+12,89.1,94.6,56.3,71.2,51.4,0,122.8,212.1,0.31,0.54,0.095
55:33.3,1.42E+12,96,105.6,87.2,58.5,48.5,0,122.8,220.4,0.032,0.164,-0.061
55:33.3,1.42E+12,67.3,82,58,55.4,58.7,0,136.8,237.3,0.222,0.457,-0.002
55:33.3,1.42E+12,90.8,78.5,52.9,53.8,60.1,0,115.9,274.4,0.261,0.237,-0.149
55:33.3,1.42E+12,85.7,67.9,26.7,46,49.9,32.6,131.5,270,-0.017,0.315,-0.296
55:33.4,1.42E+12,89.1,73.2,51.3,50.7,54.3,0,99,267.7,0.32,0.227,-0.34
55:33.5,1.42E+12,129.5,71.4,49.6,47.6,55.8,2,115.9,272.2,0.281,0.286,-0.364
55:33.5,1.42E+12,82.4,54.1,44.6,71.2,54.3,0,104,263.3,-0.056,0.193,-0.555
55:33.6,1.42E+12,108.2,73.2,38.1,52.2,45.6,6.2,124.5,170,0.11,0.408,-0.477
55:33.6,1.42E+12,84,64.5,41.3,56.9,55.8,3.1,102.3,119.3,0.198,0.452,-0.902
55:33.6,1.42E+12,82.4,64.5,33.2,49.1,54.3,0,76,106.7,0.652,0.525,-0.252
55:33.6,1.42E+12,87.4,59.3,39.7,44.5,52.8,0,84.1,90.9,0.447,0.193,-0.222
55:33.6,1.42E+12,69,47.3,38.1,49.1,49.9,0,60.1,92.6,0.784,0.271,0.765
