time,time_milisec,ax,ay,az,resultant,MA_ax,MA_ay,MA_az,MA_R
42:06.5,1.42E+12,6.354436,-6.51595,-6.527476,11.20019661,4.016178334,-2.386331593,-7.2521072,9.022887908
42:06.5,1.42E+12,6.349047,-6.454727,-6.442902,11.11237529,4.018746994,-2.395270999,-7.26069934,9.03447085
42:06.5,1.42E+12,5.9064174,-6.4875093,-6.1593914,10.71968497,4.009774642,-2.412670817,-7.256373328,9.036645388
42:06.6,1.42E+12,5.765261,-6.7190776,-6.1367884,10.7723911,4.002664422,-2.438309503,-7.252646076,9.045203272
42:06.6,1.42E+12,5.544171,-6.4358664,-6.1502604,10.48732146,3.99475487,-2.462675825,-7.243077976,9.048608759
42:06.6,1.42E+12,5.384453,-6.3703027,-6.1358905,10.35481737,3.98858171,-2.493059639,-7.240590154,9.060629812
42:06.6,1.42E+12,5.3287687,-6.6810565,-5.951773,10.41421594,3.983668924,-2.534649149,-7.228866528,9.073984996
42:06.6,1.42E+12,5.337002,-7.069948,-6.101911,10.75644332,3.970454404,-2.594042637,-7.214086262,9.089531068
42:06.7,1.42E+12,5.447622,-7.2465806,-6.30444,11.04243993,3.965748196,-2.660600229,-7.197294182,9.111694887
42:06.7,1.42E+12,5.6285954,-7.241791,-6.4075756,11.18846049,3.96974189,-2.734770999,-7.181187682,9.141574561
42:06.8,1.42E+12,5.786816,-7.0754867,-6.4458957,11.18478086,3.98297137,-2.816300465,-7.165712856,9.178308824
42:06.8,1.42E+12,5.6247034,-6.609206,-5.8875566,10.48724058,4.001808198,-2.897581437,-7.140023274,9.209341443
42:06.8,1.42E+12,5.510491,-6.512956,-5.513036,10.15764111,4.023282538,-2.985224181,-7.106750474,9.238448259
42:06.8,1.42E+12,5.0011,-6.330486,-5.158872,9.576012454,4.042158278,-3.077426453,-7.068780434,9.263561781
42:06.8,1.42E+12,4.555926,-6.2733045,-5.178631,9.323573891,4.057962414,-3.163186113,-7.026741854,9.281357597
42:06.8,1.42E+12,4.5041337,-6.1438236,-5.556445,9.42909698,4.08082288,-3.251095301,-6.988870606,9.302779194
42:06.8,1.42E+12,4.6532235,-6.1117907,-5.909561,9.691717377,4.10665915,-3.351165209,-6.951993294,9.326151792
42:06.8,1.42E+12,4.991071,-6.452931,-6.0920315,10.18154978,4.144395676,-3.46507533,-6.915223752,9.35878221
42:06.9,1.42E+12,5.563481,-6.409521,-5.885012,10.32800303,4.20308863,-3.585874121,-6.875316742,9.399032357
42:06.9,1.42E+12,5.858068,-6.582412,-5.9683886,10.64268626,4.27617265,-3.713513697,-6.838289734,9.449349291
42:06.9,1.42E+12,6.0724225,-6.815178,-5.8907003,10.86376161,4.354597566,-3.846407348,-6.79407768,9.498948955
42:06.9,1.42E+12,6.4205985,-6.7786536,-5.841752,11.01364137,4.446638172,-3.982722876,-6.75173074,9.555935745
42:06.9,1.42E+12,6.4839168,-6.7124915,-5.827681,11.00275352,4.539690672,-4.122505201,-6.70565056,9.609192095
42:07.0,1.42E+12,6.430029,-6.5300207,-5.3534675,10.6134847,4.626713712,-4.26039845,-6.64293697,9.646510013
42:07.0,1.42E+12,6.2554917,-6.415359,-5.4543576,10.48990106,4.71691913,-4.4010789,-6.586770762,9.686956066
42:07.0,1.42E+12,6.518794,-6.3896127,-5.4260664,10.61904055,4.811645146,-4.540394192,-6.53286485,9.732644641
42:07.0,1.42E+12,6.2731547,-6.28992,-5.6592813,10.53294965,4.905449076,-4.674644017,-6.479207416,9.773273237
42:07.0,1.42E+12,6.141429,-6.06389,-5.489684,10.22861391,4.995322188,-4.800819632,-6.421993376,9.807546866
42:07.1,1.42E+12,5.8703427,-6.081703,-5.433551,10.04845815,5.074699126,-4.925273828,-6.368964636,9.842380421
42:07.1,1.42E+12,6.009104,-5.7839723,-5.408852,9.940792041,5.146837116,-5.041096975,-6.319977502,9.87685262
42:07.1,1.42E+12,6.413413,-5.7845707,-5.7404127,10.37041284,5.224857864,-5.158545734,-6.278708324,9.920285069
42:07.1,1.42E+12,6.376889,-5.428761,-6.248157,10.44871405,5.30314506,-5.271647541,-6.249878284,9.967709196
42:07.1,1.42E+12,6.1120896,-5.206922,-6.2266016,10.16072062,5.367316612,-5.373783146,-6.218793916,10.00481332
42:07.2,1.42E+12,5.6570363,-5.1519866,-5.8390574,9.624947633,5.422617616,-5.461677374,-6.183617064,10.03401483
42:07.2,1.42E+12,5.8433986,-4.893624,-6.0661354,9.741194061,5.47704144,-5.534755414,-6.158484332,10.06770761
42:07.2,1.42E+12,6.0861936,-4.591402,-6.859336,10.25539932,5.536105614,-5.599277238,-6.152957832,10.11457866
42:07.2,1.42E+12,5.7023916,-4.4209065,-6.706504,9.850831444,5.578892632,-5.65676968,-6.135977152,10.14168659
42:07.2,1.42E+12,5.3703823,-4.020639,-6.786737,9.542868705,5.608108878,-5.703457592,-6.118242032,10.15703254
42:07.3,1.42E+12,5.5423746,-3.5799553,-7.1837115,9.753958533,5.635576758,-5.734529974,-6.109051148,10.17333163
42:07.3,1.42E+12,5.7223005,-3.7663178,-7.6064324,10.23658569,5.664412798,-5.7616386,-6.114140564,10.20121722
42:07.3,1.42E+12,5.4486694,-3.4817595,-7.470066,9.879905541,5.686279326,-5.775215364,-6.123636824,10.2247361
42:07.3,1.42E+12,4.8355446,-3.1436129,-7.4076457,9.388184514,5.688689318,-5.768308726,-6.14216829,10.23767567
42:07.3,1.42E+12,4.471801,-2.5352778,-7.3604937,8.977834105,5.683761572,-5.748061828,-6.156634204,10.23958177
42:07.4,1.42E+12,4.0463853,-2.1426444,-7.667655,8.930682629,5.660032918,-5.70252652,-6.176821224,10.22714927
42:07.4,1.42E+12,3.257975,-2.017355,-7.4986563,8.421043202,5.617536292,-5.64597412,-6.19540957,10.20001627
42:07.4,1.42E+12,2.6219475,-1.703757,-7.5345817,8.157653952,5.556804582,-5.58542504,-6.219754944,10.16894082
42:07.4,1.42E+12,2.1383033,-1.190175,-7.196884,7.601578576,5.485917988,-5.50740129,-6.241310116,10.12536259
42:07.5,1.42E+12,1.5458354,-0.5936655,-7.0944967,7.285185601,5.406529082,-5.4155014,-6.25808123,10.07462058
42:07.5,1.42E+12,1.3630655,-0.2695894,-6.980883,7.117819432,5.321966932,-5.311791062,-6.273127938,10.01716285
42:07.5,1.42E+12,1.3958473,0.08876541,-7.4905734,7.620036669,5.230438268,-5.188393668,-6.293285026,9.95539205
42:07.5,1.42E+12,1.7976118,-0.09699829,-7.929161,8.130953881,5.139301784,-5.060014634,-6.321318726,9.894007195
42:07.5,1.42E+12,1.6844472,-0.1128653,-7.7082205,7.890929237,5.046009788,-4.9331774,-6.346625096,9.829578274
42:07.5,1.42E+12,2.6499395,0.3848497,-8.416847,8.832530898,4.98088023,-4.79573022,-6.391774208,9.791835193
42:07.6,1.42E+12,2.6985884,0.13771363,-8.291258,8.720453177,4.919546778,-4.658594395,-6.4348636,9.750796434
42:07.6,1.42E+12,2.4295976,-0.40326142,-8.2671585,8.626208549,4.85725531,-4.537942295,-6.477201562,9.713574176
42:07.6,1.42E+12,2.2369483,-0.37646714,-8.752599,9.04177275,4.794305216,-4.418065584,-6.529535732,9.687313283
42:07.6,1.42E+12,2.525548,0.15837067,-8.395442,8.768518709,4.738240802,-4.281277041,-6.578409112,9.654399339
42:07.6,1.42E+12,2.6680517,0.04011658,-7.8716807,8.311646423,4.684861796,-4.139075749,-6.613804506,9.605503401
42:07.7,1.42E+12,2.1689897,0.09834549,-7.400311,7.712249416,4.61928915,-3.992177227,-6.635721926,9.538899591
42:07.7,1.42E+12,2.2685325,0.14489868,-7.527097,7.862850919,4.552087892,-3.844443434,-6.658112354,9.472387399
42:07.8,1.42E+12,2.5538392,0.121846616,-7.310947,7.745120225,4.487428356,-3.700496767,-6.67541338,9.403594186
42:07.8,1.42E+12,2.7795699,-0.27123597,-7.219487,7.740837831,4.430525686,-3.573737367,-6.702051988,9.348666132
42:07.8,1.42E+12,3.4678385,-0.671803,-7.2928343,8.103249673,4.389672636,-3.456914307,-6.737647954,9.307578303
42:07.8,1.42E+12,3.9438486,-1.3913567,-7.197333,8.324146657,4.368527608,-3.358131721,-6.778417174,9.282540987
42:07.8,1.42E+12,4.3819876,-1.7453705,-6.9966006,8.43804204,4.36504884,-3.267573041,-6.814776566,9.26483035
42:07.8,1.42E+12,4.098627,-2.0065773,-6.6147447,8.036164707,4.356938706,-3.184828115,-6.83594256,9.236971704
42:07.8,1.42E+12,3.8194573,-2.0782783,-6.4593678,7.78658636,4.340263382,-3.104157867,-6.846938696,9.198869084
42:07.8,1.42E+12,3.8034408,-2.1429436,-6.4122157,7.757246894,4.316510778,-3.017958119,-6.85334238,9.150383026
42:07.9,1.42E+12,4.139642,-2.3872356,-6.6762667,8.210241577,4.288033998,-2.937512411,-6.869167474,9.108027797
42:07.9,1.42E+12,4.762646,-2.4917185,-6.602919,8.514105785,4.266125558,-2.855698541,-6.881858082,9.065456188
42:07.9,1.42E+12,5.3554134,-3.3790731,-6.519842,9.088835316,4.251785376,-2.786976443,-6.894440916,9.029957662
42:07.9,1.42E+12,6.0626926,-3.910468,-6.753805,9.88240272,4.244627258,-2.729612731,-6.912681976,9.007332889
42:07.9,1.42E+12,6.3743443,-4.8277607,-7.1874537,10.7516989,4.242435808,-2.691918115,-6.93987743,9.002311796
42:08.0,1.42E+12,6.8464627,-5.481302,-7.2250257,11.36308583,4.250764482,-2.670943741,-6.977308594,9.017303819
42:08.0,1.42E+12,6.806945,-6.276897,-7.196435,11.72700358,4.261793548,-2.668174501,-7.012150142,9.042045869
42:08.1,1.42E+12,6.3132715,-6.646928,-6.5369062,11.25922695,4.257683098,-2.673320807,-7.034366938,9.054849597
42:08.1,1.42E+12,5.9766216,-6.320756,-6.2441154,10.70798484,4.251752436,-2.673937527,-7.04606362,9.058350301
42:08.1,1.42E+12,5.8142095,-5.7895107,-6.319259,10.35647143,4.245208046,-2.668449941,-7.06265512,9.060907452
42:08.1,1.42E+12,6.0083556,-5.1630635,-6.066285,9.977844227,4.247968304,-2.650077151,-7.0753098,9.059495173
42:08.1,1.42E+12,6.1454706,-5.6193147,-5.7800803,10.1367073,4.250695636,-2.646783999,-7.082734366,9.063413478
42:08.1,1.42E+12,6.014044,-6.1191254,-5.7657104,10.33710972,4.242708256,-2.653475093,-7.08324032,9.062747416
42:08.1,1.42E+12,6.0266175,-6.40533,-5.5889277,10.42038789,4.235702826,-2.673006473,-7.070055734,9.062180893
42:08.1,1.42E+12,5.9818606,-6.549929,-5.4962707,10.43519131,4.233098246,-2.699866613,-7.055449116,9.067670307
42:08.2,1.42E+12,5.900879,-6.402935,-5.7339764,10.42575824,4.2379751,-2.724885581,-7.053347496,9.083686519
42:08.2,1.42E+12,5.579797,-6.5651975,-5.8627086,10.42148286,4.232703068,-2.758317051,-7.04927896,9.097292295
42:08.2,1.42E+12,5.463189,-6.9513946,-5.9752746,10.67109308,4.220242976,-2.805516903,-7.031597732,9.10560617
42:08.2,1.42E+12,5.407056,-7.1250334,-5.891748,10.71051119,4.214336264,-2.859599441,-7.015302612,9.122799765
42:08.2,1.42E+12,5.2531757,-7.1380563,-5.697452,10.53606482,4.211992132,-2.921947787,-6.993516912,9.142663687
42:08.3,1.42E+12,5.4093013,-7.031328,-5.677394,10.53246964,4.209330666,-2.990975241,-6.963390562,9.158233909
42:08.3,1.42E+12,5.4808526,-7.13147,-5.8507333,10.72980381,4.204501708,-3.058278285,-6.92827658,9.168098272
42:08.3,1.42E+12,5.5145326,-6.741531,-5.6336846,10.3728835,4.205818972,-3.123473715,-6.891548952,9.177957831
42:08.3,1.42E+12,4.9657736,-7.343579,-5.7203546,10.55033254,4.208423552,-3.207473037,-6.85780313,9.201200791
42:08.3,1.42E+12,4.79453,-7.0865636,-5.449418,10.14411446,4.214878132,-3.298498753,-6.819581616,9.224526398
42:08.4,1.42E+12,4.7231283,-7.072792,-5.550009,10.15553679,4.228412992,-3.397101705,-6.777228696,9.249023482
42:08.4,1.42E+12,4.853507,-7.0528836,-5.7323294,10.30336341,4.260323632,-3.497812277,-6.741902158,9.286669886
42:08.4,1.42E+12,5.247039,-6.967561,-5.86196,10.50908653,4.312825462,-3.603088357,-6.708449724,9.333698537
42:08.4,1.42E+12,5.869594,-6.7817974,-6.034551,10.81021348,4.387451276,-3.714920805,-6.685203064,9.397871235
42:08.4,1.42E+12,6.1378365,-6.753057,-6.0227256,10.93389406,4.479291298,-3.838108635,-6.663767642,9.470845405
42:08.5,1.42E+12,5.9905424,-6.476582,-6.085595,10.7176107,4.571840836,-3.962248487,-6.645861882,9.54284123
42:08.5,1.42E+12,5.912405,-6.1989093,-5.2531757,10.04882403,4.66217199,-4.088001981,-6.601113928,9.591416977
42:08.5,1.42E+12,5.539381,-6.27091,-4.5367656,9.517946007,4.737007374,-4.211480215,-6.53326602,9.61915682
42:08.5,1.42E+12,5.417983,-6.101911,-4.3974056,9.2695757,4.81167809,-4.331261129,-6.467049722,9.646729749
42:08.5,1.42E+12,5.8309746,-6.6413894,-5.066514,10.18714298,4.875298792,-4.471785911,-6.400043062,9.673821991
42:08.6,1.42E+12,6.6901875,-6.8828373,-5.735922,11.1818093,4.955130774,-4.61219693,-6.348936342,9.723049113
42:08.6,1.42E+12,6.728059,-6.689589,-5.8996816,11.17244923,5.041100002,-4.737923481,-6.301586804,9.773973927
42:08.6,1.42E+12,6.4545774,-6.5623536,-5.613776,10.7814904,5.125452584,-4.861641211,-6.238810344,9.80876828
42:08.6,1.42E+12,6.0757155,-6.050268,-5.054838,9.953464167,5.196455934,-4.985813984,-6.171998264,9.832467189
42:08.6,1.42E+12,6.1179276,-6.061495,-4.8801517,9.89882015,5.265453452,-5.107846216,-6.112167684,9.864210663
42:08.7,1.42E+12,6.238427,-5.8356147,-5.4848943,10.15167158,5.346842198,-5.226525419,-6.07385935,9.912999107
42:08.7,1.42E+12,6.0848465,-5.4073553,-6.167325,10.21277366,5.423168478,-5.337570499,-6.04666391,9.959997562
42:08.7,1.42E+12,5.9246798,-5.7651114,-6.1275077,10.29002871,5.49058529,-5.455309659,-6.022995124,10.01089573
42:08.7,1.42E+12,5.6270986,-5.4658837,-6.434669,10.1461859,5.547535864,-5.559202614,-6.007298764,10.05900269
42:08.7,1.42E+12,5.8145084,-5.2028804,-6.590046,10.2130886,5.594469262,-5.649824162,-5.993242998,10.10119947
42:08.8,1.42E+12,5.94369,-4.771927,-6.606961,10.0871538,5.63446609,-5.717435568,-5.981435558,10.13645961
42:08.8,1.42E+12,5.8517814,-4.377796,-6.634803,9.870615696,5.663861966,-5.770084078,-5.974199606,10.16511109
42:08.8,1.42E+12,5.8192987,-4.16928,-6.4473925,9.634106244,5.6982754,-5.813338132,-5.970852562,10.19706992
42:08.8,1.42E+12,5.52067,-4.1076083,-6.734346,9.628170088,5.732299654,-5.853924732,-5.976352126,10.23390159
42:08.8,1.42E+12,5.3567605,-3.8456528,-6.9487,9.579580377,5.763366048,-5.887978916,-5.987081812,10.27034826
42:08.9,1.42E+12,4.901258,-3.3052766,-6.993307,9.157157101,5.778598368,-5.906339736,-5.993422618,10.28928657
42:08.9,1.42E+12,4.727469,-2.8768675,-7.012617,8.933203622,5.777894828,-5.914042716,-6.001616578,10.29766853
42:08.9,1.42E+12,4.521647,-2.5735981,-6.9581304,8.68816882,5.7612195,-5.897933216,-6.010382346,10.2896552
42:08.9,1.42E+12,4.2317,-2.1900957,-7.3953714,8.797461123,5.724599648,-5.86352577,-6.023213674,10.26795637
42:08.9,1.42E+12,3.6127372,-2.0275338,-7.461234,8.534212101,5.669367506,-5.807521232,-6.02868928,10.22360663
42:09.0,1.42E+12,3.0570927,-1.6673827,-7.681277,8.433741589,5.593580106,-5.731242846,-6.037814306,10.16501975
42:09.0,1.42E+12,2.735262,-1.4599141,-7.8733273,8.461813645,5.512146446,-5.634903188,-6.051352152,10.09971595
42:09.1,1.42E+12,2.4260051,-1.1448194,-7.658973,8.115169722,5.434401118,-5.524861016,-6.073793488,10.0368348
42:09.1,1.42E+12,2.1302202,-0.5653743,-7.658674,7.969490174,5.35747309,-5.409753382,-6.10208466,9.98206491
42:09.1,1.42E+12,1.728755,-0.3878435,-7.616312,7.819669105,5.275764,-5.301720038,-6.12802572,9.931328864
42:09.1,1.42E+12,1.875001,-0.062270507,-8.211325,8.422907136,5.193096908,-5.199704178,-6.17092652,9.900230122
42:09.1,1.42E+12,2.0074754,0.3504213,-8.36251,8.607225225,5.110337004,-5.080309458,-6.222575114,9.86964048
42:09.1,1.42E+12,2.404899,0.24878265,-8.616681,8.949448221,5.038154104,-4.952951297,-6.279594526,9.84188725
42:09.1,1.42E+12,1.8739531,-0.09939331,-7.7674975,7.990969695,4.955100816,-4.826832563,-6.323165922,9.793298886
42:09.1,1.42E+12,1.8446141,-0.03757187,-7.6577754,7.876898939,4.872355886,-4.696585421,-6.366396016,9.742133039
42:09.2,1.42E+12,2.2417383,0.29877868,-8.370443,8.670581026,4.799173072,-4.562551147,-6.419125348,9.707029495
42:09.2,1.42E+12,2.5822802,0.7200028,-8.638686,9.045079926,4.739222736,-4.416847141,-6.474644896,9.679501436
42:09.2,1.42E+12,2.4941134,0.5559439,-8.359067,8.740919653,4.679841224,-4.266700371,-6.522320744,9.640897967
42:09.2,1.42E+12,2.3578968,0.28755203,-7.428153,7.798706334,4.61885804,-4.118448663,-6.553048844,9.58266187
42:09.2,1.42E+12,2.1897962,0.2507286,-7.296726,7.622354134,4.55759045,-3.970672965,-6.585034324,9.524387657
42:09.3,1.42E+12,2.1463866,0.12992981,-7.316635,7.626074017,4.492332156,-3.827447808,-6.617819144,9.466259744
42:09.3,1.42E+12,2.7181976,-0.20612137,-7.6121206,8.085509523,4.437079056,-3.688940836,-6.65304689,9.413373858
42:09.3,1.42E+12,3.129991,-0.6330336,-7.697892,8.333973629,4.389388224,-3.566770888,-6.694331038,9.372595661
42:09.4,1.42E+12,3.720214,-0.8490344,-7.5814342,8.487578933,4.364477032,-3.436879996,-6.73155263,9.331340589
42:09.4,1.42E+12,3.681145,-1.1232642,-7.4586897,8.393128321,4.342209332,-3.317614008,-6.771738064,9.296320866
42:09.4,1.42E+12,4.125421,-1.4820681,-7.3143897,8.527363072,4.330255186,-3.20579953,-6.807025678,9.263757392
42:09.4,1.42E+12,4.421655,-1.7179774,-7.5080867,8.881094819,4.321618146,-3.099101406,-6.842540824,9.23531202
42:09.4,1.42E+12,4.566105,-2.1850061,-7.3072047,8.889252334,4.307999466,-3.003450308,-6.871445718,9.202915336
42:09.4,1.42E+12,4.765939,-2.5812323,-7.041956,8.88628601,4.285926366,-2.919439006,-6.891593818,9.164436787
42:09.4,1.42E+12,4.963528,-2.884801,-7.041208,9.085003969,4.262440196,-2.842073886,-6.911963466,9.127458985
42:09.5,1.42E+12,5.2543736,-2.9815,-6.575676,8.929574404,4.24771682,-2.772172246,-6.921765086,9.091698259
42:09.5,1.42E+12,5.1618657,-3.6299515,-6.6114516,9.139622402,4.232706034,-2.72079309,-6.948930604,9.073514226
42:09.5,1.42E+12,5.204078,-3.9630089,-6.342012,9.110926604,4.225999974,-2.674635068,-6.985035532,9.065373838
42:09.5,1.42E+12,5.3283195,-4.0478826,-6.5035257,9.331247975,4.224206704,-2.6335545,-7.027157934,9.066607284
42:09.5,1.42E+12,5.404661,-4.5132647,-6.0020685,9.252283235,4.215680432,-2.590992006,-7.045869024,9.047910089
42:09.6,1.42E+12,5.4973183,-4.892426,-5.950426,9.463821122,4.191823048,-2.55118378,-7.050159104,9.013550325
42:09.6,1.42E+12,5.690866,-5.2867064,-5.9818606,9.803972492,4.171079188,-2.523126128,-7.051802684,8.98618079
42:09.6,1.42E+12,5.8722887,-5.5943165,-6.0453286,10.11563886,4.159433414,-2.503765386,-7.060433736,8.97286376
42:09.6,1.42E+12,5.999075,-5.8368125,-6.153105,10.38835801,4.157900604,-2.499496276,-7.082399076,8.981561637
42:09.6,1.42E+12,6.2517495,-6.0487714,-6.2316914,10.70074693,4.160577042,-2.499241804,-7.10942987,8.997600172
42:09.7,1.42E+12,6.7931733,-6.3228517,-6.7584457,11.4805159,4.171671968,-2.508986544,-7.134900898,9.024177059
42:09.7,1.42E+12,7.0129166,-7.0715947,-6.8156266,12.06819029,4.19023337,-2.542271332,-7.14786693,9.061285391
42:09.7,1.42E+12,6.8731074,-7.5544906,-6.5152016,12.11436278,4.209201922,-2.578058916,-7.155620808,9.097772073
42:09.7,1.42E+12,6.272107,-7.278614,-5.7995396,11.22284311,4.22210209,-2.614313522,-7.14291822,9.119305217
42:09.7,1.42E+12,5.3423905,-6.78045,-5.3193383,10.13957585,4.212659732,-2.645864914,-7.117504066,9.117834962
42:09.8,1.42E+12,5.0422645,-6.4661036,-5.2465897,9.734558569,4.194631222,-2.679748446,-7.09029664,9.110783057
42:09.8,1.42E+12,5.108876,-6.356981,-5.2024317,9.673526607,4.179773114,-2.719332146,-7.061649214,9.106841275
42:09.8,1.42E+12,5.274881,-6.3804817,-5.311255,9.835870371,4.16888476,-2.76355618,-7.038926464,9.110876558
42:09.8,1.42E+12,5.574558,-6.6581545,-5.207371,10.12538547,4.16996252,-2.814567104,-7.008386964,9.120820866
42:09.8,1.42E+12,5.6733522,-7.002139,-5.3630476,10.4870947,4.176294354,-2.877696828,-6.976673916,9.138971152
42:09.9,1.42E+12,5.4013677,-7.1400023,-5.810617,10.67322237,4.186296548,-2.954391342,-6.953020116,9.169292457
42:09.9,1.42E+12,5.5145326,-6.9373236,-5.9885964,10.69578493,4.20203782,-3.035600464,-6.932539704,9.204544084
42:09.9,1.42E+12,5.329817,-6.9690576,-6.230793,10.76092443,4.21820122,-3.123509654,-6.917992956,9.245999196
42:09.9,1.42E+12,5.0687594,-7.043004,-5.9213862,10.50519118,4.234942408,-3.22056782,-6.888513252,9.280153797
42:09.9,1.42E+12,4.901258,-6.9289412,-5.6408696,10.19077848,4.260712824,-3.318595968,-6.852105964,9.313285124
42:10.0,1.42E+12,4.85216,-6.9374733,-5.485044,10.08750218,4.29661417,-3.42399778,-6.808181304,9.346360336
42:10.0,1.42E+12,5.1585727,-7.0672536,-5.269492,10.21393615,4.345080384,-3.53614457,-6.756104598,9.381402786
42:10.0,1.42E+12,5.2426977,-6.971752,-5.4639378,10.29299866,4.401414236,-3.652683222,-6.712203894,9.424959365
42:10.0,1.42E+12,5.9131536,-6.9307375,-5.647606,10.71895337,4.477072904,-3.779990486,-6.671982534,9.479948629
42:10.0,1.42E+12,5.7895107,-6.83329,-5.514832,10.51787328,4.558288018,-3.908899416,-6.629952934,9.533912713
42:10.1,1.42E+12,6.1843896,-6.813232,-5.5980587,10.77056481,4.64447579,-4.043918646,-6.577687608,9.580865866
42:10.1,1.42E+12,6.077362,-6.7767076,-5.4380417,10.60331987,4.725873522,-4.186461224,-6.519198242,9.620787759
42:10.1,1.42E+12,5.863008,-6.9897146,-5.410798,10.60696507,4.795035702,-4.331231169,-6.455080582,9.653938096
42:10.1,1.42E+12,5.7925043,-7.1145554,-5.401218,10.64627449,4.873406726,-4.47153441,-6.407754992,9.707044192
42:10.1,1.42E+12,5.7329283,-6.6458797,-5.2531757,10.22888258,4.95117301,-4.603700567,-6.359662998,9.754083865
42:10.2,1.42E+12,5.736521,-6.68914,-5.292993,10.27949619,5.021068664,-4.743458941,-6.298113998,9.786262168
42:10.2,1.42E+12,6.0680814,-6.6434846,-5.9037232,10.76157271,5.090784688,-4.890728689,-6.243414742,9.820592024
42:10.2,1.42E+12,5.6270986,-6.4065275,-5.588778,10.19520833,5.153444392,-5.029978117,-6.188008962,9.849677797
42:10.2,1.42E+12,5.8886046,-6.163433,-5.9269247,10.38229295,5.224058548,-5.158997817,-6.157984396,9.901349529
42:10.2,1.42E+12,6.0712247,-6.2996497,-5.9142013,10.56045135,5.301687118,-5.290005383,-6.130333902,9.960111474
42:10.3,1.42E+12,6.0617943,-5.9430914,-6.0161395,10.40478832,5.379995272,-5.411465807,-6.104323992,10.01568576
42:10.3,1.42E+12,6.1791506,-5.6395226,-6.604416,10.6585378,5.449214332,-5.520133832,-6.0841699,10.06714633
42:10.3,1.42E+12,6.5081663,-5.3597546,-6.8118844,10.83904825,5.516777838,-5.614668252,-6.066449748,10.11724782
42:10.4,1.42E+12,6.4438,-4.7774653,-6.3482985,10.22974227,5.571249558,-5.69323687,-6.041787034,10.15209108
42:10.4,1.42E+12,5.9767714,-4.6497808,-6.320307,9.863495244,5.617162086,-5.763767202,-6.01901938,10.18149842
42:10.4,1.42E+12,5.915399,-4.6660967,-6.4978375,9.949185691,5.652961646,-5.827447774,-6.002688336,10.20993488
42:10.4,1.42E+12,5.807623,-4.5069776,-7.1248837,10.23744596,5.680681006,-5.883227778,-5.995024276,10.2370619
42:10.4,1.42E+12,5.6040463,-3.7821848,-7.304061,9.952867119,5.701439832,-5.915171352,-5.994961402,10.25833419
42:10.4,1.42E+12,4.8849416,-2.9361444,-6.995852,9.023610341,5.703819884,-5.922269594,-5.994039322,10.26108068
42:10.4,1.42E+12,4.7219305,-2.8129504,-6.5895967,8.580915002,5.698987934,-5.920832582,-5.985007096,10.2509989
42:10.5,1.42E+12,4.695735,-2.6601183,-6.424191,8.390255453,5.687815162,-5.914404948,-5.981977396,10.24021252
42:10.5,1.42E+12,4.5689487,-2.5960515,-6.5430436,8.392031647,5.675956822,-5.893726948,-5.980609236,10.22526071
42:10.5,1.42E+12,3.411855,-2.3011646,-6.8111362,7.957869652,5.640112362,-5.860490062,-5.98999172,10.20219957
42:10.5,1.42E+12,2.8119025,-1.6979191,-6.9816318,7.715757094,5.589784022,-5.813490792,-5.999553842,10.16988975
42:10.5,1.42E+12,2.4239094,-1.1196716,-7.3579493,7.827414591,5.53016899,-5.74561893,-6.026671458,10.14139238
42:10.6,1.42E+12,1.8577867,-0.6965016,-7.6658587,7.918451585,5.457378358,-5.661700442,-6.060980112,10.11048499
42:10.6,1.42E+12,1.3546829,-0.7282356,-8.024663,8.17072268,5.370654696,-5.570531026,-6.10183616,10.07781999
42:10.6,1.42E+12,1.0750644,-0.73856413,-7.9760137,8.081957373,5.27471021,-5.473415979,-6.140449862,10.03714636
42:10.7,1.42E+12,1.3726456,-0.061222687,-7.9064083,8.024910988,5.182181622,-5.357904182,-6.175515928,9.98987742
42:10.7,1.42E+12,1.2704082,-0.058228914,-7.9155397,8.017050352,5.082554796,-5.238093333,-6.209192894,9.936203489
42:10.7,1.42E+12,1.4197975,0.06361771,-7.985444,8.110930158,4.97508728,-5.110363944,-6.23373286,9.868811774
42:10.7,1.42E+12,1.6320561,0.3929329,-8.137229,8.308579853,4.86747007,-4.961073392,-6.260164908,9.793619565
42:10.7,1.42E+12,1.8208137,0.38664597,-7.9848456,8.198939986,4.766424196,-4.802250661,-6.289557788,9.715311109
42:10.7,1.42E+12,1.9990928,0.2613565,-7.64625,7.907579801,4.680963912,-4.651451251,-6.326491996,9.649005843
42:10.7,1.42E+12,2.1797671,0.34982255,-7.815248,8.121075158,4.617711444,-4.5088458,-6.37641019,9.608635829
42:10.8,1.42E+12,2.373614,0.20402573,-7.7657013,8.12291737,4.564338434,-4.375443213,-6.426792422,9.576403005
42:10.8,1.42E+12,2.3435266,-0.002544708,-7.326664,7.692342216,4.509031446,-4.248354488,-6.469277068,9.536779318
42:10.8,1.42E+12,2.8157945,-0.29353958,-7.3560033,7.881982536,4.459849716,-4.126615645,-6.510172034,9.497701561
42:10.8,1.42E+12,3.4865496,-0.5069957,-7.4274044,8.220669612,4.418089548,-4.003592469,-6.554572702,9.459607244
42:10.8,1.42E+12,3.720214,-0.7734416,-7.575746,8.47526587,4.379026784,-3.879018521,-6.59882667,9.419370667
