time,time_milisec,ax,ay,az,resultant,MA_ax,MA_ay,MA_az,MA_R
42:43.7,1.42E+12,6.032605,-5.361401,-5.0307384,9.510271953,5.797764488,-5.64455806,-5.16454527,9.603515212
42:43.8,1.42E+12,5.7184086,-5.1067805,-4.740043,9.013734611,5.791160226,-5.63752269,-5.160455778,9.593180528
42:43.8,1.42E+12,5.54926,-5.295538,-4.922813,9.114334704,5.797533966,-5.63585217,-5.163772878,9.597791255
42:43.8,1.42E+12,5.5378838,-5.1519866,-4.9948134,9.064175848,5.803434694,-5.634463068,-5.165655966,9.601572816
42:43.8,1.42E+12,5.323829,-4.860692,-4.50593,8.501346194,5.798321328,-5.624835088,-5.147492746,9.582940144
42:43.8,1.42E+12,4.8913784,-5.144801,-4.103866,8.199772931,5.783032126,-5.621413196,-5.121258298,9.557646562
42:43.9,1.42E+12,5.3974757,-5.3410435,-4.517007,8.835317869,5.7757363,-5.618709826,-5.108603618,9.544919605
42:43.9,1.42E+12,5.6357803,-5.6214104,-4.9293995,9.362758883,5.770655866,-5.613749146,-5.097460788,9.532933946
42:43.9,1.42E+12,5.9832077,-5.600903,-5.1684523,9.689261477,5.77066484,-5.604555266,-5.091997154,9.524594836
42:43.9,1.42E+12,6.4503865,-5.6371274,-5.436395,10.1458899,5.77399991,-5.593559134,-5.08915008,9.518817034
42:43.9,1.42E+12,5.7495437,-5.435347,-4.8518605,9.281206822,5.758854404,-5.584443084,-5.077522262,9.49798095
42:44.0,1.42E+12,4.878655,-5.5625825,-4.461173,8.639772174,5.733257634,-5.581856462,-5.06482567,9.474517213
42:44.0,1.42E+12,5.0937576,-5.547314,-4.8668294,8.966888396,5.719980246,-5.585721414,-5.064672986,9.46883964
42:44.0,1.42E+12,5.9565635,-6.067034,-5.7399635,10.25849557,5.725042722,-5.595427234,-5.08064477,9.486283944
42:44.0,1.42E+12,6.600973,-5.986501,-5.601202,10.52542173,5.74012835,-5.599151494,-5.09132955,9.503400282
42:44.0,1.42E+12,6.4026356,-5.8651032,-4.935686,9.98770116,5.75194777,-5.597936018,-5.08675805,9.507643635
42:44.1,1.42E+12,5.9210873,-5.724097,-4.8060555,9.535341145,5.755118184,-5.593122038,-5.08284518,9.504646603
42:44.1,1.42E+12,5.8160057,-5.825586,-5.0734,9.669682627,5.756812662,-5.587936828,-5.077866532,9.499848258
42:44.1,1.42E+12,5.7223005,-5.572612,-5.3069143,9.589685443,5.749786272,-5.576811972,-5.073217198,9.48656982
42:44.1,1.42E+12,5.317542,-5.0642686,-4.168082,8.443694507,5.739712218,-5.563384884,-5.050036398,9.460341184
42:44.1,1.42E+12,4.892875,-5.3956795,-4.343368,8.480473372,5.728087392,-5.564100394,-5.03217853,9.44435652
42:44.2,1.42E+12,5.4143906,-5.6718554,-4.899312,9.246016835,5.726928804,-5.571261502,-5.02758309,9.445439691
42:44.2,1.42E+12,5.6910152,-5.7190075,-5.043911,9.515027008,5.731015298,-5.573710412,-5.025873638,9.448405392
42:44.2,1.42E+12,6.0526633,-5.8516316,-4.840634,9.711233852,5.736251404,-5.573821184,-5.01645523,9.446749033
42:44.2,1.42E+12,5.331912,-6.016289,-5.1554294,9.550050848,5.730467424,-5.581745704,-5.018802358,9.449532967
42:44.2,1.42E+12,5.513784,-5.7092776,-4.9948134,9.377943571,5.73986189,-5.588391888,-5.02761304,9.463776175
42:44.3,1.42E+12,5.2422485,-5.1947975,-4.3295965,8.556430112,5.74468186,-5.581281678,-5.024454604,9.460599022
42:44.3,1.42E+12,5.4443283,-5.757178,-4.8310537,9.280349617,5.744771666,-5.583904228,-5.01976635,9.459762209
42:44.3,1.42E+12,5.6291943,-5.722151,-5.119055,9.520271248,5.746241612,-5.58451796,-5.016973156,9.459471418
42:44.3,1.42E+12,5.5866823,-5.7502923,-4.7897396,9.339083793,5.736715418,-5.583428226,-5.003441288,9.445917248
42:44.3,1.42E+12,6.016588,-5.511688,-4.904102,9.519887195,5.733272574,-5.572944026,-4.992232594,9.43177296
42:44.4,1.42E+12,6.165379,-5.863008,-4.8234196,9.780191085,5.738562574,-5.562477794,-4.975991366,9.420143486
42:44.4,1.42E+12,5.5982084,-5.740263,-4.449497,9.16998256,5.728587312,-5.550673334,-4.952502206,9.394854868
42:44.4,1.42E+12,5.2226396,-5.81391,-4.4970984,9.016729335,5.703948556,-5.540395714,-4.926851554,9.360613927
42:44.4,1.42E+12,5.526807,-6.0628424,-5.0326843,9.624529331,5.69054543,-5.539895762,-4.9151878,9.346220809
42:44.4,1.42E+12,5.595215,-5.9559646,-4.851112,9.503327462,5.68473153,-5.541323794,-4.905928054,9.338791364
42:44.5,1.42E+12,5.311255,-5.9772205,-4.8870373,9.371218072,5.672971982,-5.540482544,-4.899293848,9.327955253
42:44.5,1.42E+12,5.3600535,-6.0007215,-4.8647337,9.402364916,5.668484312,-5.551254144,-4.902296602,9.333521492
42:44.5,1.42E+12,5.7862177,-6.0983186,-5.1213,9.843653728,5.680833632,-5.577021566,-4.916424222,9.363849559
42:44.6,1.42E+12,5.796995,-6.1586432,-5.069658,9.8608047,5.695970152,-5.60707307,-4.928459202,9.397304262
42:44.6,1.42E+12,5.7787333,-6.3436584,-5.0719028,9.967946552,5.707092026,-5.643579158,-4.933982712,9.428507922
42:44.6,1.42E+12,5.3847523,-6.0686803,-4.665049,9.358799073,5.707612942,-5.668259844,-4.931189522,9.442277143
42:44.6,1.42E+12,5.028194,-5.6408696,-4.440965,8.764948082,5.690003562,-5.679420628,-4.917513962,9.431017316
42:44.6,1.42E+12,5.094356,-5.775739,-4.594396,8.967725389,5.666996396,-5.683117934,-4.900967376,9.410722701
42:44.6,1.42E+12,5.406906,-5.99174,-4.6065207,9.29277212,5.648168546,-5.686548802,-4.88543867,9.393450797
42:44.6,1.42E+12,5.77529,-6.3219533,-4.9644265,9.897807767,5.63670538,-5.695173862,-4.88115758,9.389595346
42:44.7,1.42E+12,6.024522,-6.1665764,-5.032984,9.982607764,5.635666546,-5.70353547,-4.88213655,9.394507441
42:44.7,1.42E+12,5.606292,-5.3778667,-4.511169,8.983462917,5.628963486,-5.693895524,-4.87053268,9.378666345
42:44.7,1.42E+12,4.6310697,-5.526807,-3.8459523,8.172132603,5.60062741,-5.689506652,-4.840621886,9.343990137
42:44.7,1.42E+12,3.9550753,-5.5016594,-4.1549096,7.948216817,5.556858424,-5.68916836,-4.817929072,9.306814833
42:44.7,1.42E+12,4.4243493,-5.452262,-4.8680267,8.543986868,5.52469331,-5.69098558,-4.814674838,9.287489132
42:44.8,1.42E+12,5.0085845,-5.602849,-4.8566504,8.947898564,5.510496828,-5.70090695,-4.817006986,9.286172411
42:44.8,1.42E+12,5.4757633,-5.92453,-4.6484337,9.310852555,5.509026894,-5.71348679,-4.8115194,9.290102768
42:44.8,1.42E+12,5.9121056,-6.4512844,-4.8060555,9.983498009,5.51651133,-5.739472746,-4.807744242,9.308489211
42:44.9,1.42E+12,5.917345,-6.6436343,-5.182523,10.29618343,5.52838165,-5.775131592,-4.821276102,9.344385956
42:44.9,1.42E+12,5.720055,-6.6297135,-5.372029,10.27281976,5.544955182,-5.804829842,-4.846639362,9.385846892
42:44.9,1.42E+12,5.700745,-6.8431697,-5.283413,10.35576738,5.551020568,-5.834872366,-4.861967482,9.416255882
42:44.9,1.42E+12,5.564828,-6.581364,-5.036726,9.982498263,5.549601522,-5.854071438,-4.864114012,9.42865067
42:44.9,1.42E+12,5.3754716,-6.4189515,-4.8816485,9.691703945,5.5374468,-5.870432408,-4.858377936,9.428699519
42:44.9,1.42E+12,5.1509385,-6.0237737,-4.5211983,9.124650738,5.51145784,-5.878165334,-4.840074002,9.408274736
42:44.9,1.42E+12,5.030888,-5.8616605,-4.5613146,8.970757424,5.497084726,-5.886691604,-4.834263084,9.402065748
42:45.0,1.42E+12,4.8879356,-5.8856106,-4.8297067,9.047562842,5.497270338,-5.893152166,-4.841633758,9.410221562
42:45.0,1.42E+12,5.9606047,-6.841074,-5.7748413,10.75536582,5.51460728,-5.919027366,-4.859793996,9.44599111
42:45.0,1.42E+12,6.178851,-7.0904555,-5.859864,11.08109945,5.51905303,-5.939495796,-4.862192006,9.462443188
42:45.1,1.42E+12,5.028044,-6.114335,-4.7120514,9.212477808,5.48759445,-5.942052476,-4.844408994,9.436184309
42:45.1,1.42E+12,4.253555,-5.6986494,-4.287534,8.303630707,5.444612838,-5.9387234,-4.831445954,9.4025029
42:45.1,1.42E+12,4.486171,-5.739814,-4.7575564,8.700892937,5.415914512,-5.93903774,-4.830475972,9.385813936
42:45.1,1.42E+12,5.4143906,-5.8582177,-5.3254757,9.591404048,5.40788221,-5.939690374,-4.835517486,9.384248364
42:45.1,1.42E+12,5.2739825,-5.3747234,-4.704417,8.878855914,5.39891585,-5.935732602,-4.82346754,9.370031774
42:45.1,1.42E+12,4.798721,-5.6260505,-4.920418,8.882042601,5.38853943,-5.94696824,-4.83851426,9.378798736
42:45.1,1.42E+12,5.257367,-5.880671,-5.1491423,9.419971635,5.39582927,-5.95666807,-4.854629746,9.397588701
42:45.2,1.42E+12,5.558391,-6.1164308,-5.3182907,9.828054345,5.398709278,-5.965559578,-4.86300932,9.409229451
42:45.2,1.42E+12,5.7664585,-6.3319826,-5.187463,10.01278281,5.400218144,-5.97781908,-4.86588036,9.419184567
42:45.3,1.42E+12,5.8860598,-6.837332,-5.354665,10.49129382,5.396886074,-5.997533088,-4.87616098,9.434785767
42:45.3,1.42E+12,6.213878,-6.795718,-5.701943,10.83079946,5.414525394,-6.013121668,-4.887091252,9.460400739
42:45.3,1.42E+12,5.8655524,-6.1454706,-5.3268228,10.02729051,5.421560762,-6.021845528,-4.89373144,9.473387678
42:45.3,1.42E+12,5.4116964,-5.862409,-4.865183,9.344747339,5.42494972,-6.035197758,-4.90444317,9.489154022
42:45.3,1.42E+12,5.0576825,-5.6646705,-4.851711,9.01153393,5.417216804,-6.033347608,-4.904856316,9.483777708
42:45.3,1.42E+12,4.62628,-5.2739825,-4.5921507,8.38481998,5.397158518,-6.024384238,-4.89431823,9.461068683
42:45.3,1.42E+12,5.272785,-5.1274376,-4.8288083,8.798310497,5.390880572,-6.011927144,-4.895099604,9.450253217
42:45.3,1.42E+12,5.7510405,-5.6693106,-4.8933244,9.442466478,5.385569622,-6.015079596,-4.894884052,9.448704803
42:45.4,1.42E+12,5.820496,-6.3631177,-5.0980983,10.01788635,5.378671962,-6.02508179,-4.900377626,9.453458708
42:45.4,1.42E+12,5.821095,-6.324049,-4.9177237,9.90266374,5.383129694,-6.03675751,-4.90974216,9.468112332
42:45.4,1.42E+12,5.8724384,-6.4397583,-5.067562,10.08147828,5.39612567,-6.049274476,-4.921151432,9.489407311
42:45.4,1.42E+12,5.7716975,-6.587202,-5.2215915,10.19650627,5.40102348,-6.059761668,-4.924929576,9.500846849
42:45.4,1.42E+12,5.5086946,-6.29486,-5.1581235,9.827370791,5.399293072,-6.066539576,-4.931069806,9.507327716
42:45.5,1.42E+12,5.5101914,-6.39081,-5.185517,9.90425405,5.4032718,-6.074811366,-4.9370394,9.517988436
42:45.5,1.42E+12,5.5241127,-6.3261447,-5.2549725,9.907101688,5.406552984,-6.08131983,-4.944844176,9.528083171
42:45.6,1.42E+12,5.330565,-5.9845552,-4.959038,9.424536171,5.39743993,-6.079044562,-4.941598936,9.51970082
42:45.6,1.42E+12,5.4247193,-5.739814,-4.819378,9.251997003,5.389994416,-6.070667978,-4.936593336,9.507524666
42:45.6,1.42E+12,5.7404127,-5.6717057,-4.666396,9.321793558,5.389228004,-6.057228924,-4.9284832,9.494601606
42:45.6,1.42E+12,5.4947734,-6.235284,-4.7297144,9.56250488,5.391428426,-6.060560998,-4.929776508,9.498675722
42:45.6,1.42E+12,5.3567605,-5.9986258,-4.746629,9.338569559,5.397999756,-6.067716122,-4.935889788,9.510148152
42:45.6,1.42E+12,4.8921266,-5.4025655,-4.494853,8.562962113,5.393955168,-6.060252652,-4.933898928,9.502052886
42:45.6,1.42E+12,4.7394443,-4.8711705,-4.071533,7.922626792,5.380605934,-6.037841262,-4.923199174,9.47464998
42:45.6,1.42E+12,4.439468,-4.9023056,-3.993246,7.725767919,5.353889494,-6.009448308,-4.903775564,9.431209183
42:45.7,1.42E+12,4.454736,-5.2886524,-4.1802073,8.080139238,5.322493774,-5.991889828,-4.88672003,9.393159812
42:45.7,1.42E+12,4.8297067,-5.8038807,-4.8018646,8.948128387,5.306962068,-6.000410108,-4.892533942,9.392453122
42:45.7,1.42E+12,6.029312,-6.271658,-5.470075,10.27657617,5.334926914,-6.015307128,-4.925016396,9.434541993
42:45.7,1.42E+12,6.7451234,-6.5858545,-5.7827744,11.05941449,5.390727876,-6.03699103,-4.957573692,9.496765946
42:45.8,1.42E+12,6.8873277,-6.7340465,-5.0826807,10.89111143,5.439987444,-6.06262672,-4.961866772,9.543708438
42:45.8,1.42E+12,5.648953,-6.3551846,-4.6705875,9.7012076,5.452794814,-6.077673432,-4.958145514,9.558774618
42:45.8,1.42E+12,5.449568,-6.4050307,-4.786147,9.676229264,5.452270908,-6.087283446,-4.96089978,9.566082152
42:45.8,1.42E+12,5.232818,-6.377787,-4.9793954,9.636022509,5.438685156,-6.085813498,-4.964366578,9.559132642
42:45.9,1.42E+12,5.3955297,-6.726113,-4.685107,9.813387001,5.42824885,-6.087463072,-4.954418258,9.549476714
42:45.9,1.42E+12,5.6893687,-6.9793863,-4.6927414,10.15394363,5.427635124,-6.094456528,-4.940832506,9.547099191
42:45.9,1.42E+12,6.201454,-7.0763845,-5.0576825,10.68238745,5.437649304,-6.099120824,-4.936317896,9.553631593
42:45.9,1.42E+12,5.47741,-6.369255,-4.397106,9.481770443,5.435900944,-6.094878644,-4.923525496,9.543617036
42:45.9,1.42E+12,4.6711864,-6.1798987,-3.7061431,8.587585633,5.42181524,-6.090097588,-4.900015388,9.52153467
42:45.9,1.42E+12,4.929848,-6.7656307,-4.40504,9.459468139,5.41739343,-6.104934728,-4.897692222,9.528231018
42:45.9,1.42E+12,5.492977,-6.808292,-4.742887,9.950910178,5.42663521,-6.123867358,-4.90132367,9.547834073
42:46.0,1.42E+12,4.9722104,-6.2873755,-4.2161326,9.057027164,5.428320706,-6.131902656,-4.889052188,9.54802336
42:46.0,1.42E+12,4.2203236,-5.2404523,-3.429219,7.552020561,5.393515084,-6.099890222,-4.842139742,9.483956454
42:46.0,1.42E+12,3.518134,-5.3179913,-3.5313065,7.288924743,5.340300744,-6.064440938,-4.795568592,9.40811296
42:46.0,1.42E+12,4.6660967,-5.589826,-4.5930486,8.608989985,5.333061798,-6.053950758,-4.793188536,9.396043204
42:46.0,1.42E+12,6.0381436,-6.518345,-5.416187,10.40591569,5.36875357,-6.07034467,-4.815761596,9.438088903
42:46.1,1.42E+12,6.7258134,-7.142697,-5.387297,11.19275012,5.413546418,-6.09840233,-4.828356408,9.487926047
42:46.1,1.42E+12,5.704637,-6.9296894,-4.2770557,9.94266986,5.419351346,-6.119831764,-4.807388008,9.494951363
42:46.1,1.42E+12,5.098248,-6.950646,-4.410129,9.682605552,5.415836656,-6.151350216,-4.801502248,9.511026356
42:46.1,1.42E+12,5.7621174,-7.7309732,-5.1533337,10.93283091,5.435104584,-6.19344867,-4.806160562,9.552042122
42:46.2,1.42E+12,6.534362,-8.057145,-5.6194644,11.79804443,5.460644484,-6.23697815,-4.815567004,9.599603578
42:46.2,1.42E+12,6.0146427,-7.032526,-4.6512775,10.35696534,5.469769518,-6.255300054,-4.80222674,9.610181798
42:46.2,1.42E+12,5.4582496,-6.7967663,-4.7740226,9.93880338,5.46360534,-6.264595728,-4.793957932,9.60870221
42:46.2,1.42E+12,5.320835,-6.3222528,-4.515959,9.416796231,5.452300844,-6.254294144,-4.777183812,9.587212258
42:46.2,1.42E+12,4.9256573,-6.291417,-4.360133,9.102460518,5.42653643,-6.244208124,-4.750347612,9.552645479
42:46.2,1.42E+12,5.130431,-6.4839168,-4.531227,9.42838891,5.411834002,-6.250977048,-4.734435696,9.540667447
42:46.3,1.42E+12,5.180427,-6.6244745,-4.6047244,9.587699052,5.407208614,-6.266218358,-4.729226524,9.545526481
42:46.3,1.42E+12,5.623955,-6.9879184,-4.9912205,10.26509403,5.418534064,-6.292683316,-4.732016714,9.570597683
42:46.3,1.42E+12,5.74161,-6.911278,-4.832102,10.20201248,5.440840664,-6.325429226,-4.73681574,9.606941533
42:46.3,1.42E+12,5.443131,-6.822962,-4.5777802,9.855788,5.444247584,-6.359339714,-4.731795178,9.628091083
42:46.3,1.42E+12,5.1347723,-6.9287915,-4.643045,9.794483401,5.43192222,-6.384529332,-4.72678959,9.635131422
42:46.4,1.42E+12,4.9632287,-6.9832783,-4.8014154,9.821069432,5.414776874,-6.396932544,-4.720855932,9.631195083
42:46.4,1.42E+12,5.516778,-7.0846176,-5.0249004,10.28961953,5.408690534,-6.412143916,-4.722999466,9.638934199
42:46.4,1.42E+12,5.9776692,-7.004983,-5.0975,10.52553192,5.41079515,-6.42344841,-4.723598226,9.647815272
42:46.4,1.42E+12,6.792575,-7.3630385,-5.3341575,11.34930162,5.4312127,-6.43896514,-4.725849546,9.670871179
42:46.4,1.42E+12,6.868317,-7.8820095,-5.176535,11.66603475,5.458405148,-6.47070813,-4.726217776,9.707644458
42:46.5,1.42E+12,6.384224,-8.018974,-4.9048505,11.36309018,5.4758858,-6.50327141,-4.720604446,9.736821181
42:46.5,1.42E+12,5.7827744,-7.6977425,-4.6214895,10.67960133,5.481059034,-6.530703366,-4.707934786,9.752271174
42:46.5,1.42E+12,5.590724,-7.5797877,-4.472998,10.42674866,5.486262214,-6.562608016,-4.698213986,9.772315423
42:46.5,1.42E+12,5.241201,-7.162156,-4.334686,9.877052658,5.482591848,-6.591054856,-4.688520146,9.784816536
42:46.5,1.42E+12,4.8855405,-6.571185,-4.017346,9.120748169,5.465494404,-6.609044442,-4.675539146,9.780795629
42:46.6,1.42E+12,4.8765593,-6.538852,-4.2665777,9.205492999,5.453130122,-6.615115802,-4.666276412,9.773655391
42:46.6,1.42E+12,4.8584466,-6.7566495,-4.6205916,9.518754255,5.443163844,-6.630276276,-4.663755664,9.777259085
42:46.6,1.42E+12,5.336403,-6.84766,-5.0460067,10.04140568,5.452049372,-6.659178166,-4.674778738,9.806827956
42:46.6,1.42E+12,5.0609756,-7.0186048,-4.5949945,9.797359941,5.458479998,-6.702126852,-4.685247968,9.844322619
42:46.6,1.42E+12,5.1650095,-7.4160285,-4.5514355,10.11881253,5.472990828,-6.75240131,-4.696411758,9.892183511
42:46.7,1.42E+12,5.449717,-7.9785585,-5.185517,10.96569185,5.492890448,-6.806199432,-4.716517952,9.949894564
42:46.7,1.42E+12,5.448819,-7.390581,-4.58751,10.26428585,5.505272694,-6.837933438,-4.71223086,9.976217713
42:46.7,1.42E+12,5.1909056,-7.587871,-4.691843,10.32156374,5.488504566,-6.864257698,-4.69666622,9.977117464
42:46.7,1.42E+12,5.654192,-7.4534507,-5.0201106,10.61721832,5.466685938,-6.881609622,-4.681412944,9.968273541
42:46.7,1.42E+12,5.8868084,-7.632478,-5.1289344,10.91857141,5.446675552,-6.899578252,-4.682338018,9.968822741
42:46.8,1.42E+12,5.5871315,-7.080127,-4.7436357,10.19050128,5.445439122,-6.9140771,-4.683798982,9.978608614
42:46.8,1.42E+12,5.41963,-6.8148785,-4.6382546,9.865513876,5.444840362,-6.922274056,-4.680841134,9.982394306
42:46.8,1.42E+12,5.4639378,-6.6970735,-4.701573,9.839217368,5.449462758,-6.928659786,-4.675284686,9.986458204
42:46.8,1.42E+12,5.2558703,-6.596632,-4.3730063,9.500679473,5.44666957,-6.926070166,-4.669042672,9.980204053
42:46.8,1.42E+12,5.3087106,-6.760691,-4.384682,9.649600369,5.439056408,-6.92169626,-4.662881484,9.970117188
42:46.9,1.42E+12,5.5547986,-6.8163753,-4.3864784,9.826492379,5.4261233,-6.916496076,-4.649457402,9.952999286
42:46.9,1.42E+12,5.5289025,-7.222481,-4.715045,10.24522542,5.42715315,-6.933560596,-4.655816182,9.968268386
42:46.9,1.42E+12,5.6389236,-7.5476046,-4.8350954,10.58970925,5.446507894,-6.960914714,-4.678395228,10.00831086
42:46.9,1.42E+12,5.4789066,-7.725285,-5.0383725,10.72770448,5.457489066,-6.9801078,-4.691061878,10.03367559
42:46.9,1.42E+12,5.6615267,-8.164621,-5.228926,11.22744796,5.46086006,-7.00723438,-4.700782658,10.05920634
42:47.0,1.42E+12,5.4208274,-8.13169,-5.162914,11.05284728,5.4698324,-7.04412067,-4.719718286,10.09912274
42:47.0,1.42E+12,5.1572256,-7.1708384,-4.5665536,9.943405404,5.48857044,-7.082728392,-4.742464978,10.14695044
42:47.0,1.42E+12,5.1340237,-7.2013745,-4.9262557,10.1235364,5.520888234,-7.120396056,-4.770363962,10.20364267
42:47.0,1.42E+12,5.758076,-7.639214,-5.700895,11.13612291,5.54272782,-7.161383816,-4.79252089,10.25418533
42:47.0,1.42E+12,6.124065,-7.0039353,-5.2235374,10.66979966,5.544446248,-7.171095622,-4.788667898,10.25946301
42:47.1,1.42E+12,5.5308485,-6.6859965,-4.2538543,9.663752415,5.52054695,-7.161961612,-4.765999044,10.22888306
42:47.1,1.42E+12,5.201833,-7.391629,-4.819827,10.24333823,5.51049087,-7.171200404,-4.77685447,10.23489642
42:47.2,1.42E+12,5.6279964,-7.4802446,-4.565506,10.41500109,5.521085838,-7.181792376,-4.77996201,10.24954434
42:47.2,1.42E+12,5.8481884,-7.9010196,-4.9250584,10.99470866,5.522807258,-7.185193304,-4.775396504,10.25078189
42:47.2,1.42E+12,6.6958756,-8.036488,-5.3561616,11.75195118,5.52603753,-7.184780164,-4.770130448,10.24986003
42:47.2,1.42E+12,6.4253883,-7.5625734,-4.47225,10.88481287,5.534252442,-7.195381112,-4.766549898,10.26041698
42:47.2,1.42E+12,5.9579105,-7.6356215,-4.4104285,10.64195907,5.54424566,-7.212158216,-4.759278016,10.27448009
42:47.2,1.42E+12,5.505252,-7.4802446,-4.612209,10.36987612,5.547934,-7.235318052,-4.761203016,10.29354169
42:47.2,1.42E+12,4.9127836,-7.281159,-4.713099,9.968150343,5.547676526,-7.255112892,-4.768262336,10.31085548
42:47.2,1.42E+12,4.7509704,-7.2265224,-4.647086,9.817828377,5.540087314,-7.269965004,-4.770579516,10.31864427
42:47.3,1.42E+12,5.100793,-7.6447525,-4.762796,10.35106544,5.538494634,-7.290370564,-4.773740948,10.3339116
42:47.3,1.42E+12,5.6410193,-8.01628,-5.1100736,11.05417098,5.53883592,-7.310937796,-4.77611801,10.34969314
42:47.3,1.42E+12,5.774392,-7.95386,-4.8009663,10.93877366,5.53949156,-7.331789436,-4.775495296,10.36442836
42:47.3,1.42E+12,5.631589,-8.337662,-4.935836,11.20686751,5.54326072,-7.362083436,-4.782656412,10.39144995
42:47.3,1.42E+12,5.968239,-8.357271,-5.392087,11.59907141,5.559930054,-7.390653026,-4.797637252,10.42754171
42:47.4,1.42E+12,5.2428474,-7.6529856,-4.264033,10.20968241,5.565522428,-7.404047172,-4.786889604,10.43531397
42:47.4,1.42E+12,4.272266,-7.411987,-4.06824,9.473140174,5.540632188,-7.41059456,-4.767756396,10.41898439
42:47.4,1.42E+12,4.3026524,-6.692433,-4.4602747,9.121158234,5.507131852,-7.40434356,-4.75501189,10.39089691
42:47.4,1.42E+12,4.697681,-6.350095,-4.6205916,9.151053492,5.465233972,-7.38408469,-4.740740572,10.34693195
42:47.5,1.42E+12,5.2365603,-6.7916765,-4.9969087,9.925599731,5.432598838,-7.36227803,-4.737148046,10.31212325
42:47.5,1.42E+12,5.3534675,-6.9037933,-4.6653485,9.903910987,5.411983708,-7.339974416,-4.732358006,10.28293967
42:47.5,1.42E+12,4.9948134,-7.3163357,-4.5309277,9.950187677,5.396224488,-7.33234628,-4.73054677,10.26835139
42:47.5,1.42E+12,5.318889,-7.489825,-5.047803,10.48181157,5.390787788,-7.330547026,-4.74204287,10.26945265
42:47.5,1.42E+12,5.6640716,-7.4549475,-5.247488,10.73285049,5.3992452,-7.336402856,-4.76029891,10.28656861
42:47.5,1.42E+12,5.5702167,-7.133715,-4.8687754,10.27726509,5.412938724,-7.347653456,-4.777327498,10.30969895
42:47.6,1.42E+12,5.3036213,-6.8614316,-4.65023,9.840339504,5.421479964,-7.354105048,-4.785000544,10.32239588
42:47.6,1.42E+12,5.262307,-6.5066695,-4.7075605,9.601549292,5.429557172,-7.349105448,-4.786739922,10.32405178
42:47.6,1.42E+12,5.5588403,-6.49185,-5.0072374,9.905415099,5.434005918,-7.341989248,-4.785964536,10.32133197
42:47.6,1.42E+12,5.6895185,-6.3271923,-4.843029,9.790756511,5.446576776,-7.328160998,-4.790925226,10.3211999
42:47.6,1.42E+12,5.639223,-6.2911177,-4.17392,9.423407352,5.456061046,-7.305662782,-4.783374916,10.30729179
42:47.7,1.42E+12,5.186714,-6.339617,-3.7738023,9.018554741,5.450800986,-7.272883952,-4.755140622,10.26834905
42:47.7,1.42E+12,4.767436,-6.2686644,-3.6952157,8.699380348,5.437173326,-7.25044562,-4.737294736,10.23705094
42:47.7,1.42E+12,4.6090655,-6.8362837,-3.9383101,9.137206688,5.425536524,-7.235413874,-4.722224078,10.2133638
42:47.7,1.42E+12,4.833449,-7.515721,-4.811594,10.14887817,5.409121664,-7.23665928,-4.718053746,10.203997
42:47.7,1.42E+12,5.2660494,-7.991731,-5.6764956,11.12751738,5.396706484,-7.24384434,-4.72900497,10.20817592
42:47.8,1.42E+12,5.4673805,-8.192314,-5.9249787,11.49398237,5.394311464,-7.26608808,-4.75263183,10.23424554
42:47.8,1.42E+12,5.6856265,-8.2301855,-6.0607467,11.69593744,5.399631394,-7.29439422,-4.781081672,10.27085401
42:47.8,1.42E+12,5.8911495,-7.8899426,-5.569468,11.31263941,5.408175628,-7.318251602,-4.798439572,10.30032245
42:47.8,1.42E+12,5.96779,-7.815697,-5.2816167,11.16221806,5.422414022,-7.342632902,-4.81661178,10.33355322
42:47.8,1.42E+12,6.1010127,-7.5145235,-5.599705,11.18244676,5.438260064,-7.357709552,-4.84091224,10.36421015
42:47.9,1.42E+12,5.836663,-7.30451,-5.612728,10.9052839,5.443897352,-7.367472246,-4.865437232,10.38578598
42:47.9,1.42E+12,5.6610775,-7.118597,-4.91937,10.34032992,5.446540852,-7.365394566,-4.869523732,10.38768807
42:47.9,1.42E+12,6.0912833,-6.445746,-4.1833506,9.805702218,5.455588046,-7.343357394,-4.856488836,10.37200793
42:47.9,1.42E+12,6.2511506,-6.6234264,-4.51057,10.16326241,5.471032926,-7.321320222,-4.845932786,10.36071909
42:47.9,1.42E+12,6.2343855,-6.7782044,-5.331014,10.64102099,5.482490102,-7.29359189,-4.847974546,10.34899055
42:48.0,1.42E+12,6.58331,-7.0144134,-5.3419414,11.00355869,5.505739754,-7.271246358,-4.851555094,10.34800478
42:48.0,1.42E+12,6.50143,-7.5212593,-4.743336,11.01531524,5.532623842,-7.278254776,-4.855090742,10.36944297
42:48.0,1.42E+12,6.9898643,-8.081245,-4.8582973,11.73745187,5.569740654,-7.295852186,-4.853731574,10.40172128
42:48.0,1.42E+12,8.199349,-8.352631,-6.239325,13.26367012,5.618566114,-7.310120526,-4.864500174,10.44427223
42:48.0,1.42E+12,9.531429,-8.52133,-6.7383876,14.45223412,5.686713394,-7.34046842,-4.894797178,10.51992092
42:48.1,1.42E+12,9.71854,-7.9978685,-6.13604,14.00238934,5.770467224,-7.36670586,-4.932440892,10.60669365
42:48.1,1.42E+12,9.244476,-7.865244,-5.444478,13.30280949,5.851320084,-7.37617816,-4.944933912,10.66788308
42:48.2,1.42E+12,8.928184,-7.6368194,-5.3961287,12.92871552,5.917323836,-7.379309656,-4.961546366,10.71815737
